	ribo_untr_a	ribo_untr_b	ribo_isrib_a	ribo_isrib_b
MMD	27	59	29	26
MME	42	48	19	27
MMGT1	469	546	240	313
MMP11	12	12	1	8
MMP15	103	140	34	82
MMP16	2	2	0	0
MMP17	37	37	8	21
MMP24	2	4	2	3
MMP25	10	18	6	9
MMS19	1303	1576	579	821
MMS22L	1078	1227	480	613
MMUT	1088	1137	505	634
MN1	54	76	29	39
MNAT1	837	857	393	459
MND1	394	454	159	198
MNS1	302	369	163	195
MNT	156	175	71	109
MNX1	198	277	89	147
MOAP1	629	690	273	372
MOB1A	1403	1613	688	803
MOB1B	275	303	118	183
MOB2	149	186	86	102
MOB3A	143	218	64	116
MOB3B	87	97	35	55
MOCOS	64	79	34	35
MOCS1	186	225	83	128
MOCS2	290	323	146	195
MOCS3	372	456	175	224
MOGS	719	966	320	460
MOK	74	91	35	49
MON1A	103	148	66	77
MON1B	194	267	97	121
MON2	1832	2046	948	1119
MORC2	1246	1709	675	855
MORC3	715	777	379	426
MORC4	1097	1200	509	622
MORF4L1	883	1217	509	611
MORF4L2	3688	4519	1837	2274
MORN1	122	143	63	67
MORN2	55	57	39	36
MORN4	48	45	19	29
MOSMO	18	24	6	16
MOSPD1	201	171	91	102
MOSPD2	474	544	202	266
MOSPD3	10	18	11	11
MOV10	1124	1434	537	714
MOXD1	393	369	140	231
MPC1	518	666	235	344
MPC2	615	778	257	353
MPDU1	569	636	255	346
MPDZ	635	686	291	410
MPG	594	752	294	394
MPHOSPH10	832	1046	401	517
MPHOSPH6	519	585	268	303
MPHOSPH8	225	274	129	173
MPHOSPH9	492	558	276	291
MPI	926	1088	440	572
MPLKIP	553	766	271	338
MPND	78	98	46	56
MPP1	973	1091	394	552
MPP2	329	414	136	183
MPP3	40	45	21	32
MPP5	400	404	170	216
MPP6	542	609	249	333
MPP7	454	533	191	261
MPPE1	35	50	19	23
MPRIP	270	350	113	153
MPST	682	886	337	473
MPV17	344	419	157	212
MPV17L2	352	471	192	249
MPZL1	656	713	302	378
MPZL3	58	45	13	23
MR1	78	82	33	50
MRAS	21	31	13	33
MRE11	1197	1389	577	701
MREG	79	103	30	48
MRFAP1	1225	2159	708	1003
MRFAP1L1	226	351	132	200
MRGBP	131	160	75	71
MRI1	656	820	281	404
MRM1	59	71	28	47
MRM2	229	343	110	162
MRM3	927	1047	421	616
MRNIP	102	116	45	76
MROH1	64	64	28	31
MROH6	14	18	7	6
MROH8	203	316	115	176
MRPL1	576	701	273	365
MRPL10	691	815	305	397
MRPL11	598	805	340	400
MRPL12	52	86	30	27
MRPL13	1761	1999	841	1103
MRPL14	1565	2098	719	1058
MRPL15	1203	1451	640	772
MRPL16	1447	1782	722	892
MRPL17	1274	1406	556	780
MRPL18	971	1193	424	602
MRPL19	1308	1716	675	888
MRPL2	1302	1381	568	761
MRPL20	2796	3110	1180	1654
MRPL21	1054	1177	448	589
MRPL22	1791	1852	855	1033
MRPL23	1336	1499	555	854
MRPL24	1343	1699	622	932
MRPL27	1134	1600	585	744
MRPL28	3447	4242	1558	2197
MRPL3	2842	3795	1479	1914
MRPL32	1066	1381	563	716
MRPL33	437	505	233	254
MRPL34	329	446	149	237
MRPL35	342	463	188	241
MRPL36	266	377	140	155
MRPL37	2830	3202	1254	1769
MRPL38	1078	1395	497	698
MRPL39	2116	2812	1118	1379
MRPL4	2623	3265	1255	1625
MRPL40	1180	1182	547	613
MRPL41	1102	1569	554	825
MRPL42	1451	1503	665	866
MRPL43	1390	1620	640	917
MRPL44	1488	1868	825	1011
MRPL45	401	534	196	337
MRPL46	544	646	269	374
MRPL47	1163	1273	526	654
MRPL48	480	512	198	299
MRPL49	556	793	287	411
MRPL50	471	487	190	270
MRPL51	1590	2396	754	1151
MRPL52	829	1060	467	526
MRPL53	615	867	299	405
MRPL54	362	505	179	295
MRPL55	700	1002	342	516
MRPL57	577	649	214	358
MRPL58	680	842	343	492
MRPL9	1174	1601	635	878
MRPS10	904	1188	534	686
MRPS11	520	660	227	338
MRPS12	1152	1446	496	780
MRPS14	588	763	287	371
MRPS15	1627	1870	655	978
MRPS16	1460	1654	721	924
MRPS18A	972	1136	525	647
MRPS18B	2051	2264	908	1265
MRPS18C	562	645	263	312
MRPS2	2179	2486	997	1400
MRPS21	781	1171	472	657
MRPS22	1525	1717	745	939
MRPS23	1943	2387	953	1214
MRPS24	1073	1313	481	694
MRPS25	631	885	344	453
MRPS26	1010	1551	476	748
MRPS27	1305	1435	612	821
MRPS28	650	778	306	395
MRPS30	1753	2035	874	1053
MRPS31	1528	1736	740	995
MRPS33	601	722	285	375
MRPS34	1450	2254	691	994
MRPS35	2317	2608	1121	1385
MRPS36	211	266	115	169
MRPS5	833	1094	402	515
MRPS6	408	554	245	275
MRPS7	1737	2120	809	1100
MRPS9	1082	1166	543	652
MRRF	225	239	109	142
MRS2	404	584	204	278
MRTFA	326	460	155	254
MRTFB	357	427	153	208
MRTO4	1284	1868	698	990
MSANTD2	45	94	23	29
MSANTD3	102	116	50	72
MSANTD4	317	367	142	197
MSH2	3900	4067	1810	2191
MSH3	1270	1339	589	753
MSH4	1	1	0	0
MSH6	5041	6122	2599	3258
MSI1	321	353	159	218
MSI2	793	880	350	469
MSL1	145	186	71	68
MSL2	364	424	158	212
MSL3	203	299	105	107
MSMO1	1018	1114	444	579
MSMP	6	1	1	0
MSN	1424	1904	760	1018
MSRA	79	141	59	55
MSRB1	192	248	78	108
MSRB2	266	347	115	184
MSRB3	146	200	61	80
MSS51	3	1	1	5
MST1	1	2	1	0
MSTO1	23	59	10	27
MSX1	129	173	51	89
MSX2	603	781	349	509
MT1X	15	21	3	7
MT2A	81	83	27	40
MTA1	1545	2045	780	1111
MTA2	2502	2925	1195	1672
MTA3	972	983	435	559
MTAP	324	437	181	204
MTBP	355	388	163	207
MTCH1	1338	1735	599	885
MTCH2	1860	2001	850	1087
MTCL1	87	107	34	58
MTCP1	9	13	3	8
MTDH	1883	2124	878	1120
MTERF1	286	349	146	166
MTERF2	271	277	99	133
MTERF3	787	755	367	404
MTERF4	526	583	253	326
MTF1	153	195	69	102
MTF2	807	860	400	440
MTFMT	296	336	139	188
MTFP1	47	76	30	30
MTFR1	326	328	125	151
MTFR1L	319	413	162	188
MTFR2	296	304	131	200
MTG2	356	387	135	211
MTHFD1	5790	6790	2836	3630
MTHFD1L	1446	1574	661	893
MTHFD2	1308	1407	571	793
MTHFD2L	127	138	45	87
MTHFR	157	214	74	109
MTHFSD	146	167	67	80
MTIF2	593	641	226	332
MTIF3	300	313	129	183
MTLN	146	196	64	87
MTM1	262	326	121	199
MTMR1	773	956	365	452
MTMR10	142	184	64	80
MTMR11	7	4	5	1
MTMR12	344	390	179	199
MTMR14	488	600	231	319
MTMR2	843	985	393	499
MTMR3	447	515	172	289
MTMR4	684	815	330	423
MTMR6	1178	1357	616	732
MTMR7	141	134	49	56
MTMR8	86	105	52	52
MTMR9	282	339	151	170
MTO1	808	848	357	461
MTOR	2125	2651	1021	1416
MTPAP	1298	1461	686	800
MTPN	1673	2295	843	1132
MTR	1577	2117	846	1079
MTREX	3100	3696	1583	1872
MTRF1	213	190	79	101
MTRF1L	89	118	50	59
MTRNR2L1	1	3	3	5
MTRR	592	709	308	389
MTSS1	71	87	39	54
MTSS1L	402	518	183	286
MTURN	130	118	39	74
MTUS1	434	419	147	212
MTX1	520	586	234	338
MTX2	865	960	390	532
MTX3	231	260	111	137
MUL1	553	678	243	341
MUS81	165	186	79	82
MUTYH	145	176	51	99
MVB12A	650	754	296	386
MVB12B	143	157	64	91
MVD	213	307	120	147
MVK	247	322	98	166
MVP	66	74	35	41
MXD1	135	186	79	98
MXD3	41	67	32	43
MXD4	345	605	218	328
MXI1	418	436	173	231
MXRA7	31	64	27	41
MXRA8	2	4	1	2
MYADM	456	520	192	277
MYB	106	112	30	44
MYBBP1A	5659	7548	2712	3832
MYBL1	83	88	19	43
MYBL2	1507	1964	707	935
MYC	2161	2156	887	1249
MYCBP	609	741	300	413
MYCBP2	872	833	399	537
MYCL	55	67	24	27
MYD88	130	213	69	117
MYDGF	846	1238	533	695
MYEF2	957	1213	491	625
MYH10	4868	5711	2478	3130
MYH11	22	8	1	6
MYH14	641	878	314	455
MYH15	3	1	1	0
MYH3	11	10	4	3
MYH7B	1	4	0	0
MYH9	8460	11321	4413	5887
MYL12A	851	925	364	538
MYL12B	1318	1562	637	875
MYL5	25	23	13	21
MYL6	4484	5691	2170	2824
MYL6B	151	176	70	94
MYLIP	178	212	81	112
MYLK	36	55	29	20
MYLK2	1	3	1	0
MYNN	223	223	100	120
MYO10	1033	1343	562	690
MYO15A	0	1	1	2
MYO15B	5	4	2	6
MYO18A	280	370	123	192
MYO19	314	331	143	177
MYO1B	1590	1949	838	1086
MYO1C	1337	1487	596	762
MYO1D	913	882	429	492
MYO1E	539	566	221	299
MYO1F	8	4	3	1
MYO3A	187	154	88	94
MYO5A	837	928	322	467
MYO5B	228	292	121	156
MYO5C	441	555	218	287
MYO6	2600	3078	1298	1643
MYO7A	94	89	32	74
MYO9A	489	492	254	275
MYO9B	492	668	271	384
MYOF	118	125	67	86
MYOM2	120	107	43	68
MYORG	107	104	35	56
MYOT	3	5	3	1
MYPOP	46	50	30	22
MYRF	12	11	5	7
MYRIP	8	4	1	3
MYSM1	221	269	89	95
MYT1	6	8	3	6
MZF1	48	67	18	24
MZT1	537	539	243	300
MZT2A	240	333	113	187
MZT2B	463	750	254	377
N4BP2	383	441	182	236
N4BP2L2	314	342	157	187
N4BP3	24	24	10	26
N6AMT1	163	177	72	100
NAA10	2877	3834	1441	2083
NAA15	4653	5133	2379	2889
NAA16	615	708	305	383
NAA20	768	1026	398	499
NAA25	1977	2143	994	1163
NAA30	194	296	89	169
NAA35	1065	1250	577	691
NAA38	745	1018	364	534
NAA40	267	347	122	168
NAA50	1827	1818	778	1094
NAA60	167	174	95	105
NAA80	31	29	16	17
NAAA	190	224	86	104
NAALAD2	59	34	17	26
NAB1	144	180	64	91
NAB2	161	244	91	113
NABP1	113	151	53	50
NABP2	733	905	347	510
NACA	7659	8444	3674	4605
NACC1	978	1265	490	655
NACC2	306	379	142	240
NADK	428	467	211	248
NADK2	496	572	261	255
NADSYN1	284	370	138	216
NAE1	3488	3356	1494	1774
NAF1	743	915	359	451
NAGA	331	409	178	193
NAGK	304	460	139	244
NAGLU	278	327	124	155
NAGPA	80	138	53	49
NAGS	11	6	1	5
NAIF1	112	136	58	78
NAMPT	696	743	331	416
NANP	153	139	63	70
NANS	1215	1486	570	809
NAP1L1	4540	6139	2417	3040
NAP1L2	84	101	45	51
NAP1L3	125	120	46	75
NAP1L4	2337	3125	1232	1509
NAPA	1169	1291	611	745
NAPB	81	96	28	43
NAPEPLD	92	101	45	61
NAPG	664	660	290	375
NAPRT	156	157	47	90
NARF	249	318	107	181
NARS	3152	3895	1547	1815
NARS2	329	408	168	208
NASP	4544	6087	2412	3078
NAT1	76	100	58	69
NAT10	1578	2014	831	1019
NAT14	96	101	45	67
NAT8L	321	389	197	252
NAT9	321	456	177	229
NAV1	215	297	101	161
NAV2	158	145	62	95
NAXD	141	164	68	85
NAXE	1945	2302	854	1169
NBAS	756	963	411	485
NBDY	383	445	173	240
NBEA	529	552	284	305
NBEAL1	346	373	158	178
NBEAL2	223	238	96	145
NBL1	247	365	137	205
NBN	828	923	390	484
NBPF1	24	35	13	19
NBPF10	1	0	0	0
NBPF11	3	1	1	1
NBPF12	2	3	6	0
NBPF14	1	1	0	1
NBPF15	8	5	1	2
NBPF20	0	0	0	0
NBPF26	1	0	0	0
NBPF3	30	47	14	22
NBPF9	3	1	2	0
NBR1	1192	1349	519	725
NCAM1	538	742	320	402
NCAPD2	5513	6959	2658	3585
NCAPD3	2747	3084	1379	1641
NCAPG	3059	3422	1513	1733
NCAPG2	2742	3015	1239	1581
NCAPH	1687	1932	875	1086
NCAPH2	864	1206	398	550
NCBP1	2261	2719	1126	1430
NCBP2	775	1020	386	553
NCBP3	1026	1290	496	623
NCDN	995	1374	536	737
NCEH1	134	164	54	96
NCK1	279	332	120	168
NCK2	153	203	75	97
NCKAP1	3573	3585	1643	1981
NCKAP5L	460	651	215	313
NCKIPSD	333	398	139	201
NCL	26825	34958	14065	18127
NCLN	1139	1474	539	801
NCOA1	417	426	192	227
NCOA2	493	492	256	297
NCOA3	623	678	291	393
NCOA4	1853	2399	1088	1373
NCOA5	655	1216	440	571
NCOA6	405	489	205	236
NCOA7	439	452	204	243
NCOR1	1051	1142	483	610
NCOR2	1003	1109	432	594
NCR3LG1	401	478	179	273
NCS1	229	355	114	144
NCSTN	1445	1604	627	907
NDC1	1693	1897	769	1029
NDC80	1184	1308	641	725
NDE1	224	307	122	170
NDEL1	213	205	83	85
NDFIP1	1689	1992	790	982
NDFIP2	869	1072	446	576
NDNF	231	247	96	124
NDOR1	262	402	154	197
NDRG1	2073	2210	915	1297
NDRG2	266	344	128	202
NDRG3	906	1011	433	608
NDRG4	122	119	54	62
NDST1	187	244	93	114
NDST2	10	8	2	8
NDUFA1	1675	2134	843	1137
NDUFA10	2915	3579	1409	1841
NDUFA11	172	409	96	150
NDUFA12	1728	2094	831	1092
NDUFA13	720	991	360	518
NDUFA2	1308	1911	649	997
NDUFA3	630	823	290	383
NDUFA4	1315	1430	758	764
NDUFA5	479	528	254	300
NDUFA6	1509	1722	717	916
NDUFA8	1550	1867	722	984
NDUFA9	367	592	181	284
NDUFAB1	2669	2928	1255	1541
NDUFAF1	445	572	220	294
NDUFAF2	182	235	97	118
NDUFAF3	1347	1574	548	779
NDUFAF4	952	1178	443	584
NDUFAF5	257	252	113	128
NDUFAF6	186	158	74	92
NDUFAF7	317	396	144	196
NDUFAF8	186	209	79	116
NDUFB1	804	858	329	429
NDUFB10	1762	2125	835	1155
NDUFB11	3050	4019	1407	1943
NDUFB2	1746	2296	918	1180
NDUFB3	528	576	235	317
NDUFB4	1224	1386	585	793
NDUFB5	987	1141	542	600
NDUFB6	1191	1469	545	750
NDUFB7	1424	2438	724	1105
NDUFB8	256	285	102	142
NDUFB9	1417	2182	824	1038
NDUFC1	722	808	315	443
NDUFC2	153	171	78	107
NDUFS1	5117	5510	2348	2843
NDUFS2	3307	3950	1507	2149
NDUFS3	1833	2234	889	1180
NDUFS4	768	806	333	444
NDUFS5	2685	4190	1494	2023
NDUFS6	1504	2363	781	1119
NDUFS7	1156	1532	570	780
NDUFS8	1976	2263	916	1197
NDUFV1	2010	2606	925	1373
NDUFV2	1347	1264	552	741
NDUFV3	1125	1318	520	713
NEB	10	5	2	1
NEBL	109	123	58	45
NECAB3	139	159	53	93
NECAP1	504	539	231	299
NECAP2	494	688	230	347
NECTIN1	85	133	53	67
NECTIN2	512	657	212	287
NECTIN3	122	127	56	83
NEDD1	1056	1121	479	566
NEDD4	393	402	183	227
NEDD4L	478	561	249	294
NEDD8	0	3	0	2
NEDD9	66	75	31	42
NEFL	1396	1679	628	871
NEFM	231	189	62	91
NEIL1	28	33	15	21
NEIL2	76	106	39	45
NEIL3	633	750	328	400
NEK1	355	379	175	195
NEK10	34	52	19	17
NEK11	31	53	11	18
NEK2	535	630	259	364
NEK3	366	373	174	235
NEK4	410	479	171	228
NEK6	499	569	204	299
NEK7	376	448	190	213
NEK9	796	1038	441	516
NELFA	443	615	220	334
NELFB	947	1173	438	581
NELFCD	1822	2166	790	1110
NELFE	1712	2052	875	1097
NELL2	477	609	232	281
NEMF	891	1005	444	506
NEMP1	1024	1381	497	626
NEMP2	64	104	38	53
NENF	413	571	198	269
NEO1	1216	1500	655	773
NEPRO	442	509	205	243
NES	10	26	8	8
NET1	1257	1442	537	732
NETO2	285	320	125	155
NEU1	555	793	294	364
NEU3	236	282	80	125
NEURL2	5	3	2	2
NEURL4	382	548	164	276
NEXMIF	0	2	0	1
NEXN	138	146	56	90
NF1	1386	1316	602	830
NF2	444	514	237	273
NFASC	12	14	6	13
NFAT5	858	845	354	442
NFATC1	239	262	91	112
NFATC2IP	383	539	180	260
NFATC3	423	488	194	239
NFATC4	93	114	47	58
NFE2L1	1589	1902	786	1027
NFE2L2	1038	1218	487	647
NFE2L3	190	203	90	112
NFIA	461	584	274	318
NFIB	468	550	204	308
NFIC	391	457	157	261
NFIL3	142	134	69	75
NFIX	232	295	111	180
NFKB1	380	496	194	239
NFKB2	285	328	136	189
NFKBIA	296	416	181	283
NFKBIB	444	603	219	275
NFKBIE	124	140	55	68
NFKBIL1	192	252	85	136
NFKBIZ	17	36	19	20
NFRKB	787	917	369	528
NFS1	441	478	194	231
NFU1	717	755	298	422
NFX1	685	852	347	434
NFXL1	768	972	424	461
NFYA	453	565	223	273
NFYB	429	421	208	245
NFYC	977	1269	507	653
NGDN	720	937	364	489
NGEF	179	201	83	101
NGLY1	538	614	235	281
NGRN	269	365	156	171
NHEJ1	339	383	164	201
NHLRC2	1245	1399	687	748
NHLRC3	214	273	100	130
NHP2	1644	2274	769	1058
NHS	137	118	62	60
NHSL1	535	595	251	304
NHSL2	30	26	17	16
NID1	1409	1712	609	884
NID2	507	580	223	270
NIF3L1	603	694	299	361
NIFK	1099	1232	533	737
NIN	563	700	326	395
NINJ1	117	117	45	82
NINL	87	102	31	54
NIP7	501	701	285	366
NIPA1	155	214	66	98
NIPA2	468	482	204	237
NIPAL1	99	124	66	73
NIPAL2	23	38	14	13
NIPAL3	205	278	89	130
NIPBL	1513	1809	857	984
NIPSNAP1	1165	1307	476	657
NIPSNAP2	1109	1119	505	616
NIPSNAP3A	584	556	233	298
NISCH	821	940	401	507
NIT1	509	543	194	277
NIT2	528	676	267	347
NKAP	896	968	412	507
NKAPD1	259	273	93	157
NKD1	25	39	11	14
NKD2	65	106	44	56
NKIRAS1	272	301	130	155
NKIRAS2	370	460	159	256
NKRF	1692	1828	857	1046
NKTR	436	561	196	240
NKX2-5	221	291	111	142
NKX6-1	90	125	32	41
NLE1	706	889	297	474
NLGN1	72	58	25	40
NLGN2	62	90	16	41
NLK	59	80	22	28
NLN	874	936	370	473
NLRC4	0	1	0	0
NLRC5	60	59	39	39
NLRP14	4	2	0	2
NLRX1	139	171	68	101
NMB	41	64	23	30
NMD3	900	1070	464	576
NME1	3069	4124	1488	2004
NME1-NME2	1844	2459	911	1293
NME3	526	724	249	356
NME4	1038	1297	417	651
NME5	133	139	71	63
NME6	178	215	88	121
NME7	415	517	221	273
NMI	132	118	50	66
NMNAT1	87	131	58	70
NMNAT3	15	13	10	6
NMRAL1	4	1	0	3
NMRK1	40	38	18	23
NMT1	1986	2567	950	1347
NMT2	501	516	224	271
NMU	476	484	201	249
NNT	615	710	311	413
NOA1	532	587	260	359
NOB1	690	828	311	444
NOC2L	3511	4452	1753	2496
NOC3L	1826	2024	879	1063
NOC4L	996	1364	455	650
NOCT	515	596	212	321
NOD1	26	20	7	6
NOL10	1061	1238	536	683
NOL11	3011	3473	1588	1771
NOL12	13	17	4	16
NOL4	36	39	17	19
NOL4L	72	58	17	32
NOL6	958	1293	474	703
NOL7	2340	2832	1202	1545
NOL8	566	729	314	409
NOL9	2006	2496	935	1250
NOLC1	6906	8259	3233	4249
NOM1	542	720	269	350
NOMO1	194	228	91	100
NOMO2	78	94	39	40
NOMO3	44	59	22	22
NONO	7640	10408	4068	5656
NOP10	1261	1399	535	786
NOP14	1820	2379	981	1225
NOP16	958	1225	424	654
NOP2	2527	3511	1317	1702
NOP53	436	651	270	359
NOP56	2598	3533	1440	1981
NOP58	2488	3002	1314	1655
NOP9	325	545	181	277
NOS1AP	103	164	51	76
NOS2	88	78	26	44
NOSIP	1050	1486	550	791
NOSTRIN	0	0	0	0
NOTCH1	395	625	238	296
NOTCH2	1712	2329	883	1239
NOTCH3	471	451	168	246
NOTCH4	5	5	1	4
NOVA1	89	97	41	62
NOXA1	7	4	0	6
NOXO1	1	0	0	0
NPAS1	141	120	37	84
NPAS2	40	49	22	27
NPAT	694	715	293	404
NPC1	980	1060	438	554
NPC2	830	890	385	509
NPDC1	280	391	128	192
NPEPL1	3	7	6	3
NPEPPS	2251	2774	1150	1439
NPHP1	113	123	49	56
NPHP3	145	172	71	83
NPHP4	198	266	90	136
NPIPB4	0	0	0	0
NPL	29	19	16	12
NPLOC4	1249	1492	641	866
NPM1	1805	2744	1054	1369
NPM3	941	1150	445	609
NPNT	154	189	73	109
NPRL2	297	349	131	176
NPRL3	907	1049	451	600
NPTN	1006	1297	494	742
NPTX1	400	511	160	273
NPTX2	159	191	76	100
NPY1R	0	0	0	0
NQO1	135	148	61	79
NQO2	421	463	176	250
NR1D2	797	834	381	488
NR1H2	136	166	53	70
NR1H3	63	69	34	44
NR1I3	18	9	7	8
NR2C1	767	941	351	475
NR2C2	313	350	115	175
NR2C2AP	186	244	78	104
NR2F1	254	374	114	184
NR2F2	509	670	248	339
NR2F6	521	663	235	352
NR3C1	821	1041	429	490
NR3C2	294	304	125	178
NR4A1	78	82	34	29
NR5A2	34	28	12	16
NR6A1	33	46	20	23
NRARP	142	155	47	108
NRAS	841	939	413	521
NRBF2	108	128	57	60
NRBP1	1165	1298	529	682
NRBP2	30	41	17	21
NRCAM	527	641	249	350
NRDC	3828	4481	1857	2281
NRDE2	620	771	368	425
NREP	40	35	14	24
NRF1	409	517	218	273
NRIP1	320	405	180	204
NRIP2	4	1	0	0
NRIP3	83	105	44	63
NRK	1	0	0	1
NRM	271	335	99	157
NRN1	216	249	97	121
NRP1	652	999	395	526
NRP2	212	255	96	137
NRSN2	449	516	188	258
NRXN2	6	11	7	12
NRXN3	87	103	58	54
NSA2	333	383	159	237
NSD1	1692	1972	827	1067
NSD2	1147	1386	488	702
NSD3	747	847	370	537
NSDHL	877	1206	525	657
NSF	676	852	380	461
NSFL1C	1110	1474	599	795
NSG1	66	76	26	43
NSL1	573	596	273	316
NSMAF	161	192	82	92
NSMCE1	596	618	225	308
NSMCE2	288	330	133	186
NSMCE3	397	545	220	291
NSMCE4A	982	1188	452	543
NSMF	108	157	55	73
NSRP1	369	456	233	229
NSUN2	3416	3999	1674	2151
NSUN3	283	307	124	184
NSUN4	282	395	129	179
NSUN5	295	410	120	200
NSUN6	288	312	142	182
NT5C	284	399	136	181
NT5C2	767	945	391	491
NT5C3A	269	240	128	164
NT5C3B	429	608	240	295
NT5DC1	884	1000	412	529
NT5DC2	925	1214	442	630
NT5DC3	319	366	144	188
NT5M	2	10	5	4
NTAN1	85	109	42	45
NTHL1	439	619	236	292
NTMT1	1127	1306	482	696
NTN1	360	506	188	270
NTN3	7	10	1	11
NTPCR	599	746	293	330
NUAK1	119	153	55	73
NUAK2	21	27	9	11
NUB1	2206	2464	1073	1306
NUBP1	264	301	133	198
NUBP2	510	720	263	340
NUBPL	288	332	120	139
NUCB1	1116	1444	511	749
NUCB2	926	953	471	556
NUCKS1	4572	5775	2523	3116
NUDC	3330	4510	1724	2420
NUDCD1	929	1024	397	526
NUDCD2	591	800	299	423
NUDCD3	738	992	370	477
NUDT1	425	586	220	282
NUDT10	6	19	8	5
NUDT11	25	47	10	16
NUDT12	750	882	328	409
NUDT13	26	29	9	8
NUDT14	109	157	57	83
NUDT15	421	583	219	349
NUDT16	150	184	52	109
NUDT16L1	304	416	158	213
NUDT17	29	44	15	27
NUDT18	16	32	11	13
NUDT19	2645	3341	1315	1853
NUDT2	161	149	69	90
NUDT21	1776	2188	907	1161
NUDT22	106	102	43	82
NUDT3	65	77	33	36
NUDT4	47	43	19	13
NUDT5	2076	2672	1044	1363
NUDT6	87	77	33	40
NUDT7	89	85	36	45
NUDT8	85	112	35	57
NUDT9	351	395	135	201
NUF2	1303	1549	656	787
NUFIP1	296	480	194	199
NUFIP2	1200	1642	629	767
NUMA1	2657	3598	1328	1916
NUMB	397	548	189	252
NUMBL	264	348	128	188
NUP107	4213	4785	2039	2514
NUP133	3731	4507	1782	2254
NUP153	4116	4578	1953	2354
NUP155	8223	8343	3629	4676
NUP160	2640	3166	1307	1646
NUP188	4794	5689	2335	3135
NUP205	6349	7437	3069	3775
NUP210	3084	3848	1331	1880
NUP210L	1	0	0	0
NUP214	2431	3301	1263	1640
NUP35	499	604	261	336
NUP37	1707	2218	895	1076
NUP43	2383	2622	1113	1331
NUP50	181	226	86	127
NUP54	1202	1403	644	793
NUP58	1977	2078	919	1126
NUP62	1362	1636	610	885
NUP62CL	326	278	140	167
NUP85	1738	1986	766	1067
NUP88	2439	2614	1168	1495
NUP93	2184	2601	1138	1444
NUP98	3157	3772	1528	1904
NUPL2	636	830	352	377
NUS1	49	39	13	26
NUSAP1	2877	3010	1349	1686
NUTF2	1263	1117	506	750
NVL	864	1097	471	592
NXF1	989	1335	546	756
NXN	641	802	285	384
NXPE3	149	173	66	80
NXPH4	252	366	116	152
NXT1	150	213	97	106
NXT2	76	107	38	47
NYNRIN	319	330	136	156
OAF	89	175	43	109
OARD1	229	250	103	141
OAT	5202	6200	2462	3167
OAZ1	928	1298	493	708
OAZ2	583	784	292	416
OAZ3	1	3	1	4
OBSCN	23	31	14	21
OBSL1	1434	2136	732	1061
OCA2	58	82	31	36
OCIAD1	2272	2265	1046	1307
OCLN	675	962	367	488
OCRL	1363	1512	651	797
ODC1	3353	4370	1594	2130
ODF2	546	681	286	357
ODF2L	347	337	159	194
ODF3B	0	0	0	1
ODR4	276	313	125	158
OFD1	238	301	154	172
OGA	2923	3668	1626	1986
OGDH	1426	1700	628	934
OGDHL	82	98	44	33
OGFOD1	1096	1373	559	692
OGFOD2	149	225	69	91
OGFOD3	115	157	42	86
OGFR	527	705	259	347
OGFRL1	276	251	112	149
OGG1	164	201	71	111
OGN	0	0	0	0
OGT	2451	2984	1111	1458
OIP5	485	636	228	312
OLA1	1348	1818	681	976
OMA1	305	395	140	219
OMD	0	0	0	0
OMG	0	0	0	0
ONECUT2	37	54	20	22
OPA1	2031	1994	829	1111
OPHN1	83	85	42	66
OPN1SW	0	0	1	0
OPN3	69	89	32	29
OPTN	605	625	257	315
ORAI1	293	372	115	197
ORAI2	84	109	41	32
ORAI3	53	38	22	18
ORC1	898	1077	389	544
ORC2	1214	1200	532	572
ORC3	1295	1402	613	813
ORC4	1080	1211	558	643
ORC5	1515	1675	698	912
ORC6	1093	1176	523	670
ORMDL1	510	525	232	299
ORMDL2	473	611	200	323
ORMDL3	259	362	133	211
OS9	1819	2479	897	1343
OSBP	1228	1440	585	783
OSBP2	117	131	44	73
OSBPL10	158	213	84	91
OSBPL11	459	482	206	301
OSBPL1A	404	387	185	224
OSBPL2	573	711	268	383
OSBPL3	389	447	179	208
OSBPL5	92	97	48	48
OSBPL6	332	352	135	180
OSBPL8	1440	1462	704	792
OSBPL9	1483	1610	675	871
OSCP1	106	126	61	80
OSER1	619	678	280	385
OSGEP	338	411	182	217
OSGEPL1	252	236	111	147
OSGIN2	280	275	150	138
OSMR	262	337	135	182
OSR2	62	79	30	41
OST4	504	545	212	284
OSTC	264	373	144	183
OSTF1	302	334	125	170
OSTM1	502	585	246	344
OTUB1	1745	2034	845	1125
OTUB2	103	88	31	42
OTUD1	160	203	82	109
OTUD3	173	223	88	104
OTUD4	253	307	119	160
OTUD5	1114	1393	523	751
OTUD6B	363	466	206	225
OTUD7A	31	54	16	21
OTUD7B	340	493	173	240
OTULIN	440	436	201	263
OTULINL	580	676	255	383
OTX2	0	0	0	0
OVCA2	393	563	202	317
OVGP1	3	2	1	0
OXA1L	1145	1430	534	671
OXCT1	1600	1963	822	981
OXLD1	84	77	29	40
OXNAD1	242	218	117	110
OXR1	581	523	238	338
OXSM	224	221	106	130
OXSR1	532	611	301	359
OXTR	5	7	3	2
P2RX2	7	5	3	2
P2RX4	104	111	54	79
P2RY1	60	80	30	33
P2RY13	0	0	0	0
P2RY14	0	0	0	0
P3H1	672	1067	394	564
P3H2	54	78	31	55
