	ribo_untr_a	ribo_untr_b	ribo_isrib_a	ribo_isrib_b
P3H3	267	261	89	140
P3H4	340	413	127	179
P4HA1	659	817	371	461
P4HA2	522	610	215	273
P4HB	3814	4798	1752	2561
PA2G4	1417	1880	664	993
PAAF1	232	221	98	100
PABPC1	3145	4444	2031	2551
PABPC1L	31	31	10	10
PABPC4	3455	4273	1706	2397
PABPC4L	89	106	22	46
PABPN1	199	400	125	173
PACRGL	136	162	63	97
PACS1	423	455	182	243
PACS2	135	134	61	77
PACSIN2	1164	1442	542	829
PACSIN3	354	408	146	188
PADI2	51	52	23	15
PAF1	3233	4521	1712	2407
PAFAH1B1	1757	1993	813	1120
PAFAH1B2	1012	1275	539	698
PAFAH1B3	667	846	317	475
PAFAH2	95	154	45	64
PAG1	125	130	56	78
PAGR1	331	517	145	258
PAICS	5377	6036	2656	3317
PAIP1	343	396	199	216
PAIP2	1784	1774	796	966
PAIP2B	106	121	49	73
PAK1	599	684	283	377
PAK1IP1	1091	1349	566	741
PAK2	928	1200	536	645
PAK3	8	2	3	1
PAK4	984	1539	431	668
PALB2	269	247	124	142
PALD1	330	379	129	184
PALLD	936	925	422	500
PALM	139	153	59	92
PALM2	41	45	20	31
PAM	1011	1123	455	578
PAN2	405	439	174	261
PAN3	342	408	183	208
PANK1	139	240	57	106
PANK2	519	712	265	359
PANK3	541	694	293	371
PANK4	780	928	336	456
PANX1	176	210	92	106
PAOX	28	29	9	7
PAPOLA	2763	2960	1377	1699
PAPOLB	3	2	0	1
PAPOLG	331	456	176	200
PAPSS1	1205	1424	672	794
PAPSS2	664	801	340	402
PAQR3	285	315	114	147
PAQR4	123	114	57	97
PAQR5	53	62	24	27
PAQR6	4	0	1	2
PAQR7	99	118	45	61
PAQR8	87	85	43	50
PARD3	1214	1362	548	799
PARD3B	120	146	45	67
PARD6A	16	23	3	10
PARD6B	316	351	172	193
PARD6G	81	92	39	36
PARG	319	423	152	212
PARL	17	37	8	14
PARM1	140	149	43	80
PARN	1040	1062	491	571
PARP1	11915	15138	5523	7579
PARP11	146	149	59	94
PARP16	135	163	76	85
PARP2	637	700	257	346
PARP3	10	16	4	4
PARP4	1482	1968	790	1042
PARP6	43	39	16	28
PARP8	307	333	143	178
PARP9	364	344	193	186
PARPBP	1030	1151	523	629
PARS2	216	229	68	90
PARVA	365	600	218	283
PARVB	144	179	58	67
PASK	605	754	312	383
PATJ	513	576	230	343
PATL1	517	607	287	339
PATZ1	358	445	158	237
PAWR	1191	1299	523	651
PAX3	318	369	154	215
PAX6	200	218	83	114
PAX9	116	129	39	59
PAXBP1	620	724	291	325
PAXIP1	649	698	301	342
PAXX	327	414	162	214
PBDC1	449	629	257	338
PBK	2860	3173	1375	1667
PBLD	48	42	26	35
PBRM1	1617	1824	756	1013
PBX1	590	667	309	409
PBX2	199	209	76	103
PBX3	154	183	69	91
PBX4	9	19	4	8
PBXIP1	227	353	136	166
PC	213	305	132	179
PCBD1	858	992	427	544
PCBD2	51	51	15	35
PCBP1	4937	6219	2392	3266
PCBP2	7720	9686	4005	5512
PCBP3	18	18	8	10
PCBP4	75	89	33	41
PCCA	156	200	80	109
PCCB	2293	2844	1065	1538
PCDH10	41	65	20	26
PCDH12	0	0	0	0
PCDH17	4	2	0	6
PCDH18	64	58	17	33
PCDH7	876	1327	510	713
PCDH9	177	217	90	109
PCDHGA11	50	62	32	38
PCDHGC3	199	236	85	123
PCED1A	92	115	45	60
PCF11	544	782	319	337
PCGF1	157	177	75	92
PCGF2	194	273	93	123
PCGF3	126	192	70	80
PCGF5	331	348	139	177
PCGF6	457	419	208	270
PCID2	739	755	297	420
PCIF1	275	256	106	174
PCK2	428	464	163	239
PCLO	242	195	102	102
PCM1	2926	3305	1521	1802
PCMT1	2919	3379	1397	1869
PCMTD1	85	71	29	27
PCMTD2	349	336	172	217
PCNA	9596	11938	4852	6368
PCNP	561	697	274	395
PCNT	1521	2146	836	1143
PCNX1	608	615	252	355
PCNX2	44	27	14	21
PCNX3	288	370	130	185
PCNX4	147	199	84	91
PCOLCE	41	60	22	24
PCOLCE2	340	369	137	184
PCSK1N	170	290	95	144
PCSK4	8	8	1	7
PCSK5	193	298	108	122
PCSK6	351	463	155	238
PCSK7	91	137	35	63
PCTP	227	285	113	149
PCYOX1	970	1057	440	570
PCYOX1L	251	296	105	136
PCYT1A	427	589	220	296
PCYT1B	1	0	0	0
PCYT2	197	250	98	130
PDAP1	906	1462	522	714
PDCD10	643	834	345	439
PDCD11	1994	2956	1083	1412
PDCD2	943	1331	467	659
PDCD2L	890	1024	459	527
PDCD4	3046	3829	1628	1857
PDCD5	3127	4162	1782	2330
PDCD6	942	1240	450	628
PDCD6IP	2763	2918	1291	1635
PDCD7	225	308	92	144
PDCL	400	554	188	286
PDCL3	145	269	87	117
PDE10A	232	248	107	122
PDE12	1152	1457	571	732
PDE3B	240	292	135	162
PDE4D	129	176	83	86
PDE4DIP	227	279	104	126
PDE5A	203	181	82	68
PDE6D	279	330	140	171
PDE7A	138	181	69	101
PDE8A	109	116	67	45
PDE9A	265	276	99	137
PDF	152	267	99	113
PDGFA	32	36	17	24
PDGFC	138	175	54	95
PDGFRL	112	149	65	81
PDHA1	4113	5335	2026	2689
PDHB	2104	2393	1008	1276
PDHX	881	938	384	496
PDIA2	5	8	7	2
PDIA3	2531	3119	1269	1645
PDIA4	4003	5075	1832	2623
PDIA5	159	204	79	98
PDIA6	4172	5502	2136	2759
PDIK1L	199	202	106	125
PDK1	590	513	245	290
PDK2	602	633	272	381
PDK3	932	997	418	518
PDLIM1	1410	1562	600	879
PDLIM2	89	111	54	64
PDLIM3	212	252	113	114
PDLIM4	0	3	0	0
PDLIM5	1603	2145	888	1120
PDLIM7	452	555	233	286
PDP1	188	165	69	87
PDP2	366	490	154	251
PDPK1	162	183	89	82
PDPN	599	752	297	436
PDPR	36	76	28	54
PDRG1	458	696	264	336
PDS5A	2917	3027	1354	1643
PDS5B	1437	1744	752	996
PDSS1	398	456	193	250
PDSS2	247	277	101	139
PDXDC1	873	1080	431	562
PDXK	593	929	358	451
PDXP	173	314	97	153
PDZD11	617	784	320	402
PDZD2	36	34	13	24
PDZD4	34	56	19	32
PDZD7	13	16	2	25
PDZD8	457	548	201	299
PDZRN3	117	120	39	61
PEA15	671	863	317	442
PEAK1	156	222	93	125
PEBP1	3828	4860	1805	2608
PECR	287	341	121	157
PEF1	1277	1630	664	872
PELI1	181	195	70	101
PELI2	168	155	62	89
PELI3	90	88	34	52
PELO	628	743	297	378
PELP1	2913	4118	1529	1973
PEMT	314	381	152	217
PEPD	2094	3035	1019	1460
PER2	107	120	45	62
PER3	24	35	13	22
PERP	1303	1831	586	894
PES1	2335	3149	1136	1649
PET100	216	366	141	194
PET117	78	105	40	46
PEX1	639	727	303	362
PEX10	303	434	172	202
PEX11A	96	115	49	60
PEX11B	278	360	117	176
PEX12	99	109	37	44
PEX13	181	255	120	147
PEX14	403	525	181	272
PEX16	143	173	71	77
PEX19	654	737	311	438
PEX2	122	116	49	57
PEX26	178	222	77	96
PEX3	829	925	409	502
PEX5	653	796	298	426
PEX6	278	417	143	217
PEX7	244	271	110	106
PFAS	2047	3072	962	1454
PFDN1	780	949	431	550
PFDN2	1261	1704	652	862
PFDN4	1012	993	498	565
PFDN5	3406	3661	1592	2013
PFDN6	1300	1380	583	716
PFKFB2	60	81	37	48
PFKFB3	442	509	180	238
PFKFB4	34	63	17	20
PFKL	1632	2111	790	1079
PFKM	2118	2479	1014	1311
PFKP	5973	7362	2889	3876
PFN1	8772	11455	4137	6017
PFN2	1219	1689	620	790
PGAM1	2	2	1	0
PGAM2	8	12	1	2
PGAM5	1747	2063	767	1100
PGAP1	486	450	215	233
PGAP2	88	146	45	73
PGAP3	64	54	21	30
PGBD1	204	241	100	114
PGBD2	21	28	9	13
PGBD4	38	38	14	13
PGBD5	129	135	46	70
PGD	4146	5466	2158	2974
PGGHG	28	30	8	14
PGGT1B	423	488	188	259
PGK1	7065	9141	3552	4742
PGM1	1136	1442	543	720
PGM2	1522	1761	716	970
PGM2L1	362	369	168	221
PGM3	2094	2406	1072	1326
PGP	603	751	253	389
PGPEP1	145	167	58	82
PGRMC1	2447	3126	1111	1605
PGRMC2	585	618	294	361
PGS1	298	333	136	166
PHACTR1	42	30	17	14
PHACTR2	296	321	135	183
PHACTR4	472	567	257	326
PHAX	1146	1305	555	750
PHB	1869	2293	819	1252
PHB2	6625	8302	3269	4327
PHC1	14	11	7	7
PHC2	426	518	218	272
PHC3	317	311	127	189
PHETA1	27	29	12	13
PHEX	2	0	0	0
PHF1	56	81	29	42
PHF10	608	674	329	360
PHF11	146	186	87	93
PHF12	302	382	109	188
PHF13	378	470	163	246
PHF14	714	960	428	510
PHF19	339	453	157	237
PHF2	305	432	170	266
PHF20	297	320	124	156
PHF20L1	296	377	167	186
PHF21A	172	212	91	102
PHF21B	14	7	4	6
PHF23	531	760	256	339
PHF3	1979	1974	875	1041
PHF5A	527	699	297	343
PHF6	1697	2029	887	1165
PHF7	7	6	0	6
PHF8	1093	1561	596	773
PHGDH	5235	6526	2347	3290
PHIP	2876	3536	1531	1829
PHKA1	859	948	380	462
PHKA2	545	604	274	378
PHKB	433	428	184	247
PHKG1	1	2	2	0
PHKG2	311	321	121	171
PHLDA3	150	264	74	127
PHLDB1	268	304	102	142
PHLDB2	136	141	53	77
PHLDB3	151	179	75	89
PHLPP1	428	637	262	297
PHLPP2	225	261	118	125
PHOSPHO2	39	27	18	16
PHPT1	1230	1756	622	963
PHRF1	775	1093	416	520
PHTF1	128	190	62	68
PHTF2	368	444	205	230
PHYH	381	419	171	216
PHYHD1	34	36	12	13
PHYKPL	101	82	39	64
PI4K2A	132	154	57	94
PI4K2B	34	47	16	18
PI4KA	1580	1839	745	1038
PI4KB	998	1256	547	684
PIAS1	712	787	302	425
PIAS2	342	372	140	206
PIAS3	314	404	133	222
PIAS4	313	492	165	233
PIBF1	564	543	294	293
PICALM	1717	1846	818	1035
PICK1	397	518	205	314
PIDD1	56	84	29	38
PIEZO1	705	799	311	450
PIF1	93	115	44	54
PIGA	195	185	95	119
PIGB	117	130	46	79
PIGBOS1	32	51	28	34
PIGC	189	248	85	128
PIGF	137	139	60	68
PIGG	633	839	293	416
PIGH	139	158	73	89
PIGK	1162	1159	492	611
PIGL	114	113	55	81
PIGM	543	671	218	298
PIGN	243	240	98	125
PIGO	483	636	257	298
PIGP	375	463	201	191
PIGQ	375	483	184	250
PIGS	623	819	302	385
PIGT	995	1081	376	589
PIGU	292	386	144	191
PIGV	38	57	29	42
PIGW	306	406	162	213
PIGX	216	275	105	147
PIGY	85	82	35	34
PIH1D1	585	678	244	325
PIH1D2	30	58	28	31
PIK3AP1	80	99	34	47
PIK3C2A	1335	1301	564	653
PIK3C2B	87	95	26	47
PIK3C3	854	930	404	505
PIK3CA	205	267	90	107
PIK3CB	271	247	124	168
PIK3CD	73	62	24	32
PIK3IP1	16	19	9	10
PIK3R1	247	295	147	193
PIK3R3	19	48	15	30
PIK3R4	1232	1570	644	822
PIKFYVE	784	870	336	428
PILRB	5	5	5	3
PIM1	253	329	138	200
PIM2	280	356	146	183
PIM3	872	1209	471	711
PIMREG	435	747	240	351
PIN1	1267	1613	573	890
PIN4	825	1176	504	622
PINK1	1389	1688	642	866
PINX1	189	249	100	132
PIP4K2A	482	585	234	305
PIP4K2B	299	376	134	201
PIP4K2C	546	702	266	378
PIP4P1	280	307	131	163
PIP4P2	143	149	73	66
PIP5K1A	1018	1062	469	600
PIP5K1B	26	21	7	3
PIP5K1C	157	258	71	101
PIP5KL1	5	7	4	2
PIR	203	293	110	154
PISD	287	426	156	228
PITHD1	903	1064	429	581
PITPNA	850	1086	456	559
PITPNB	1284	1411	712	859
PITPNC1	65	95	38	58
PITPNM1	59	97	39	39
PITPNM2	29	31	5	20
PITPNM3	12	11	3	6
PITRM1	2496	2959	1142	1512
PITX1	334	472	157	235
PITX2	187	218	73	77
PJA1	673	849	322	439
PJA2	2281	2649	1163	1411
PJVK	6	0	5	1
PKD1	166	103	46	52
PKD1L1	1	0	2	0
PKD2	101	142	43	65
PKD2L2	0	0	0	0
PKDCC	22	31	14	11
PKDREJ	1	3	0	1
PKIA	33	25	14	14
PKIB	90	93	33	43
PKIG	65	64	29	25
PKM	19973	28572	10058	13985
PKMYT1	679	930	328	481
PKN1	1383	1756	575	918
PKN2	2039	2209	1018	1227
PKN3	524	556	209	281
PKNOX1	390	403	154	224
PKNOX2	37	38	17	21
PKP2	689	830	323	443
PKP4	298	344	142	192
PLA2G12A	34	38	18	19
PLA2G15	116	182	54	84
PLA2G16	331	291	125	158
PLA2G4A	105	97	34	52
PLA2G6	52	61	15	28
PLA2G7	28	15	5	11
PLAA	1307	1493	724	764
PLAC1	245	216	96	141
PLAG1	57	81	23	31
PLAGL1	5	9	3	3
PLAGL2	145	161	61	84
PLAT	421	508	200	267
PLAUR	119	145	56	86
PLBD2	629	771	319	460
PLCB1	191	192	77	94
PLCB3	288	344	108	169
PLCB4	177	200	73	98
PLCD1	20	29	10	17
PLCD3	134	167	64	83
PLCD4	2	1	2	2
PLCE1	179	170	70	114
PLCG1	1623	1858	745	989
PLCG2	163	180	59	106
PLCH1	210	200	88	110
PLCL1	36	35	19	21
PLCL2	351	402	158	221
PLCXD1	250	302	102	145
PLCXD2	11	15	12	9
PLD1	228	297	98	129
PLD2	130	156	52	71
PLD3	2593	3006	1090	1625
PLD6	169	214	99	97
PLEC	304	457	205	248
PLEKHA1	299	302	108	138
PLEKHA2	147	167	57	91
PLEKHA3	81	125	50	72
PLEKHA5	448	543	265	305
PLEKHA7	234	319	118	164
PLEKHA8	54	61	37	39
PLEKHB2	756	972	355	493
PLEKHF1	185	256	99	127
PLEKHF2	126	141	49	84
PLEKHG1	220	232	108	109
PLEKHG2	529	605	257	368
PLEKHG3	270	330	125	128
PLEKHG4	144	178	79	85
PLEKHG5	57	77	30	45
PLEKHH1	111	171	54	82
PLEKHH2	135	144	47	51
PLEKHH3	95	139	37	59
PLEKHJ1	382	503	173	272
PLEKHM1	68	66	26	39
PLEKHM2	431	557	215	292
PLEKHM3	172	189	80	119
PLEKHO1	126	155	72	83
PLEKHO2	35	38	22	19
PLGRKT	211	245	97	150
PLIN2	2	2	0	0
PLIN3	553	640	245	315
PLIN4	0	1	2	3
PLK1	3061	3891	1522	2120
PLK2	182	186	104	127
PLK3	97	67	36	45
PLK4	249	205	76	116
PLOD1	1282	1541	552	764
PLOD2	941	988	403	524
PLOD3	597	766	262	404
PLPBP	539	676	262	356
PLPP1	151	161	83	105
PLPP3	114	125	44	94
PLPP5	82	120	41	75
PLPP6	156	169	45	77
PLPPR2	51	81	28	40
PLPPR3	46	41	20	25
PLRG1	1983	2263	956	1246
PLS1	1002	987	425	558
PLS3	9235	9641	4198	5122
PLSCR1	590	683	304	353
PLSCR3	39	63	17	36
PLSCR4	11	24	3	5
PLTP	13	9	6	6
PLXDC2	57	83	32	37
PLXNA1	521	611	260	365
PLXNA2	83	95	31	57
PLXNA3	276	342	135	177
PLXNB1	85	111	43	49
PLXNB2	1186	1635	580	827
PLXNC1	13	18	8	7
PLXND1	181	237	97	123
PM20D1	0	0	0	0
PM20D2	1487	1692	676	876
PMAIP1	1443	1370	612	812
PMCH	1	0	0	0
PMEL	31	28	12	11
PMEPA1	58	65	22	38
PMF1	375	389	178	193
PMF1-BGLAP	425	384	217	255
PMFBP1	4	1	1	0
PML	449	641	251	330
PMM1	308	448	166	217
PMM2	156	180	78	95
PMP22	161	261	97	159
PMPCA	2539	3235	1225	1778
PMPCB	4063	4296	1897	2445
PMS1	580	557	275	333
PMS2	229	220	91	101
PMVK	431	530	231	258
PNCK	5	3	8	7
PNISR	1215	1387	623	791
PNKD	261	322	114	161
PNKP	178	203	76	92
PNMA1	766	1073	348	502
PNMA2	664	810	275	407
PNMA8A	3	3	0	1
PNN	1951	2515	1070	1341
PNO1	549	651	282	330
PNP	1908	2141	903	1135
PNPLA2	1201	1483	513	771
PNPLA3	100	105	56	45
PNPLA4	1	1	0	0
PNPLA6	257	358	113	173
PNPLA7	3	4	5	7
PNPLA8	380	438	189	202
PNPO	703	829	306	433
PNPT1	1139	1412	564	708
PNRC1	498	723	310	424
PNRC2	29	36	23	14
POC1A	331	421	152	213
POC1B	297	288	137	144
POC5	358	429	182	218
PODXL	536	657	238	344
PODXL2	937	1202	475	558
POFUT1	486	578	245	315
POFUT2	195	294	111	125
POGK	441	566	213	261
POGLUT1	139	175	64	97
POGZ	1455	1564	666	879
POLA1	1897	2425	983	1336
POLA2	62	70	30	35
POLB	399	483	193	218
POLD1	942	1256	422	591
POLD2	1683	2205	738	1110
POLD3	508	532	255	336
POLDIP2	1391	1661	599	913
POLDIP3	1365	1701	588	850
POLE	2630	3385	1321	1721
POLE2	611	604	271	319
POLE3	527	744	300	411
POLE4	255	409	167	221
POLG	471	616	204	247
POLG2	129	178	64	78
POLH	322	427	157	221
POLI	165	113	70	77
POLK	472	456	195	225
POLL	246	295	112	138
POLM	141	189	73	93
POLN	29	29	13	18
POLQ	536	645	239	352
POLR1A	1379	1912	714	995
POLR1B	1145	1423	570	658
POLR1C	1187	1491	535	704
POLR1D	621	655	291	350
POLR1E	657	802	348	375
POLR2A	1725	2232	896	1191
POLR2B	4872	5347	2346	2880
POLR2C	1299	1583	649	779
POLR2D	595	615	268	329
POLR2E	2250	2681	967	1464
POLR2F	697	1012	334	472
POLR2G	1492	1683	657	863
POLR2H	1018	1389	494	734
POLR2I	1648	2019	704	1076
POLR2J	48	55	28	32
POLR2K	600	623	330	375
POLR2L	1622	2241	774	1148
POLR2M	24	23	8	7
POLR3A	1606	2052	797	1004
POLR3B	927	1196	479	630
POLR3C	994	1261	521	671
POLR3D	469	602	199	294
POLR3E	476	560	197	259
POLR3F	632	780	342	387
POLR3G	146	114	60	58
POLR3GL	84	98	40	61
POLR3H	508	650	240	328
POLR3K	958	1427	514	698
POLRMT	316	405	136	208
POM121	101	143	59	74
POM121C	82	120	35	68
POMGNT1	338	393	153	193
POMGNT2	144	228	76	139
POMK	636	711	298	445
POMP	4454	4708	1999	2520
POMT1	608	823	254	416
POMT2	106	212	74	106
PON2	545	599	293	295
POP1	589	817	334	417
POP4	2151	2452	1032	1407
POP5	601	720	293	385
POP7	781	981	350	497
POPDC3	27	44	19	17
POR	714	939	327	526
PORCN	39	61	21	27
POT1	430	367	178	213
POU2F1	505	571	219	247
POU3F2	280	386	141	153
POU3F3	53	64	28	39
POU4F1	72	136	39	63
PP2D1	0	0	0	0
PPA1	5016	5468	2475	2931
PPA2	1111	1312	529	698
PPAN	169	220	72	125
PPARA	34	21	16	8
PPARD	58	83	37	40
PPARG	237	257	99	109
PPARGC1B	192	275	100	181
PPAT	1080	1291	554	675
PPCDC	212	263	121	125
PPCS	368	426	178	208
PPDPF	744	934	328	433
PPFIA1	770	866	326	462
PPFIA2	42	48	12	37
PPFIA3	83	97	34	44
PPFIA4	5	4	1	1
PPFIBP1	502	572	215	325
PPFIBP2	17	21	4	10
PPHLN1	1650	1744	791	907
PPIA	1414	2273	632	1064
PPIB	4234	5974	2235	3138
PPIC	785	1115	426	559
PPID	1191	1319	561	692
PPIE	1363	1490	625	771
PPIF	2933	3941	1510	1907
PPIG	1040	1310	576	728
PPIH	805	1052	416	544
PPIL1	1164	1369	570	796
PPIL2	737	889	347	503
PPIL3	205	245	94	132
PPIL4	1448	1803	735	910
PPIL6	25	37	11	11
PPIP5K1	48	41	24	24
PPIP5K2	703	789	325	423
PPL	11	13	6	5
PPM1A	392	443	179	208
PPM1B	67	80	35	49
PPM1D	619	840	319	387
PPM1E	533	631	263	324
PPM1F	759	931	342	482
PPM1G	3073	3791	1453	2035
PPM1H	147	193	87	106
PPM1K	193	297	98	146
PPM1L	261	289	109	153
PPM1M	16	18	4	7
PPM1N	8	13	3	7
PPME1	987	1275	462	564
PPOX	203	231	64	99
PPP1CA	2506	3408	1366	1831
PPP1CB	2158	2713	1168	1409
PPP1CC	4456	5204	2172	2780
PPP1R10	1258	1850	672	874
PPP1R11	180	234	114	161
PPP1R12A	2130	2285	1035	1213
PPP1R12B	53	41	26	24
PPP1R12C	125	130	56	70
PPP1R13B	343	427	196	259
PPP1R13L	65	64	32	49
PPP1R14A	112	119	48	58
PPP1R14B	51	101	34	65
PPP1R14C	229	334	119	163
PPP1R15A	74	86	44	50
PPP1R15B	657	808	362	421
PPP1R16A	58	55	15	37
PPP1R18	67	138	49	47
PPP1R2	265	365	144	179
PPP1R21	174	175	77	86
PPP1R26	123	193	71	82
PPP1R35	317	582	170	217
PPP1R37	100	140	52	76
PPP1R3B	86	106	50	71
PPP1R3F	51	70	21	45
PPP1R7	1615	1811	766	956
PPP1R8	932	1005	452	533
PPP1R9A	192	224	102	123
PPP1R9B	337	478	156	223
PPP2CA	5861	6237	2766	3296
PPP2CB	902	1034	398	546
PPP2R1A	5708	7315	2769	3813
PPP2R1B	1231	1417	612	801
PPP2R2A	2558	2917	1329	1582
PPP2R2C	39	51	21	28
PPP2R2D	254	275	145	163
PPP2R3A	205	197	93	103
PPP2R3B	195	275	90	133
PPP2R3C	286	314	120	135
PPP2R5A	226	236	124	141
PPP2R5B	37	40	20	19
PPP2R5C	1046	1027	447	608
PPP2R5D	1318	1642	615	795
PPP2R5E	561	608	287	337
PPP3CA	837	941	386	471
PPP3CB	854	1097	382	532
PPP3CC	202	202	102	133
PPP3R1	105	181	72	80
PPP4C	2243	2518	964	1405
PPP4R1	779	958	414	468
PPP4R2	456	524	254	322
PPP4R3A	1526	1752	731	883
PPP4R3B	459	531	221	257
PPP4R4	114	99	38	57
PPP5C	2164	2552	1036	1327
PPP6C	1635	1810	781	933
PPP6R1	1055	1425	563	701
PPP6R2	273	344	154	191
PPP6R3	1667	1986	853	1025
PPRC1	1077	1426	529	704
PPT1	1793	2360	963	1341
PPT2	84	84	20	48
PPTC7	342	308	129	174
PPWD1	680	788	341	442
PQBP1	1153	1600	617	836
PQLC1	85	100	37	48
PQLC2	235	340	124	152
PQLC3	49	46	27	19
PRADC1	36	38	15	28
PRAF2	296	331	145	208
PRAG1	95	97	25	50
PRAME	395	508	193	247
PRC1	2632	3147	1380	1739
PRCC	1087	1559	561	810
PRCP	1076	1216	469	678
PRDM10	201	212	78	137
PRDM11	23	53	19	22
PRDM13	176	195	64	86
PRDM15	164	206	79	90
PRDM16	139	159	59	78
PRDM2	496	654	299	306
PRDM4	360	401	125	200
PRDM5	59	70	27	29
PRDM6	147	199	72	107
PRDX1	14425	20719	7861	10306
PRDX2	5997	7799	2839	3934
PRDX3	6837	7282	3059	4008
PRDX4	3693	4194	1712	2254
PRDX5	1012	1225	459	645
PRDX6	3384	4594	1683	2269
PREB	525	681	217	292
PRELID1	452	536	205	264
PRELID2	93	101	46	61
PRELID3A	27	31	9	22
PRELID3B	1644	1948	831	1074
PREP	1763	1964	821	1009
PREPL	1473	1588	696	816
PREX1	121	127	47	65
PREX2	127	102	56	44
PRG4	0	0	0	0
PRICKLE1	305	363	162	209
PRICKLE2	87	79	31	45
PRICKLE3	143	165	59	74
PRIM1	1164	1125	525	620
PRIM2	726	686	366	406
PRIMPOL	229	222	110	117
PRKAA1	1081	1339	539	680
PRKAA2	656	796	307	422
PRKAB1	495	569	266	317
PRKAB2	138	166	66	98
PRKACA	1502	1843	693	897
PRKACB	267	291	130	152
PRKAG1	1139	1490	542	788
PRKAG2	115	157	57	84
PRKAR1A	3512	4374	1819	2339
PRKAR1B	486	653	245	356
PRKAR2A	734	856	350	476
PRKAR2B	768	777	300	430
PRKCA	621	647	306	383
PRKCB	163	155	70	110
PRKCD	520	578	229	302
PRKCE	56	79	28	29
PRKCH	207	240	72	133
PRKCI	508	584	238	286
PRKCQ	181	188	88	115
PRKCSH	6816	9257	3401	4765
PRKCZ	262	315	122	164
PRKD1	284	334	156	161
PRKD2	336	398	164	227
PRKD3	523	576	226	324
PRKDC	23998	26968	11722	14217
PRKG1	292	347	135	193
PRKN	2	6	2	4
PRKRA	552	589	246	329
PRKRIP1	270	341	130	172
PRKX	1	1	0	0
PRMT1	3669	4854	1863	2530
PRMT2	251	328	124	178
PRMT3	761	775	350	388
PRMT5	2890	3774	1464	1867
PRMT6	288	421	137	202
PRMT7	566	753	274	404
PRMT9	379	412	186	223
PRNP	683	953	380	505
PROB1	9	12	7	4
PROCR	413	460	186	210
PROS1	185	164	78	111
PROSER1	804	894	338	430
PROSER2	215	310	109	167
PROSER3	370	516	162	258
PROX1	43	90	21	37
PROX2	1	1	0	0
PRPF18	375	375	156	223
PRPF19	4359	5231	1964	2787
PRPF3	822	1157	420	544
PRPF31	1035	1361	523	710
PRPF38A	1033	1314	501	665
PRPF38B	1039	1341	468	699
PRPF39	458	507	207	275
PRPF4	936	1109	401	545
PRPF40A	3945	4284	2014	2383
PRPF40B	80	64	25	38
PRPF4B	1716	1989	860	1045
PRPF6	2451	3274	1225	1680
PRPF8	20732	25672	10126	13136
PRPS1	2258	2530	1017	1347
PRPS2	1008	1121	456	604
PRPSAP1	411	531	216	274
PRPSAP2	719	896	350	509
PRR11	596	709	295	447
PRR12	398	515	179	256
PRR13	157	175	59	101
PRR14	163	216	65	108
PRR14L	1626	1860	786	933
PRR22	8	12	5	6
PRR3	367	448	178	230
PRR4	0	0	0	2
PRR5	74	81	28	36
PRR7	118	152	44	66
PRRC1	1308	1440	622	795
PRRC2A	4353	5840	2301	3038
PRRC2B	2574	3422	1416	1794
PRRC2C	8178	9235	4133	5323
PRRG1	29	43	15	25
PRRG4	62	85	28	49
PRRT3	54	72	47	49
PRRT4	99	126	57	57
PRSS12	112	169	54	69
PRSS16	32	55	16	27
PRSS23	312	449	179	258
PRSS27	2	2	2	0
PRSS35	52	57	22	28
PRSS48	1	2	1	0
PRSS53	4	1	1	3
PRSS54	0	0	0	0
PRTFDC1	5	3	2	0
PRTG	99	135	61	77
PRUNE1	322	356	173	186
PRUNE2	138	121	58	55
PRX	19	18	3	11
PRXL2A	269	309	97	138
PRXL2B	190	287	88	143
PRXL2C	217	213	83	122
PSAP	8369	10083	3719	5198
PSAT1	1644	1640	705	887
PSD3	220	202	103	124
PSD4	7	9	6	7
PSEN1	400	537	160	309
PSEN2	218	309	88	166
PSENEN	724	948	388	499
PSIP1	2381	2704	1126	1504
PSKH1	35	38	15	11
PSMA1	1816	2567	997	1223
PSMA3	4582	5349	2232	2575
PSMA4	5910	6607	2877	3526
PSMA5	3474	4282	1729	2419
PSMA6	1832	2057	1010	1148
PSMA7	4542	5628	2161	3039
PSMB1	8025	9574	3868	4690
PSMB10	102	113	62	68
PSMB2	6254	6958	2951	3812
PSMB3	2705	3464	1298	1741
PSMB4	6326	8124	3121	4264
PSMB5	3518	4364	1736	2206
PSMB6	3963	4761	1793	2530
PSMB7	4194	4760	2005	2560
PSMC1	2	5	2	1
PSMC2	4037	4684	2018	2639
PSMC3	2605	3797	1412	1987
PSMC3IP	103	175	66	71
PSMC4	5906	7570	2945	4048
PSMC5	3799	4852	1927	2608
PSMC6	907	1033	414	561
PSMD1	6524	8279	3457	4475
PSMD10	987	1311	496	658
PSMD11	3380	4169	1704	2204
PSMD12	4193	5053	2275	2750
PSMD13	2132	2556	1101	1351
PSMD14	2908	3396	1504	1879
PSMD2	3512	4261	1675	2328
PSMD3	2847	3764	1492	2093
PSMD4	2161	2921	1116	1437
PSMD6	3424	3843	1556	1987
PSMD7	1762	2155	913	1143
PSMD8	7937	9831	3964	5544
PSMD9	447	600	199	327
PSME1	821	1088	424	584
PSME2	293	444	131	201
PSME3	1964	2408	1039	1320
PSME4	1720	1850	796	971
PSMF1	2385	2914	1141	1609
PSMG1	1978	2037	876	1177
