	ribo_untr_a	ribo_untr_b	ribo_tmisrib_a	ribo_tmisrib_b	untr_a_hek	untr_b_hek	tmisrib_a_hek	tmisrib_b_hek
KPNA1	1256	1540	1061	1024	1516	1389	1850	2816
KPNA2	5915	7903	4819	5365	6472	5383	10868	14850
KPNA3	2272	2451	1668	1995	1148	888	1478	2339
KPNA4	899	1029	794	847	1333	1246	1907	2864
KPNA5	427	377	347	313	842	782	1267	1778
KPNA6	2438	2775	2019	1962	2273	1908	2862	4365
KPNB1	13455	17048	12591	12410	14304	12996	20021	28693
KPTN	227	287	190	185	168	139	217	296
KRAS	634	642	505	520	269	259	347	472
KRBA1	169	195	133	142	303	277	284	481
KRBA2	16	7	7	8	31	27	44	65
KRBOX4	40	53	37	27	128	118	154	245
KRCC1	21	37	18	21	129	107	212	352
KREMEN1	102	94	79	81	110	103	159	260
KREMEN2	13	24	16	18	18	23	25	46
KRI1	1048	1411	898	895	1276	1295	1646	2099
KRIT1	31	38	32	24	134	100	136	228
KRR1	2322	2708	2149	2134	2028	1978	3080	4172
KRT10	224	319	190	266	62	60	109	133
KRT18	689	913	560	520	534	574	873	1144
KRT32	0	0	0	0	31	24	16	48
KRT38	0	0	0	0	78	50	97	153
KRT8	995	1091	773	729	104	89	202	274
KRTCAP2	1540	1758	1286	1202	630	431	1428	1993
KSR1	74	113	82	80	78	66	86	125
KTI12	126	178	117	135	62	56	62	97
KTN1	1964	2144	1868	1890	7332	7228	10863	13358
KXD1	350	401	225	253	504	500	807	1081
KYAT3	1275	1264	1062	1045	886	814	1359	2015
L2HGDH	348	380	263	275	487	471	642	948
L3HYPDH	137	192	154	121	308	260	348	556
L3MBTL1	32	31	29	15	162	157	178	278
L3MBTL2	590	872	499	518	1409	1326	1923	2816
L3MBTL3	502	530	342	387	509	460	566	874
L3MBTL4	96	99	100	96	35	40	40	74
LACC1	80	100	86	81	37	37	49	91
LACTB	339	354	237	273	241	226	392	460
LACTB2	922	883	612	732	427	406	724	965
LAGE3	460	747	407	430	499	501	733	1002
LAMA1	666	893	771	746	549	435	580	1028
LAMA2	4	10	8	4	50	32	69	75
LAMA3	217	200	275	197	1032	838	1139	1777
LAMA4	1493	1916	1325	1286	433	414	579	836
LAMA5	751	951	934	805	376	325	329	624
LAMB1	3797	4247	3599	3493	1305	1113	1499	2370
LAMB2	615	803	769	681	996	867	1221	1829
LAMC1	3090	3992	3398	3123	4228	3808	4939	7801
LAMC2	4	9	4	6	22	12	26	29
LAMC3	152	208	177	194	46	64	70	127
LAMP1	1901	2319	1773	1722	814	758	1277	1883
LAMP2	2957	3130	2658	2876	1761	1415	2868	4130
LAMTOR1	682	785	539	551	276	211	483	646
LAMTOR2	371	485	351	305	451	461	716	1032
LAMTOR3	330	315	230	224	200	182	396	544
LAMTOR4	755	990	617	644	562	487	833	1156
LAMTOR5	1081	1288	790	829	382	401	544	808
LANCL1	1486	1701	1360	1275	848	759	1073	1540
LANCL2	385	522	328	347	455	411	691	999
LAP3	991	1099	777	786	1811	1743	2680	3926
LAPTM4A	2168	2573	1872	1818	693	601	1087	1456
LAPTM4B	3263	3758	2612	2483	1683	1424	2572	3755
LARGE1	90	96	96	87	426	369	502	813
LARGE2	38	31	36	30	151	121	160	281
LARP1	3598	4500	3056	3114	4408	3747	4395	7440
LARP1B	472	503	365	387	1071	995	1629	2306
LARP4	1827	2164	1386	1519	1838	1636	2617	3769
LARP4B	1729	2128	1220	1414	1338	1205	1437	2414
LARP6	229	304	182	181	168	189	256	366
LARP7	959	1085	724	804	1803	1820	2659	3548
LARS	7224	7807	6065	6157	7164	6721	10143	14432
LARS2	512	685	432	414	2634	2374	3851	5599
LAS1L	2558	3175	2226	2127	2246	2089	3285	4213
LASP1	423	575	293	284	76	67	104	191
LATS1	1005	1086	818	828	1591	1348	1640	2942
LATS2	91	111	86	62	138	128	142	244
LAYN	48	37	42	40	186	150	245	362
LBHD1	79	88	63	63	285	267	356	489
LBR	3592	4643	3350	3312	5235	4955	7897	10629
LBX2	1	0	0	2	28	25	33	53
LCA5	116	83	56	62	104	93	118	195
LCA5L	12	9	7	3	41	46	65	82
LCAT	3	0	3	3	50	27	41	92
LCLAT1	800	1019	716	645	693	572	833	1417
LCMT1	521	594	449	385	589	555	876	1265
LCMT2	448	649	388	388	516	470	771	1005
LCOR	952	1080	741	809	2098	1958	2583	3984
LCORL	155	156	115	147	795	805	1062	1494
LCTL	0	0	1	0	121	99	129	235
LDAH	223	248	156	174	153	144	257	394
LDB1	951	1197	779	744	525	464	865	1160
LDHA	8720	10232	7158	7412	9736	9275	13560	20052
LDHB	4714	6744	3980	4097	7884	7775	11547	16130
LDHC	110	161	76	103	117	98	145	199
LDLR	486	618	573	561	857	768	950	1564
LDLRAD3	146	164	138	130	150	129	171	245
LDLRAP1	224	276	193	192	166	151	237	387
LDOC1	255	256	173	189	72	54	52	79
LEF1	469	514	282	311	252	197	331	504
LEMD2	407	562	350	395	384	385	403	672
LEMD3	1007	1255	827	877	1240	1071	1716	2546
LENG1	174	272	127	138	142	139	206	280
LENG8	563	589	447	411	1065	842	963	1788
LENG9	10	17	6	10	38	33	70	85
LEO1	902	1218	727	776	912	897	1190	1627
LEPR	753	811	698	675	282	279	344	571
LEPROT	262	398	271	223	120	134	223	295
LEPROTL1	882	1016	769	710	171	121	222	338
LETM1	1062	1277	936	851	2151	2072	2762	3997
LETM2	74	101	56	53	43	39	52	87
LETMD1	461	500	340	370	417	390	596	863
LGALS1	82	94	58	56	25	23	59	81
LGALS3	673	616	434	444	51	46	56	89
LGALS3BP	5263	6622	5342	4859	151	133	200	308
LGALS8	170	205	154	150	224	202	255	466
LGALSL	154	185	128	123	161	205	238	281
LGI2	40	45	40	62	33	33	41	65
LGMN	1188	1218	1078	1129	1147	1141	1684	2381
LGR4	368	388	299	274	771	604	1168	1871
LGR5	320	425	303	326	57	44	80	112
LHFPL2	98	159	98	103	78	41	75	107
LHFPL6	145	234	127	132	184	154	245	307
LHPP	114	145	77	74	49	50	69	95
LHX4	42	47	29	34	95	115	128	166
LHX8	7	4	6	8	29	24	35	52
LIAS	200	278	188	217	188	184	246	345
LIFR	427	450	367	424	560	551	893	1308
LIG1	708	941	681	639	1717	1606	2119	3211
LIG3	1126	1393	1033	961	1243	1148	1701	2367
LIG4	291	389	288	333	269	258	339	509
LILRB3	0	1	0	1	28	32	20	39
LIMA1	1606	1768	1238	1344	645	542	830	1267
LIMCH1	162	189	179	149	172	158	227	289
LIMD1	487	595	372	359	1023	843	1066	1704
LIMD2	340	439	249	373	35	34	68	102
LIME1	1	1	4	2	37	38	40	57
LIMK1	187	210	133	151	358	268	420	602
LIMK2	186	248	184	163	403	392	530	786
LIMS1	283	406	218	244	228	191	378	523
LIN28B	351	417	242	295	535	598	954	1216
LIN37	275	377	235	253	124	122	145	210
LIN52	118	140	93	101	110	101	148	227
LIN54	315	387	220	235	751	659	1130	1500
LIN7A	301	382	266	278	51	54	84	106
LIN7B	41	50	38	45	41	32	47	51
LIN7C	1097	1134	837	924	763	762	1223	1647
LIN9	749	765	584	635	1251	1144	2051	2954
LINGO1	75	86	81	68	75	63	86	132
LINS1	89	141	91	82	604	581	925	1282
LIPA	1111	1319	1071	1038	742	706	1436	1910
LIPE	9	35	10	21	132	110	94	182
LIPT1	67	79	57	47	179	177	271	350
LIPT2	66	80	67	64	49	51	59	102
LITAF	238	271	180	217	60	47	149	180
LIX1L	427	607	358	352	304	293	359	508
LLGL1	602	722	547	505	2015	1734	2678	3998
LLGL2	241	317	213	205	193	164	304	455
LLPH	49	88	49	52	91	89	195	252
LMAN1	1820	2155	1625	1713	2013	1909	2862	3985
LMAN2	2083	2678	1956	1889	1734	1486	3004	3919
LMAN2L	245	303	191	199	286	218	345	492
LMBR1	411	499	397	316	880	841	1328	2057
LMBR1L	130	154	124	111	267	209	390	520
LMBRD1	765	869	684	680	408	365	599	862
LMBRD2	189	268	183	208	364	302	517	731
LMF1	72	90	63	78	103	84	119	186
LMF2	933	1295	882	852	477	383	612	908
LMLN	84	78	60	58	112	114	110	219
LMLN2	0	1	1	0	10	12	23	33
LMNA	2004	2786	1728	1807	640	627	922	1294
LMNB1	6420	8590	5404	5653	4970	4771	5813	8492
LMNB2	1931	2537	1617	1564	2415	2499	3273	4606
LMNTD2	9	11	3	5	21	25	23	43
LMO4	581	649	482	487	202	185	356	485
LMO7	406	388	301	313	428	353	554	856
LMOD1	30	26	31	15	22	21	36	53
LMTK2	446	587	442	419	1101	940	1105	1910
LMX1B	140	160	92	105	48	42	49	92
LNP1	1	2	1	4	51	52	73	109
LNPEP	767	828	861	864	784	623	985	1436
LNPK	426	460	369	388	868	763	1230	1864
LNX1	65	82	49	64	26	23	42	59
LNX2	360	477	323	326	491	406	582	860
LONP1	2115	2512	1727	1656	2278	2045	3064	4351
LONP2	1712	2147	1265	1363	2286	2067	2981	4473
LONRF1	270	334	220	184	317	323	390	539
LONRF2	437	625	399	438	334	340	383	570
LONRF3	343	362	271	269	310	297	396	576
LOX	333	396	334	373	68	46	65	122
LOXL1	67	81	88	89	33	30	53	65
LOXL2	52	62	47	39	83	72	68	95
LOXL3	55	74	60	56	240	215	347	517
LOXL4	9	11	13	9	51	40	39	59
LPAR1	103	129	93	75	76	50	119	166
LPAR3	92	86	53	63	184	136	337	419
LPAR6	0	0	2	1	35	29	24	49
LPCAT1	1145	1639	976	915	757	715	1076	1529
LPCAT2	329	343	259	250	291	234	399	575
LPCAT3	842	932	738	596	487	345	752	1065
LPCAT4	144	168	101	110	137	128	128	211
LPGAT1	250	343	225	215	997	988	1500	2132
LPIN1	299	340	289	285	411	381	456	713
LPIN2	205	240	189	191	268	230	403	618
LPIN3	101	166	130	109	198	181	241	343
LPL	115	126	78	79	16	16	23	37
LPP	444	537	321	348	152	118	207	313
LPXN	19	15	10	15	56	33	73	103
LRBA	2405	2625	2193	2135	5990	5361	8751	12716
LRCH1	350	391	297	298	301	245	289	483
LRCH2	404	444	316	332	488	414	630	917
LRCH3	639	760	483	507	731	583	908	1505
LRCH4	211	253	142	143	178	149	231	340
LRFN1	262	268	189	207	160	147	101	259
LRFN3	91	189	114	102	40	24	44	60
LRFN4	44	56	50	47	278	262	471	587
LRFN5	0	0	0	0	63	48	95	124
LRGUK	21	19	23	23	69	47	63	106
LRIF1	481	559	350	372	367	315	608	841
LRIG1	389	462	356	292	893	794	1202	1954
LRIG2	284	352	274	255	1194	1066	1275	2048
LRIG3	550	608	526	579	1166	1040	1565	2178
LRIT3	1	1	0	1	26	15	29	41
LRP1	463	587	664	641	547	425	350	766
LRP10	348	434	346	362	196	142	193	361
LRP11	556	700	489	452	581	534	816	1188
LRP12	175	261	200	211	303	283	429	611
LRP1B	106	140	189	151	1340	1320	1628	2578
LRP2	346	449	464	361	1073	1044	1267	2041
LRP2BP	2	3	1	1	68	46	64	105
LRP3	240	334	246	213	769	616	1020	1549
LRP4	197	235	230	214	346	301	365	580
LRP5	337	431	326	292	914	749	961	1586
LRP5L	8	3	7	4	81	65	81	132
LRP6	486	622	592	510	1707	1597	2064	3030
LRP8	250	337	243	234	422	351	432	792
LRPAP1	1616	2168	1551	1449	2201	2314	3191	4645
LRPPRC	6602	7610	5665	5964	11330	10586	14429	21903
LRR1	494	607	380	408	644	641	1054	1533
LRRC1	524	475	387	385	321	344	425	628
LRRC14	141	179	121	107	239	168	308	474
LRRC17	57	45	38	40	31	25	28	48
LRRC20	108	95	61	76	52	56	86	117
LRRC23	14	19	18	22	48	43	72	109
LRRC24	62	92	46	75	221	224	370	544
LRRC27	5	16	10	6	52	35	60	80
LRRC28	73	64	59	49	217	225	273	433
LRRC3	29	44	29	22	30	34	38	41
LRRC34	213	236	151	206	251	227	332	433
LRRC37A	0	2	1	3	54	53	61	106
LRRC37A2	10	8	4	3	112	128	144	223
LRRC37A3	9	10	5	4	65	52	58	111
LRRC37B	22	16	19	16	150	137	158	248
LRRC39	1	0	0	0	114	100	165	250
LRRC4	13	8	12	3	98	103	75	171
LRRC40	1685	1597	1144	1306	1905	1792	2833	4023
LRRC41	3074	4213	2810	2622	1720	1366	2341	3381
LRRC42	899	1015	658	716	549	384	752	1116
LRRC45	86	116	114	80	529	555	706	1106
LRRC46	17	21	13	12	25	30	22	39
LRRC47	1667	2357	1420	1445	994	987	1274	1957
LRRC49	201	184	140	186	402	361	616	880
LRRC4B	61	60	46	44	35	23	28	73
LRRC58	672	874	595	570	1000	968	1230	1902
LRRC59	3911	5096	3213	3268	2265	2483	3180	4341
LRRC61	206	235	136	156	73	54	69	105
LRRC66	0	0	0	0	22	11	23	44
LRRC69	41	46	25	40	76	64	97	136
LRRC70	0	0	0	0	93	67	92	157
LRRC75A	20	16	10	11	100	76	144	207
LRRC75B	30	31	25	28	34	40	47	79
LRRC8A	431	571	432	371	395	371	641	953
LRRC8B	185	254	144	153	571	488	744	1001
LRRC8C	431	397	327	325	398	391	568	842
LRRC8D	340	327	238	263	537	481	799	1232
LRRC8E	258	303	207	235	154	116	208	260
LRRC9	25	17	23	14	55	44	52	87
LRRCC1	93	100	57	90	262	268	416	550
LRRFIP1	1001	1147	743	855	1219	1065	1266	1935
LRRFIP2	268	343	215	229	1023	935	1359	1936
LRRIQ1	41	36	20	41	118	114	171	174
LRRIQ3	8	8	3	3	64	52	121	151
LRRK1	7	4	5	7	52	39	47	72
LRRK2	206	207	161	153	134	115	165	239
LRRN2	38	38	25	22	18	14	27	42
LRRN3	26	28	34	28	58	56	71	103
LRRTM2	14	15	10	12	45	46	25	70
LRRTM4	46	55	59	43	79	74	100	138
LRSAM1	206	224	166	162	205	189	204	367
LRTOMT	4	8	3	1	20	17	46	52
LRWD1	1101	1400	854	799	805	801	1306	1779
LSG1	860	992	721	684	1150	1103	1522	2408
LSM1	516	638	443	462	387	378	724	1021
LSM10	95	79	59	68	117	91	130	225
LSM11	135	179	89	87	164	158	198	317
LSM12	7	10	3	8	22	28	35	52
LSM14A	4089	4553	3039	3364	1240	1257	1904	2505
LSM14B	678	866	519	552	489	423	681	1018
LSM2	741	952	704	723	338	272	427	724
LSM3	805	807	683	595	1012	980	1810	2505
LSM4	2055	2713	1981	1809	1178	1256	1652	2360
LSM5	780	849	802	729	617	568	900	1118
LSM6	396	426	253	299	393	356	608	849
LSM7	733	1037	571	566	692	671	1185	1613
LSM8	1002	1225	883	835	747	738	1029	1381
LSR	877	1139	826	744	371	323	495	647
LSS	786	1065	725	615	895	794	1169	1820
LTA4H	5669	6722	4831	5183	4107	3785	6304	8788
LTB4R	3	1	10	9	108	97	102	177
LTB4R2	2	2	7	5	105	73	103	143
LTBP1	672	787	750	716	836	719	983	1619
LTBP3	246	333	263	219	157	105	116	230
LTBP4	232	329	306	269	347	279	314	504
LTK	23	28	21	19	31	29	52	54
LTN1	1717	1876	1336	1495	2476	2196	3728	5318
LTO1	122	161	121	90	224	195	231	315
LTV1	1556	1888	1478	1393	2659	2441	3742	4987
LUC7L	1092	1705	866	944	1259	1268	1678	2335
LUC7L2	118	91	49	61	98	83	160	232
LUC7L3	2081	2819	1721	1868	3214	3254	4778	5464
LUZP1	762	873	557	571	1063	922	1323	2033
LUZP6	0	0	0	0	218	137	481	665
LXN	458	504	313	370	37	39	46	85
LY6E	1043	1274	815	875	309	313	370	614
LYAR	1248	1585	948	1027	2298	2333	3501	4486
LYG1	1	0	2	0	44	40	47	74
LYN	502	552	422	429	430	370	522	757
LYPD1	69	97	47	54	30	35	59	111
LYPLA1	237	297	205	206	509	439	874	1227
LYPLA2	257	350	214	180	244	217	408	466
LYPLAL1	474	487	307	333	553	506	869	1123
LYRM1	92	90	77	78	63	49	104	189
LYRM2	334	443	245	319	184	170	264	330
LYRM4	358	460	262	291	200	201	362	527
LYRM7	505	447	349	400	92	82	176	228
LYSMD1	120	116	97	81	168	186	174	264
LYSMD2	89	125	50	71	26	29	30	52
LYSMD3	274	283	207	194	384	365	659	865
LYSMD4	46	64	36	38	143	123	224	333
LYST	206	193	182	155	1250	1011	1432	2158
LZIC	352	472	325	326	444	417	597	870
LZTFL1	373	418	284	320	464	379	665	998
LZTR1	354	413	280	287	1010	839	1310	1887
LZTS2	506	650	354	343	147	164	219	334
LZTS3	49	56	35	36	101	98	117	188
M6PR	1086	1511	1026	1021	1067	970	1601	2254
MAB21L1	85	104	75	63	32	39	32	56
MAB21L2	2	0	1	1	32	43	44	52
MACF1	1136	1654	1825	1445	9060	8170	9881	15878
MACO1	470	528	425	446	616	488	875	1225
MACROD1	162	236	145	165	270	261	383	570
MACROD2	6	7	4	6	33	32	23	41
MAD1L1	362	490	333	355	862	745	984	1515
MAD2L1	1282	1438	1122	1053	1923	1835	3054	4286
MAD2L1BP	577	676	451	452	372	322	614	896
MAD2L2	1066	1178	878	883	667	652	1066	1541
MADD	434	556	450	389	977	820	1060	1713
MAEA	937	1118	715	815	689	693	980	1486
MAF	339	525	243	266	127	137	166	251
MAF1	371	405	275	273	976	887	1745	2492
MAFG	62	83	59	57	60	84	60	79
MAFK	37	47	32	31	43	58	49	67
MAGEA3	0	0	0	0	47	37	84	123
MAGEA6	0	0	0	0	62	54	105	162
MAGED1	1715	2083	1307	1400	3317	3165	4826	6693
MAGED2	1467	1783	1189	1267	2360	2208	3622	5309
MAGEE1	47	62	51	35	141	134	131	235
MAGEF1	657	800	507	525	534	492	731	897
MAGI1	248	329	202	226	582	544	768	1172
MAGI2	48	37	27	43	26	33	42	55
MAGI3	352	360	268	267	1579	1343	2048	3106
MAGOH	1607	1993	1405	1427	784	732	1081	1676
MAGOHB	621	809	529	587	483	475	853	1202
MAGT1	1960	2532	1968	1864	2229	2105	3192	4578
MAIP1	531	595	389	406	447	390	746	996
MAK	46	50	61	52	165	122	139	229
MAK16	850	970	686	706	594	595	772	1033
MALSU1	713	822	576	561	810	780	1004	1488
MALT1	432	448	353	364	492	432	645	1043
MAMDC4	6	5	5	4	170	139	234	327
MAML1	650	803	497	576	842	652	915	1605
MAML3	54	66	37	41	80	58	100	148
MAMLD1	59	62	77	53	33	20	27	62
MAN1A1	817	1014	808	746	843	733	1102	1620
MAN1A2	355	416	325	294	1921	1772	3022	4041
MAN1B1	334	384	277	252	823	683	1223	1659
MAN1C1	47	50	49	35	30	23	29	61
MAN2A1	730	806	636	714	1243	1111	1711	2513
MAN2A2	158	218	186	136	580	503	729	1119
MAN2B1	454	607	438	415	589	535	784	1207
MAN2B2	147	213	149	159	268	219	313	512
MAN2C1	170	220	169	148	1278	1077	1572	2328
MANBA	177	285	174	180	394	329	499	749
MANBAL	257	298	177	165	120	92	159	254
MANEA	275	290	231	257	423	398	694	965
MANEAL	336	451	290	263	367	329	611	829
MANF	861	1161	741	756	1118	1069	1501	2176
MANSC1	196	238	157	171	97	63	159	234
MAOA	266	306	236	231	65	43	89	125
MAP1A	370	507	400	401	453	350	394	734
MAP1B	3488	3670	2921	2813	2065	1837	1916	3292
MAP1LC3B	94	146	81	86	57	60	80	132
MAP1S	1040	1421	794	861	336	274	372	618
MAP2K1	735	843	619	568	659	627	997	1344
MAP2K2	637	886	491	497	1190	1161	1751	2514
MAP2K3	272	382	237	220	386	346	363	691
MAP2K4	187	243	180	177	503	412	689	1061
MAP2K5	294	311	257	218	219	182	199	326
MAP2K6	162	172	165	145	281	243	369	533
MAP2K7	641	795	476	480	324	269	358	574
MAP3K1	434	447	332	347	874	772	1138	1736
MAP3K10	45	48	34	30	159	141	230	317
MAP3K11	51	72	52	34	350	309	448	625
MAP3K12	31	49	33	33	189	137	181	333
MAP3K13	31	35	30	19	66	61	72	150
MAP3K14	36	87	44	41	70	79	77	145
MAP3K15	140	139	114	101	309	266	401	627
MAP3K2	352	402	317	302	974	830	1226	1776
MAP3K20	542	670	441	441	848	773	1259	1764
MAP3K21	345	337	235	232	1408	1305	1619	2462
MAP3K3	160	190	131	117	630	549	921	1440
MAP3K4	410	473	320	320	2146	1907	2785	4185
MAP3K5	354	440	332	303	685	561	902	1317
MAP3K6	149	211	145	127	180	152	214	320
MAP3K7	875	950	607	714	1427	1379	2048	2887
MAP3K8	34	45	34	47	34	34	64	75
MAP3K9	30	42	29	26	233	214	242	361
MAP4	3306	3833	2664	2755	3635	2880	3476	6322
MAP4K1	27	29	19	28	34	25	34	43
MAP4K2	54	44	27	31	107	85	166	266
MAP4K3	359	467	320	318	774	739	1056	1530
MAP4K4	1010	1399	1031	954	2682	2512	3550	5091
MAP4K5	510	614	455	444	1147	1018	1605	2322
MAP7	575	705	496	472	412	431	568	764
MAP7D1	1107	1412	806	898	785	757	903	1407
MAP7D2	379	408	318	278	437	445	560	783
MAP7D3	1012	1103	799	891	1822	1580	2593	3713
MAP9	428	527	389	397	764	661	980	1319
MAPK1	2193	2429	1655	1709	1239	1022	1898	2803
MAPK10	2	1	2	2	17	22	23	40
MAPK11	26	34	25	28	20	25	29	32
MAPK12	189	255	164	139	484	398	633	960
MAPK13	376	458	273	279	71	78	94	141
MAPK14	920	1166	778	750	947	869	1167	1758
MAPK15	0	1	0	0	57	48	52	89
MAPK1IP1L	1088	1577	745	875	359	258	613	854
MAPK3	870	815	600	605	342	282	639	889
MAPK6	190	164	151	137	820	751	1427	1986
MAPK7	119	174	78	77	313	266	342	495
MAPK8	262	311	215	244	581	607	912	1346
MAPK8IP1	45	49	42	40	222	193	317	461
MAPK8IP2	509	756	460	410	265	280	357	514
MAPK8IP3	86	51	143	64	510	507	676	1030
MAPK9	713	891	603	621	983	940	1483	2037
MAPKAP1	413	379	297	289	1855	1715	2732	4097
MAPKAPK2	277	337	198	212	689	603	1055	1507
MAPKAPK3	234	281	173	205	848	780	1408	1911
MAPKAPK5	205	232	182	207	1121	1003	1404	2210
MAPKBP1	115	147	106	105	310	272	416	689
MAPRE1	1752	2028	1421	1419	1987	1940	2457	3563
MAPRE2	895	1150	647	800	391	347	483	751
MAPRE3	364	423	238	231	58	55	78	107
MAPT	116	135	79	102	32	38	47	68
MARC1	94	98	73	87	203	213	275	427
MARC2	169	189	142	128	248	215	242	320
MARCH1	0	0	0	0	71	57	102	185
MARCH2	3	8	7	6	80	76	111	147
MARCH3	53	65	61	52	71	54	87	131
MARCH5	943	1064	751	776	445	441	646	926
MARCH6	2407	3038	2079	2102	2749	2381	3032	4875
MARCH7	1655	1627	1276	1504	2356	1991	3563	5415
MARCH8	60	82	55	51	259	216	319	501
MARCH9	99	121	62	59	112	92	165	210
MARCKS	1843	3004	1429	1629	348	410	467	598
MARCKSL1	3295	4671	2363	2658	1426	1448	1942	2577
MARF1	392	381	323	326	779	608	771	1246
MARK1	222	277	207	184	679	521	843	1223
MARK2	443	581	381	378	919	754	796	1518
MARK3	936	1070	859	763	2043	1892	3054	4298
MARK4	234	314	251	197	233	217	192	391
MARS	4547	5482	3626	3774	5659	5099	8072	11786
MARS2	410	485	316	294	580	489	902	1214
MARVELD1	198	308	182	198	24	21	40	46
MARVELD2	244	264	194	209	267	231	287	449
MARVELD3	119	131	87	91	18	17	17	28
MASP2	1	2	5	1	77	69	170	322
MAST1	115	85	60	49	63	56	74	110
MAST2	327	405	342	248	766	653	891	1386
MAST3	188	191	154	154	154	122	140	255
MAST4	135	162	154	122	179	209	197	363
MASTL	929	948	693	741	1044	969	1505	2231
MAT2A	2815	3908	2679	2708	4216	4214	5237	7422
MAT2B	1498	1701	1065	1213	967	816	1569	2188
MATK	44	57	39	17	267	231	424	658
MATN2	52	64	49	74	32	21	39	67
MAU2	703	896	580	590	522	443	727	1054
MAVS	890	1056	637	562	339	249	469	775
MAX	481	597	314	335	390	343	681	976
MAZ	3046	4022	2237	2510	6182	5956	8902	12974
MB21D2	198	268	155	189	107	107	166	196
MBD1	605	831	529	503	616	628	811	1201
MBD2	207	259	140	160	387	369	594	860
MBD3	774	1106	735	690	1049	1061	1666	2192
MBD4	366	440	299	328	899	848	1416	1967
MBD5	18	25	30	30	259	206	330	543
MBD6	165	198	128	122	176	97	89	185
MBIP	610	590	459	463	459	479	616	921
MBLAC2	238	350	198	223	97	91	159	191
MBNL1	1195	1396	932	903	703	548	1189	1700
MBNL2	146	138	109	95	119	105	218	275
MBNL3	304	351	278	265	202	202	289	421
MBOAT1	96	124	92	81	123	103	166	217
MBOAT2	534	585	478	443	737	631	1151	1640
MBOAT7	416	601	415	340	226	159	272	366
MBTD1	304	334	248	295	709	669	777	1230
MBTPS1	421	489	369	334	2499	2275	3478	5086
MBTPS2	947	1109	870	928	380	338	452	758
MCAT	663	883	440	501	488	434	686	1044
MCC	517	565	401	403	220	202	327	486
MCCC1	493	555	376	426	425	427	626	850
MCCC2	1666	1752	1250	1365	1654	1593	1894	3063
MCEE	62	71	54	49	110	99	178	243
MCF2L	111	139	90	124	125	117	155	201
MCFD2	545	700	449	475	367	325	566	778
MCIDAS	27	60	33	24	43	33	38	71
MCL1	1521	2420	1397	1301	1525	1562	2408	3313
MCM10	1687	2028	1285	1307	2771	2532	3950	5624
MCM2	6893	9358	6228	6108	7266	6779	10816	15548
MCM3	8554	9963	6909	6940	8410	7953	12274	17216
MCM3AP	1758	2155	1542	1469	5584	4940	6794	9977
MCM4	12476	13911	10160	10382	9308	8370	13989	21074
MCM5	4998	6478	4133	4233	3858	3597	6241	9245
MCM6	5613	6250	4642	4972	5669	5427	7075	10882
MCM7	12974	18053	11388	11518	12939	11176	21498	30495
MCM8	19	21	19	19	125	137	144	215
MCM9	402	443	321	330	1586	1400	1973	3095
MCMBP	3617	4000	3234	3240	3521	3114	5328	7611
MCOLN1	211	328	214	193	143	128	257	340
MCOLN2	345	393	296	279	357	316	437	702
MCOLN3	389	412	287	287	372	344	370	657
MCPH1	429	497	341	339	727	644	955	1415
MCRIP1	184	304	150	160	225	245	311	413
MCRIP2	145	222	87	101	151	120	194	277
MCRS1	770	1179	724	780	1568	1459	2619	3665
MCTP1	103	95	79	68	63	73	117	148
MCTS1	1271	1370	962	1040	767	659	1470	2135
MCTS2P	168	176	127	159	340	269	447	752
MCU	452	529	366	400	292	277	440	646
MCUB	508	536	411	402	529	432	881	1319
MCUR1	484	554	331	356	693	594	1076	1589
MDC1	3665	4666	3255	3197	2052	1650	1697	3071
MDFIC	262	350	187	202	181	151	204	328
MDGA1	23	40	46	28	51	38	34	73
MDGA2	1	0	0	0	118	113	143	229
MDH1	4169	5034	3595	3465	4099	3836	6190	8783
MDH1B	18	21	15	13	35	36	41	68
MDH2	6652	8013	5393	5260	4408	4492	6656	9702
MDK	1720	2533	1533	1594	595	577	766	1014
MDM1	243	294	159	175	407	367	523	803
MDM2	2336	3544	2682	2759	2453	2197	3068	4607
MDM4	84	106	102	101	1101	936	1102	1737
MDN1	3704	4445	3934	3560	15336	13513	18383	28676
MDP1	35	47	24	24	91	67	112	162
ME1	2470	2592	1850	1863	721	639	867	1337
ME2	2493	2637	1903	2103	1310	1222	1944	2748
MEA1	1172	1687	907	1015	891	873	1354	1920
MEAF6	555	769	463	507	414	422	534	798
MEAK7	225	307	223	180	179	156	256	349
MECOM	469	562	400	429	872	756	1314	1774
MECP2	316	386	231	204	803	692	997	1418
MECR	238	280	176	193	619	585	775	1098
MED1	1014	1123	841	847	1579	1322	2246	3433
MED10	928	1164	722	844	120	152	161	248
MED11	275	287	201	215	154	124	209	324
MED12	1457	1932	1305	1427	1633	1258	1326	2608
MED12L	250	280	219	222	1064	835	1185	1970
MED13	1087	1295	973	871	5269	4502	6564	10186
MED13L	619	771	653	591	2185	1744	2547	4368
MED14	1967	2184	1507	1591	2048	1659	2308	3751
MED15	856	965	551	627	419	340	427	821
MED16	711	894	573	573	573	565	722	1185
MED17	62	77	41	55	181	147	212	394
MED18	247	393	198	242	147	174	325	458
MED19	163	213	125	142	204	199	266	411
MED20	202	284	145	171	232	214	332	489
MED21	642	649	417	468	251	199	396	542
