	untr_a_hek	untr_b_hek	tm_a_hek	tm_b_hek
LRP3	769	616	560	618
LRP4	345	301	191	277
LRP5	914	749	517	692
LRP5L	78	60	41	63
LRP6	1700	1589	1092	1402
LRP8	433	353	227	292
LRPAP1	2191	2293	1673	1999
LRPPRC	11276	10545	7569	9247
LRR1	644	641	567	685
LRRC1	321	344	223	286
LRRC14	239	168	157	209
LRRC17	31	25	19	26
LRRC20	49	53	48	47
LRRC23	48	43	45	42
LRRC24	227	221	180	182
LRRC27	52	35	32	37
LRRC28	217	225	143	194
LRRC3	30	34	28	23
LRRC34	249	226	152	178
LRRC37A	54	53	27	54
LRRC37A2	112	128	61	81
LRRC37A3	64	51	36	38
LRRC37B	150	137	86	97
LRRC39	139	112	79	119
LRRC4	98	103	42	70
LRRC40	1890	1784	1323	1668
LRRC41	1710	1360	1233	1591
LRRC42	549	384	412	465
LRRC45	529	555	400	483
LRRC46	25	30	12	15
LRRC47	950	941	629	849
LRRC49	402	361	302	387
LRRC4B	35	23	25	23
LRRC58	916	896	592	721
LRRC59	2221	2433	1602	2092
LRRC61	73	54	29	40
LRRC66	24	12	18	15
LRRC69	76	64	41	54
LRRC70	93	67	50	49
LRRC75A	118	79	56	87
LRRC75B	33	38	18	29
LRRC8A	395	371	322	416
LRRC8B	571	488	366	509
LRRC8C	398	391	252	366
LRRC8D	537	481	438	552
LRRC8E	154	116	103	116
LRRC9	55	44	26	26
LRRCC1	262	268	211	247
LRRFIP1	1219	1065	660	938
LRRFIP2	995	900	691	867
LRRIQ1	118	114	59	73
LRRIQ3	63	54	57	73
LRRK1	52	39	25	35
LRRK2	134	115	81	119
LRRN2	18	14	14	22
LRRN3	58	56	35	45
LRRTM2	45	46	13	22
LRRTM4	77	72	45	88
LRSAM1	205	189	111	151
LRTOMT	20	17	14	26
LRWD1	805	801	643	737
LSG1	1150	1103	853	1057
LSM1	343	332	320	397
LSM10	117	91	67	122
LSM11	164	158	106	135
LSM12	34	33	27	23
LSM14A	1240	1257	901	1281
LSM14B	489	423	327	430
LSM2	310	255	219	268
LSM3	1012	980	782	1095
LSM4	1147	1219	747	890
LSM5	655	615	378	522
LSM6	393	356	281	391
LSM7	659	647	525	688
LSM8	747	738	438	597
LSR	371	323	223	316
LSS	893	790	615	825
LTA4H	4086	3766	3134	3836
LTB4R	108	97	40	78
LTB4R2	105	73	35	64
LTBP1	836	719	527	694
LTBP3	157	105	62	78
LTBP4	347	279	134	187
LTK	31	28	19	31
LTN1	2474	2194	1813	2259
LTO1	224	189	96	134
LTV1	2659	2441	1865	2364
LUC7L	1219	1225	817	1002
LUC7L2	98	83	66	95
LUC7L3	3214	3254	2581	2992
LUZP1	1050	905	627	811
LUZP6	218	137	262	334
LXN	43	40	14	26
LY6E	309	313	217	245
LYAR	2241	2291	1763	2122
LYG1	43	38	28	41
LYN	430	370	263	345
LYPD1	32	36	40	44
LYPLA1	510	433	443	487
LYPLA2	244	217	188	238
LYPLAL1	553	506	446	513
LYRM1	63	49	66	72
LYRM2	181	166	122	189
LYRM4	177	188	142	150
LYRM7	92	82	86	84
LYSMD1	149	169	70	112
LYSMD2	28	28	12	20
LYSMD3	383	363	336	378
LYSMD4	146	121	123	162
LYST	1251	1009	751	891
LZIC	400	364	311	347
LZTFL1	441	358	356	383
LZTR1	1010	839	684	802
LZTS2	147	164	121	141
LZTS3	100	95	58	75
M6PR	1040	946	795	924
MAB21L1	32	39	21	27
MAB21L2	32	43	29	32
MACF1	9060	8170	5120	6739
MACO1	616	488	430	555
MACROD1	268	255	187	226
MACROD2	33	32	15	24
MAD1L1	833	728	501	583
MAD2L1	1849	1760	1438	1852
MAD2L1BP	372	322	340	391
MAD2L2	630	610	539	654
MADD	977	820	544	720
MAEA	689	693	478	592
MAF	126	138	75	76
MAF1	976	887	926	1081
MAFG	61	83	34	42
MAFK	43	58	25	47
MAGEA3	47	37	50	52
MAGEA6	62	54	47	75
MAGED1	3317	3165	2609	3311
MAGED2	2360	2208	1965	2222
MAGEE1	141	134	88	102
MAGEF1	534	492	360	434
MAGI1	576	534	344	586
MAGI2	25	31	16	26
MAGI3	1579	1343	964	1235
MAGOH	765	720	485	702
MAGOHB	480	457	380	472
MAGT1	2229	2108	1585	1923
MAIP1	447	390	323	445
MAK	167	122	65	92
MAK16	594	595	422	472
MALSU1	810	780	537	620
MALT1	492	432	334	410
MAMDC4	170	139	128	142
MAML1	842	652	442	673
MAML3	79	59	57	62
MAMLD1	33	20	25	21
MAN1A1	834	720	558	673
MAN1A2	1921	1772	1584	1896
MAN1B1	823	683	586	749
MAN1C1	30	23	20	19
MAN2A1	1243	1111	909	1093
MAN2A2	580	503	361	516
MAN2B1	596	544	438	517
MAN2B2	268	219	163	191
MAN2C1	1277	1064	791	951
MANBA	389	331	280	323
MANBAL	120	92	71	102
MANEA	423	398	353	436
MANEAL	367	329	321	383
MANF	1118	1069	825	942
MANSC1	92	56	77	108
MAOA	65	43	47	52
MAP1A	453	350	207	290
MAP1B	2065	1837	1031	1467
MAP1LC3B	57	60	44	54
MAP1S	336	274	203	276
MAP2K1	659	627	531	694
MAP2K2	1159	1127	853	1033
MAP2K3	386	346	193	210
MAP2K4	503	412	384	444
MAP2K5	219	182	122	148
MAP2K6	281	243	173	236
MAP2K7	324	269	188	238
MAP3K1	874	772	644	823
MAP3K10	159	141	111	150
MAP3K11	343	303	239	313
MAP3K12	182	134	88	134
MAP3K13	66	61	59	64
MAP3K14	67	79	41	50
MAP3K15	324	274	210	267
MAP3K2	945	805	612	809
MAP3K20	848	773	697	765
MAP3K21	1408	1305	793	1138
MAP3K3	630	549	469	618
MAP3K4	2146	1907	1531	1862
MAP3K5	686	560	446	616
MAP3K6	178	152	105	142
MAP3K7	1409	1354	985	1266
MAP3K8	34	34	23	34
MAP3K9	232	213	136	172
MAP4	3646	2884	1861	2426
MAP4K1	33	22	22	23
MAP4K2	108	85	100	92
MAP4K3	760	722	504	638
MAP4K4	2682	2512	1918	2498
MAP4K5	1128	1003	841	1060
MAP7	404	429	280	359
MAP7D1	785	757	473	641
MAP7D2	434	442	335	381
MAP7D3	1818	1564	1379	1619
MAP9	748	652	425	589
MAPK1	1210	985	932	1226
MAPK10	17	21	12	19
MAPK11	20	24	17	15
MAPK12	481	400	325	412
MAPK13	71	78	42	59
MAPK14	947	869	626	751
MAPK15	57	48	30	53
MAPK1IP1L	359	258	340	422
MAPK3	341	281	314	397
MAPK6	820	751	735	882
MAPK7	313	266	154	205
MAPK8	581	607	473	585
MAPK8IP1	222	193	177	181
MAPK8IP2	265	280	153	208
MAPK8IP3	510	507	352	435
MAPK9	955	919	728	898
MAPKAP1	1811	1676	1417	1801
MAPKAPK2	689	603	529	694
MAPKAPK3	848	780	733	857
MAPKAPK5	1121	1003	709	920
MAPKBP1	310	272	207	275
MAPRE1	1987	1940	1202	1488
MAPRE2	391	347	249	346
MAPRE3	58	55	36	52
MAPT	32	38	27	42
MARC1	203	213	157	213
MARC2	248	215	125	174
MARCH1	68	64	61	82
MARCH2	80	76	70	66
MARCH3	66	49	50	66
MARCH5	445	441	322	461
MARCH6	2749	2381	1492	1850
MARCH7	2356	1991	1774	2250
MARCH8	240	205	158	188
MARCH9	112	92	75	66
MARCKS	348	410	165	274
MARCKSL1	1392	1417	920	1205
MARF1	768	601	384	535
MARK1	679	521	435	537
MARK2	919	754	405	566
MARK3	2043	1892	1521	1973
MARK4	233	217	108	140
MARS	5659	5099	4187	5316
MARS2	580	489	456	572
MARVELD1	24	21	15	13
MARVELD2	267	231	156	187
MARVELD3	18	14	14	16
MASP2	88	77	90	117
MAST1	63	56	27	49
MAST2	766	653	461	614
MAST3	154	122	75	103
MAST4	179	209	133	134
MASTL	1044	969	732	1006
MAT2A	4216	4214	2571	3508
MAT2B	967	816	813	1040
MATK	272	241	243	281
MATN2	32	21	26	25
MAU2	522	443	376	475
MAVS	339	249	249	358
MAX	364	317	317	418
MAZ	6182	5956	4498	5556
MB21D2	108	108	67	100
MBD1	631	617	399	582
MBD2	379	357	312	364
MBD3	1008	1002	741	983
MBD4	891	849	703	874
MBD5	259	206	150	221
MBD6	176	97	51	49
MBIP	456	477	307	379
MBLAC2	93	88	67	90
MBNL1	703	548	582	731
MBNL2	119	105	102	121
MBNL3	195	197	130	184
MBOAT1	121	100	88	110
MBOAT2	734	629	571	722
MBOAT7	220	152	127	159
MBTD1	688	648	427	489
MBTPS1	2482	2258	1740	2300
MBTPS2	380	338	212	341
MCAT	483	433	377	491
MCC	217	200	147	183
MCCC1	419	420	289	409
MCCC2	1654	1593	969	1243
MCEE	105	95	85	81
MCF2L	125	117	59	115
MCF2L2	23	29	16	10
MCFD2	315	265	250	318
MCIDAS	44	32	22	35
MCL1	1473	1511	1103	1531
MCM10	2771	2532	1955	2557
MCM2	7266	6779	5550	6733
MCM3	8371	7915	6275	7602
MCM3AP	5540	4903	3385	4394
MCM4	9308	8370	6942	9267
MCM5	3858	3597	3229	3944
MCM6	5606	5369	3570	4748
MCM7	12619	10879	10688	12917
MCM8	125	137	71	85
MCM9	1564	1377	997	1279
MCMBP	3474	3061	2728	3458
MCOLN1	143	128	111	128
MCOLN2	352	294	226	294
MCOLN3	367	341	197	257
MCPH1	727	644	507	639
MCRIP1	215	240	127	175
MCRIP2	151	120	100	98
MCRS1	1571	1463	1359	1645
MCTP1	65	77	56	72
MCTS1	767	659	745	872
MCTS2P	340	269	236	256
MCU	292	277	219	304
MCUB	529	432	391	577
MCUR1	681	589	512	633
MDC1	2049	1644	854	1241
MDFIC	181	151	101	143
MDGA1	51	38	19	33
MDGA2	114	109	55	114
MDH1	4099	3836	3203	3836
MDH1B	35	35	18	31
MDH2	4408	4492	3214	4364
MDK	595	577	416	481
MDM1	407	364	272	359
MDM2	2453	2197	1566	2104
MDM4	1101	936	544	763
MDN1	15320	13493	9669	12426
MDP1	58	56	37	63
ME1	716	635	427	561
ME2	1310	1222	968	1127
MEA1	844	825	627	870
MEAF6	508	514	389	447
MEAK7	178	148	136	161
MECOM	863	747	623	852
MECP2	758	677	461	632
MECR	622	585	359	486
MED1	1591	1336	1162	1470
MED10	114	150	83	108
MED11	154	124	99	136
MED12	1633	1258	701	1007
MED12L	1064	835	606	829
MED13	5252	4494	3481	4469
MED13L	2183	1742	1308	1637
MED14	2051	1666	1149	1533
MED15	419	340	218	284
MED16	557	556	367	559
MED17	181	147	126	161
MED18	147	174	161	185
MED19	207	202	163	157
MED20	228	213	157	172
MED21	251	199	177	256
MED22	221	210	163	185
MED23	2250	1926	1776	2278
MED24	1705	1518	1088	1419
MED25	312	296	153	229
MED26	90	71	45	81
MED27	234	214	145	236
MED28	509	419	483	599
MED29	179	164	149	223
MED30	184	187	122	177
MED31	213	151	163	218
MED4	615	603	512	729
MED6	764	624	541	773
MED7	198	194	111	149
MED8	569	496	438	510
MED9	130	110	107	148
MEF2A	495	475	360	462
MEF2C	172	141	188	234
MEF2D	111	53	57	52
MEGF11	105	102	61	81
MEGF6	36	31	22	16
MEGF8	1487	1229	815	1081
MEGF9	127	98	63	94
MEIOC	138	127	94	113
MEIS1	223	206	197	226
MEIS2	454	336	296	385
MEIS3	37	32	25	32
MELK	1616	1403	1232	1643
MELTF	75	76	28	67
MEMO1	227	190	170	200
MEN1	676	551	382	561
MEPCE	1066	938	806	1042
MERTK	291	239	213	292
MESD	830	779	636	869
MESP1	46	37	28	25
MET	906	810	657	775
METAP1	1051	979	654	966
METAP1D	176	148	138	169
METAP2	3654	3769	2671	3414
METRN	131	83	78	94
METRNL	37	35	33	33
METTL1	205	171	132	201
METTL14	603	591	464	623
METTL15	223	222	127	207
METTL16	880	850	533	671
METTL17	1328	1223	1117	1431
METTL18	235	222	186	210
METTL21A	237	183	140	187
METTL22	260	229	144	174
METTL23	303	310	201	249
METTL25	387	384	297	339
METTL26	545	550	408	505
METTL2A	381	384	360	381
METTL2B	587	516	402	506
METTL3	2065	1908	1553	1999
METTL4	212	185	140	181
METTL5	1135	1036	818	1124
METTL6	618	612	411	557
METTL7A	101	66	72	78
METTL7B	24	24	22	29
METTL8	542	529	386	445
METTL9	1191	1013	911	1108
MEX3A	101	80	44	64
MEX3B	58	47	31	87
MEX3C	247	216	169	239
MEX3D	202	185	137	184
MFAP1	684	761	603	763
MFAP2	32	33	29	46
MFAP3	540	467	436	537
MFAP3L	76	73	72	72
MFF	1200	1144	856	1107
MFGE8	281	309	160	233
MFHAS1	328	322	236	270
MFN1	1291	1222	967	1246
MFN2	2034	1813	1405	1767
MFSD1	756	676	567	710
MFSD10	328	239	260	305
MFSD11	373	286	225	328
MFSD12	415	385	295	371
MFSD13A	155	153	126	159
MFSD14A	53	71	40	53
MFSD14B	697	686	566	715
MFSD14C	22	26	14	27
MFSD2A	78	45	65	72
MFSD3	295	264	222	275
MFSD4B	494	441	265	340
MFSD5	313	245	249	283
MFSD6	85	70	58	82
MFSD8	460	449	339	416
MFSD9	168	160	133	158
MGA	5144	4644	3442	4207
MGARP	140	133	86	110
MGAT1	604	530	404	454
MGAT2	1251	1166	914	1133
MGAT3	30	32	17	31
MGAT4A	196	181	151	178
MGAT4B	1299	1146	761	1029
MGAT5	873	759	640	761
MGAT5B	53	36	19	24
MGME1	1094	958	697	906
MGRN1	573	447	213	298
MGST1	277	291	267	358
MGST2	184	182	153	189
MGST3	647	627	534	659
MIA2	577	575	342	470
MIA3	3869	3537	2537	3279
MIB1	2892	2701	1902	2461
MIB2	312	271	223	260
MICA	185	155	131	154
MICAL1	138	125	102	126
MICAL2	169	142	118	111
MICAL3	1728	1349	735	1004
MICALL1	815	770	534	643
MICALL2	47	45	27	37
MICB	51	37	29	39
MICOS10	66	58	23	29
MICOS13	305	281	236	278
MICU1	1018	883	710	902
MICU2	776	711	565	740
MICU3	150	148	102	131
MID1	363	313	302	340
MID1IP1	358	326	292	373
MID2	603	498	403	510
MIDN	148	115	78	91
MIEF1	1168	986	750	979
MIEF2	165	161	166	136
MIEN1	193	178	100	133
MIER1	1643	1556	1086	1414
MIER2	140	124	62	100
MIER3	739	781	502	642
MIF	2536	1886	2196	2852
MIF4GD	121	114	75	110
MIGA1	655	571	420	525
MIGA2	322	307	269	297
MIIP	305	269	276	332
MINAR1	159	114	113	143
MINDY1	198	145	106	162
MINDY2	212	174	124	186
MINDY3	1331	1262	906	1096
MINDY4	194	189	173	201
MINK1	800	586	388	507
MINPP1	579	501	378	473
MIOS	1156	1121	767	1119
MIPEP	677	644	558	664
MIPOL1	461	386	321	345
MIS12	428	343	389	345
MIS18A	566	567	366	490
MIS18BP1	1608	1438	1068	1434
MITD1	370	325	236	373
MITF	127	112	78	119
MKI67	13315	10595	6766	8867
MKKS	496	407	439	575
MKLN1	1505	1374	909	1177
MKNK1	324	314	254	305
MKNK2	552	499	412	497
MKRN1	915	886	620	937
MKRN2	1128	1034	858	1020
MKRN2OS	36	33	20	23
MKRN3	24	26	10	19
MKS1	463	464	382	453
MKX	65	42	49	49
MLEC	1135	1014	779	1057
MLF1	588	555	433	531
MLF2	1098	930	698	873
MLH3	170	152	93	143
MLLT1	329	289	211	299
MLLT10	850	673	520	617
MLLT11	43	32	25	31
MLLT3	989	901	786	931
MLLT6	376	288	222	283
MLST8	490	442	471	683
MLX	368	304	278	432
MLXIP	475	341	152	223
MLXIPL	80	52	30	39
MLYCD	89	71	66	72
MMAA	39	51	34	48
MMAB	573	516	479	604
MMACHC	165	167	143	164
MMADHC	2725	2554	2183	2609
MMD	70	80	56	69
MME	55	50	22	45
MMGT1	201	193	149	189
MMP11	25	31	23	23
MMP15	40	30	20	40
MMP16	107	98	61	117
MMP17	15	17	12	14
MMP21	34	17	12	20
MMP24	20	22	14	11
MMP25	42	28	21	17
MMS19	1683	1489	1266	1504
MMS22L	2035	1823	1217	1556
MMUT	763	667	485	611
MN1	32	20	12	11
MNAT1	1143	1106	684	898
MND1	425	394	245	376
MNS1	99	79	59	86
MNT	67	43	22	26
MNX1	71	76	43	58
MOAP1	347	336	182	271
MOB1A	1215	1202	946	1164
MOB1B	85	72	72	86
MOB2	133	117	127	158
MOB3A	33	21	23	21
MOB3B	59	51	31	31
MOCOS	228	197	178	192
MOCS1	270	219	192	220
MOCS2	645	605	384	571
MOCS3	285	234	168	229
MOGS	1050	957	782	1074
MOK	192	192	147	182
MON1A	366	351	308	347
MON1B	203	187	143	223
MON2	2416	2155	1658	2063
MORC2	877	789	443	660
MORC3	1254	1110	863	1115
MORC4	1336	1232	944	1139
MORF4L1	2370	2342	1392	1788
MORF4L2	7735	7906	5391	6742
MORN1	129	154	88	130
MORN2	276	274	267	312
MORN4	56	44	38	54
MOSMO	35	39	37	60
MOSPD1	291	231	219	293
MOSPD2	296	265	166	184
MOSPD3	26	17	20	15
MOV10	967	785	570	758
MOXD1	399	332	288	358
MPC1	540	419	367	487
MPC2	631	579	444	524
MPDU1	560	431	423	520
MPDZ	1258	1036	777	978
MPG	484	454	362	398
MPHOSPH10	1499	1499	1090	1514
MPHOSPH6	542	579	444	522
MPHOSPH8	891	925	519	711
MPHOSPH9	3323	2891	2343	2904
MPI	1651	1459	1300	1522
MPLKIP	269	251	206	283
MPND	152	146	112	151
MPP1	556	514	479	568
MPP2	238	218	165	203
MPP3	260	222	143	177
MPP5	830	711	495	658
MPP6	1313	1168	785	982
MPP7	193	156	134	164
MPPE1	159	180	93	118
MPRIP	3593	3332	2180	2948
MPST	588	512	445	474
MPV17	352	349	200	298
MPV17L2	126	90	116	125
MPZL1	608	514	372	482
MPZL3	38	35	23	37
MR1	60	51	37	56
MRAP	92	65	58	74
MRAS	55	41	52	54
MRE11	1768	1702	1198	1562
MREG	227	165	127	162
MRFAP1	1193	1422	770	1114
MRFAP1L1	392	474	298	387
MRGBP	357	358	259	309
MRI1	839	733	639	704
MRM1	113	94	66	66
MRM2	338	290	262	333
MRM3	653	628	551	617
MRNIP	466	423	339	421
MROH1	265	249	142	178
MROH6	25	25	20	23
MROH8	155	167	84	134
MRPL1	996	1001	726	973
MRPL10	241	240	256	343
MRPL11	1193	1229	906	1132
MRPL12	129	93	63	98
MRPL13	1271	1107	928	1142
MRPL14	731	642	550	653
MRPL15	1468	1421	1249	1610
MRPL16	1260	1248	849	1125
MRPL17	831	761	687	828
MRPL18	1202	1209	890	1109
MRPL19	1843	1650	1131	1491
MRPL2	525	481	419	473
MRPL20	1661	1618	1211	1478
MRPL21	1183	1103	823	1047
MRPL22	622	566	489	658
MRPL23	1111	991	769	1026
MRPL24	1018	1029	771	1036
MRPL27	613	554	527	679
MRPL28	1212	1159	1073	1269
MRPL3	3697	3385	2472	3211
MRPL32	693	685	593	757
MRPL33	744	682	463	618
MRPL34	199	187	121	131
MRPL35	531	506	401	493
MRPL36	204	184	139	177
MRPL37	3815	3554	3332	4163
MRPL38	932	814	650	764
MRPL39	1348	1174	1182	1388
MRPL4	677	552	471	642
MRPL40	816	649	596	744
MRPL41	740	703	519	574
MRPL42	1057	1012	991	1224
MRPL43	413	424	303	427
MRPL44	861	843	588	694
MRPL45	351	335	244	278
MRPL46	710	635	586	706
MRPL47	908	843	622	825
MRPL48	644	636	510	636
MRPL49	441	376	380	470
MRPL50	579	481	392	537
MRPL51	2032	2058	1507	1927
MRPL52	679	660	497	626
MRPL53	388	345	265	312
MRPL54	526	550	387	410
MRPL55	858	756	641	706
MRPL57	189	178	142	175
MRPL58	489	410	419	486
MRPL9	1330	1291	832	1064
MRPS10	527	476	369	450
MRPS11	591	495	510	631
MRPS12	314	241	348	374
MRPS14	510	475	317	443
MRPS15	1653	1318	1432	1845
MRPS16	1030	867	822	1033
MRPS18A	431	387	366	423
MRPS18B	738	563	766	955
MRPS18C	647	591	443	685
MRPS2	831	782	709	933
MRPS21	1212	1167	911	1191
MRPS22	1534	1376	1256	1461
MRPS23	1180	1107	1017	1165
MRPS24	981	929	639	828
MRPS25	698	732	579	703
MRPS26	1071	1141	599	766
MRPS27	1749	1438	1254	1495
MRPS28	492	452	309	387
MRPS30	1147	990	784	1029
MRPS31	873	764	698	867
MRPS33	527	475	424	547
MRPS34	1338	1234	943	1291
MRPS35	1319	1321	941	1150
MRPS36	213	133	238	319
MRPS5	1442	1439	1086	1278
MRPS6	167	189	140	189
MRPS7	1598	1562	1255	1533
MRPS9	1470	1319	1022	1341
MRRF	616	536	488	629
MRS2	1405	1317	982	1208
MRTFA	414	346	215	277
MRTFB	366	296	175	293
MRTO4	1166	1040	924	1233
MSANTD2	274	273	185	233
MSANTD3	300	309	204	301
MSANTD4	464	470	285	382
MSH2	4495	4171	3425	4211
MSH3	1816	1543	1131	1431
MSH4	66	68	53	71
MSH6	10020	9395	7125	8746
MSI1	121	93	30	58
MSI2	473	409	266	400
MSL1	630	634	339	460
MSL2	606	531	389	538
MSL3	484	496	315	456
MSMO1	660	634	520	635
MSMP	106	101	111	109
MSN	1156	1124	821	1052
MSRA	49	39	35	33
MSRB1	47	42	27	59
MSRB2	133	124	106	132
MSRB3	91	92	49	47
MSS51	78	63	53	60
MST1	128	96	67	100
MSTO1	117	105	93	132
MSX1	79	59	42	72
MSX2	105	99	85	111
MT1X	35	20	24	25
MT2A	22	20	21	34
MTA1	1626	1507	919	1314
MTA2	4791	4001	4140	5026
MTA3	532	535	366	496
MTAP	805	700	589	699
MTBP	951	939	667	870
MTCH1	1721	1553	1154	1508
MTCH2	2448	2153	2008	2439
MTCL1	549	510	280	390
MTCP1	36	21	26	43
MTDH	3263	3033	2469	2820
MTERF1	379	286	266	311
MTERF2	408	411	266	389
MTERF3	681	623	555	681
MTERF4	465	477	395	498
MTF1	199	169	120	170
MTF2	1993	1908	1557	1928
MTFMT	463	333	301	412
MTFP1	33	36	25	41
MTFR1	689	699	473	623
MTFR1L	487	415	396	447
MTFR2	305	267	159	269
MTG2	357	328	237	313
MTHFD1	7005	6380	4424	6079
MTHFD1L	2887	2760	1766	2315
MTHFD2	2770	2638	2179	2733
MTHFD2L	138	124	99	112
MTHFR	206	198	153	183
MTHFS	39	38	12	13
MTHFSD	208	179	127	171
MTIF2	2158	2043	1637	1964
MTIF3	682	577	480	679
MTLN	51	33	23	33
MTM1	305	336	230	287
MTMR1	1481	1405	1024	1291
MTMR10	384	350	257	364
MTMR11	24	23	13	13
MTMR12	675	575	386	498
MTMR14	688	603	531	660
MTMR2	1497	1382	1005	1326
MTMR3	981	860	664	857
MTMR4	1937	1689	1393	1650
MTMR6	541	517	485	532
MTMR7	100	98	74	70
MTMR8	153	136	84	122
MTMR9	270	254	232	270
MTO1	1026	993	755	986
MTOR	5109	4460	3562	4637
MTPAP	832	796	643	761
MTPN	543	481	380	529
MTR	5933	5526	3901	4894
MTREX	4748	4640	3516	4213
MTRF1	249	207	158	219
MTRF1L	238	195	187	213
MTRNR2L1	46	68	30	35
MTRR	853	670	668	832
MTSS1	84	60	53	55
MTSS1L	344	311	232	292
MTURN	130	117	71	88
MTUS1	567	520	330	437
MTX1	353	290	260	329
MTX2	733	697	643	770
MTX3	385	342	259	303
MUL1	357	281	234	307
MUS81	411	331	289	388
MUTYH	223	228	177	205
MVB12A	297	296	185	267
MVB12B	111	70	74	78
MVD	325	273	272	296
MVK	287	247	227	253
MVP	14	15	10	10
MXD1	62	62	45	59
MXD3	200	163	128	157
MXD4	382	360	297	345
MXI1	280	204	202	247
MXRA7	119	128	87	121
MXRA8	31	37	27	23
MYADM	30	31	23	24
MYB	83	65	45	53
MYBBP1A	4032	3511	2318	3126
MYBL1	485	455	307	418
MYBL2	2790	2612	1761	2712
MYC	1600	1309	1267	1695
MYCBP2	7288	6366	4605	6046
MYCL	31	37	22	27
MYD88	26	27	12	18
MYDGF	537	537	389	525
MYEF2	382	438	260	375
MYH10	8374	8149	4952	6659
MYH11	79	78	44	59
MYH14	438	394	264	295
MYH15	91	84	50	69
MYH3	161	154	63	96
MYH7B	31	13	16	22
MYH9	7574	6828	4338	5858
MYL12A	491	390	399	533
MYL12B	541	488	581	705
MYL5	70	58	57	75
MYL6	3846	3661	3521	4312
MYL6B	624	677	523	589
MYLIP	271	258	178	226
MYLK	170	134	106	146
MYLK2	21	26	11	14
MYNN	784	713	561	711
MYO10	771	673	467	661
MYO15A	39	33	16	18
MYO15B	46	46	22	35
MYO18A	433	407	199	289
MYO19	1241	1087	928	1168
MYO1B	1533	1376	1249	1494
MYO1C	842	740	547	660
MYO1D	751	620	459	576
MYO1E	505	463	426	475
MYO1F	23	18	11	13
MYO3A	435	339	240	323
MYO5A	932	891	608	857
MYO5B	216	181	167	209
MYO5C	727	670	407	613
MYO6	1180	1144	616	867
MYO7A	22	21	13	22
MYO9A	2951	2673	2051	2517
MYO9B	977	854	545	683
MYOF	23	16	13	19
MYOM2	118	95	71	97
MYORG	32	26	17	18
MYOT	49	51	26	40
MYPOP	46	43	17	20
MYRF	69	47	31	34
MYRIP	28	17	12	25
MYSM1	2098	2028	1101	1435
MYT1	40	28	17	26
MZF1	225	167	128	156
MZT1	276	284	186	271
MZT2A	335	342	237	290
MZT2B	973	888	796	890
N4BP2	1145	1067	770	966
N4BP2L2	2202	1919	1526	1893
N4BP3	26	20	21	17
N6AMT1	118	119	81	104
NAA10	2541	2495	1910	2488
NAA15	5665	5223	3365	4428
NAA16	972	961	538	653
NAA20	780	850	488	697
NAA25	2968	2724	1800	2302
NAA30	311	287	179	260
NAA35	1436	1350	982	1224
NAA38	672	624	493	625
NAA40	415	415	260	302
NAA50	1758	1650	1251	1602
NAA60	98	76	75	87
NAA80	47	29	40	41
NAAA	234	203	133	147
NAALAD2	79	85	53	49
NAB1	399	365	280	375
NAB2	90	103	50	73
NABP1	114	141	99	140
NABP2	584	502	395	534
NACA	9235	8117	7843	10111
NACC1	705	572	318	402
NACC2	159	117	82	114
NADK	897	771	543	700
NADK2	673	651	451	585
NADSYN1	524	465	395	501
NAE1	3668	3444	2742	3438
NAF1	603	594	259	368
NAGA	335	281	295	365
NAGK	206	210	171	185
NAGLU	356	300	274	286
NAGPA	208	189	170	175
NAGS	32	19	10	14
NAIF1	56	73	44	68
NAMPT	655	600	481	588
NANP	206	199	146	173
NANS	1561	1489	1177	1495
NAP1L1	9193	9786	5902	7939
NAP1L2	114	132	85	117
NAP1L3	466	429	326	382
NAP1L4	2715	2588	1977	2414
NAPA	616	594	423	546
NAPB	157	129	92	116
NAPEPLD	177	164	71	76
NAPG	373	397	285	321
NAPRT	205	151	146	161
NARF	766	754	578	714
NARS	3316	3308	2608	3189
NARS2	967	948	745	880
NASP	6265	6206	4336	6214
NAT1	100	88	83	82
NAT10	2591	2373	1928	2420
NAT14	193	172	160	156
NAT8L	50	57	33	42
NAT9	269	234	201	265
NAV1	343	236	123	159
NAV2	111	73	37	63
NAXD	207	178	155	169
NAXE	1614	1364	1255	1577
NBAS	2293	2092	1674	2136
NBDY	140	121	107	165
NBEA	2070	1948	1162	1658
NBEAL1	993	841	591	831
NBEAL2	1340	992	621	898
NBL1	73	61	42	71
NBN	2520	2327	1896	2492
NBPF1	367	322	266	335
NBPF10	105	86	59	71
NBPF11	61	57	41	36
NBPF12	253	224	127	174
NBPF14	99	73	42	70
NBPF15	177	151	101	129
NBPF20	74	74	42	40
NBPF26	27	13	12	20
NBPF3	295	302	225	284
NBPF9	125	134	86	75
NBR1	1484	1375	1105	1442
NCAM1	261	245	185	223
NCAPD2	5440	4954	3451	4634
NCAPD3	4900	4129	3563	4389
NCAPG	4597	4385	3413	4372
NCAPG2	3830	3311	2242	2822
NCAPH	2116	1917	1503	2013
NCAPH2	1675	1522	1335	1505
NCBP1	2722	2577	2014	2407
NCBP2	341	315	276	322
NCBP3	1333	1304	855	1140
NCDN	675	589	450	563
NCEH1	88	82	83	98
NCK1	475	442	320	448
NCK2	252	240	193	210
NCKAP1	5451	5139	3767	4741
