	ribo_untr_a	ribo_untr_b	ribo_tm_a	ribo_tm_b	untr_a_hek	untr_b_hek	tm_a_hek	tm_b_hek
NOC2L	3511	4452	2219	1249	3328	3288	2672	3457
NOC3L	1826	2024	944	704	2647	2455	2005	2453
NOC4L	996	1364	566	348	428	361	291	463
NOCT	516	596	305	204	472	342	289	428
NOD1	26	21	16	2	134	111	102	118
NOL10	1061	1238	532	340	2420	2278	1654	2162
NOL11	3011	3473	1691	1117	3812	3499	3066	3763
NOL12	13	17	22	10	32	38	16	29
NOL4	36	39	21	11	26	19	13	17
NOL4L	74	59	27	16	23	24	12	18
NOL6	958	1293	597	373	1275	1056	890	1180
NOL7	2340	2832	1257	828	2080	2168	1506	1930
NOL8	566	729	379	255	2786	2568	1638	2147
NOL9	2006	2496	1185	702	1667	1393	1064	1413
NOLC1	6906	8259	3778	2636	5076	4896	3636	4937
NOM1	542	720	337	221	898	917	580	829
NOMO1	196	230	80	49	671	550	519	692
NOMO2	78	94	48	18	154	119	136	166
NOMO3	44	59	23	10	188	122	143	180
NONO	7640	10408	3633	2418	7608	7402	5840	7452
NOP10	1261	1399	758	524	491	458	364	495
NOP14	1820	2379	970	621	4401	4434	3053	3895
NOP16	944	1167	609	338	1250	1270	947	1092
NOP2	2528	3511	1584	1065	2934	2728	2135	2806
NOP53	438	660	219	144	1407	1451	1112	1473
NOP56	2598	3533	1808	1157	9144	8507	7102	8796
NOP58	2488	3003	1509	1114	6126	5920	4418	5329
NOP9	325	545	237	143	787	717	555	695
NOS1AP	103	164	52	42	64	47	25	34
NOS2	97	80	40	27	44	27	23	29
NOSIP	1050	1486	620	352	935	830	776	913
NOSTRIN	0	0	0	1	114	98	48	65
NOTCH1	395	625	237	116	364	243	165	227
NOTCH2	1712	2329	1215	606	4754	4093	2787	3438
NOTCH3	471	451	170	68	267	170	102	135
NOTCH4	5	5	11	3	18	11	14	23
NOVA1	91	103	44	32	91	89	39	46
NOX1	0	0	1	0	23	12	12	17
NOXA1	7	4	6	4	33	42	40	37
NOXO1	1	0	2	0	102	68	41	66
NPAS1	141	120	53	27	93	74	47	58
NPAS2	50	61	19	15	61	49	32	42
NPAT	694	715	360	253	1830	1470	1343	1768
NPC1	980	1061	497	246	725	624	487	591
NPC2	837	904	400	206	713	654	557	677
NPDC1	276	378	154	74	204	194	148	152
NPEPL1	3	7	3	2	87	82	43	59
NPEPPS	2251	2774	1198	735	2629	2335	1311	1595
NPHP1	113	124	83	41	246	222	184	203
NPHP3	107	134	71	50	396	361	243	300
NPHP3-ACAD11	3	7	1	1	27	30	16	23
NPHP4	198	266	119	69	456	354	241	299
NPIPB4	0	0	0	0	34	32	14	15
NPL	29	19	19	6	108	133	71	105
NPLOC4	1250	1494	678	450	1681	1473	1261	1518
NPM1	1805	2744	802	562	13397	13466	10461	12760
NPM3	941	1150	564	345	1247	1297	941	1169
NPNT	154	189	65	32	118	89	73	104
NPRL2	297	349	173	129	571	493	429	571
NPRL3	907	1051	375	278	220	170	118	117
NPTN	1006	1297	556	285	774	675	550	692
NPTX1	400	511	154	103	183	162	116	135
NPTX2	159	191	88	51	102	80	75	108
NPY1R	0	0	0	0	36	29	31	39
NQO1	138	149	94	54	140	136	107	109
NQO2	421	463	175	125	408	384	292	364
NR1D2	797	834	332	218	1297	1155	861	1073
NR1H2	136	166	110	44	184	167	160	169
NR1H3	63	71	40	19	114	108	89	125
NR1I3	18	9	7	8	127	94	77	97
NR2C1	770	942	384	337	869	729	592	721
NR2C2	314	350	135	102	864	678	420	566
NR2C2AP	187	246	99	83	217	221	216	228
NR2F1	254	374	153	90	292	251	215	296
NR2F2	509	670	320	230	413	350	233	279
NR2F6	521	663	292	142	265	242	159	167
NR3C1	821	1041	503	333	786	690	510	643
NR3C2	294	304	168	102	384	351	269	382
NR4A1	81	85	37	18	36	35	28	31
NR5A2	35	29	16	8	27	29	15	24
NR6A1	33	46	13	7	296	240	160	217
NRARP	142	155	47	44	42	45	29	40
NRAS	841	939	420	355	992	813	766	1012
NRBF2	119	145	73	46	175	126	136	174
NRBP1	1165	1298	552	348	1077	923	874	1085
NRBP2	30	41	17	10	59	49	42	47
NRCAM	527	641	246	130	225	208	124	164
NRDC	3828	4481	1788	1113	4439	4104	2853	3574
NRDE2	620	771	461	299	1339	1215	865	1047
NREP	40	35	29	11	54	41	30	46
NRF1	409	517	199	115	507	441	366	454
NRIP1	320	405	166	119	895	771	703	914
NRIP2	4	1	1	0	48	44	24	24
NRIP3	90	110	42	21	121	90	93	94
NRK	1	0	5	1	20	23	14	19
NRM	271	335	142	62	30	28	19	31
NRN1	224	258	141	90	147	136	120	173
NRP1	653	1000	440	229	563	583	412	573
NRP2	219	260	79	57	141	114	93	123
NRSN2	449	516	239	162	75	78	45	59
NRXN2	7	14	12	10	21	22	14	16
NRXN3	108	148	75	37	236	230	131	176
NSA2	333	383	148	88	1105	1071	1006	1197
NSD1	1692	1973	860	583	9318	8653	5538	6877
NSD2	1153	1390	533	321	4625	4129	2549	3334
NSD3	752	853	324	223	1886	1597	1089	1419
NSDHL	877	1206	538	356	811	690	717	936
NSF	676	854	1546	431	681	678	497	619
NSFL1C	1110	1474	624	404	760	682	568	780
NSG1	66	76	28	21	31	34	24	29
NSL1	573	597	276	176	976	897	720	901
NSMAF	167	203	72	65	848	693	563	749
NSMCE1	596	618	283	179	553	521	417	488
NSMCE2	292	333	143	102	517	470	453	518
NSMCE3	397	545	234	165	286	259	229	285
NSMCE4A	982	1188	500	373	1379	1321	979	1271
NSMF	108	157	70	45	844	691	634	733
NSRP1	377	474	264	187	267	279	202	239
NSUN2	3416	3999	1901	1178	3366	3442	2223	2993
NSUN3	283	307	171	89	396	348	257	318
NSUN4	288	407	187	91	359	339	288	309
NSUN5	295	410	228	117	374	400	286	372
NSUN6	292	314	146	91	564	526	381	487
NT5C	285	401	194	98	334	300	259	291
NT5C2	767	945	437	333	624	539	421	611
NT5C3A	271	243	143	101	349	299	302	339
NT5C3B	498	749	325	227	1722	1490	1467	1896
NT5DC1	885	1001	358	278	875	777	701	818
NT5DC2	925	1218	302	214	2352	2062	1741	2186
NT5DC3	319	366	192	121	418	413	225	330
NT5M	2	10	9	0	44	41	37	45
NTAN1	85	109	43	25	274	216	219	247
NTHL1	439	619	272	157	706	710	466	552
NTMT1	1128	1306	527	293	662	668	628	656
NTN1	360	506	164	85	91	92	78	95
NTN3	7	10	2	0	33	32	14	10
NTPCR	600	746	323	195	768	678	515	715
NUAK1	119	153	62	41	189	175	130	163
NUAK2	21	27	14	7	16	15	11	12
NUB1	2207	2464	989	730	1214	1088	960	1195
NUBP1	264	301	155	82	357	350	319	391
NUBP2	578	789	328	214	605	647	415	494
NUBPL	288	332	148	107	309	292	194	222
NUCB1	1116	1444	506	309	671	614	436	606
NUCB2	927	954	348	244	835	861	711	773
NUCKS1	4572	5775	2841	1904	10484	10791	8063	9940
NUDC	3330	4510	1822	1220	1829	1994	1306	2065
NUDCD1	929	1024	422	324	1072	1016	802	939
NUDCD2	591	800	424	255	418	470	314	355
NUDCD3	738	992	460	245	583	570	410	547
NUDT1	425	586	259	165	317	334	257	282
NUDT10	6	19	7	3	24	26	12	11
NUDT11	25	47	19	10	90	73	52	92
NUDT12	750	882	368	255	633	575	430	572
NUDT13	26	29	16	10	192	174	99	142
NUDT14	109	157	59	48	87	88	62	78
NUDT15	421	583	239	163	374	369	198	281
NUDT16	207	275	135	78	260	204	143	183
NUDT16L1	305	419	202	113	143	148	85	121
NUDT17	29	44	21	14	65	60	43	42
NUDT18	16	34	17	4	36	36	21	37
NUDT19	2645	3341	1610	995	367	348	233	287
NUDT2	161	149	88	45	182	196	148	182
NUDT21	1776	2188	809	570	1408	1286	1029	1366
NUDT22	106	102	37	28	184	196	139	179
NUDT3	65	77	61	25	31	37	23	33
NUDT4	47	43	29	13	39	37	15	23
NUDT5	2077	2673	1034	615	1840	1638	1265	1666
NUDT6	87	77	51	21	147	108	107	120
NUDT7	89	86	31	20	50	51	43	57
NUDT8	85	112	63	23	87	89	63	73
NUDT9	351	395	210	108	273	293	192	250
NUF2	1303	1549	676	503	1187	1128	975	1226
NUFIP1	296	480	261	126	464	421	345	379
NUFIP2	1200	1642	751	535	2097	1929	1412	1846
NUMA1	2657	3598	1667	989	3471	3092	2137	2913
NUMB	397	548	276	151	452	394	355	470
NUMBL	264	348	130	75	163	155	64	74
NUP107	4213	4785	2308	1600	4361	4174	3209	3930
NUP133	3731	4507	1956	1397	9312	8450	6684	8035
NUP153	4116	4578	2511	1658	7604	6078	5475	6715
NUP155	8223	8343	3910	2579	7722	6464	5509	6821
NUP160	2645	3172	1487	975	5322	4588	3369	4098
NUP188	4794	5689	2714	1694	5513	4858	3389	4380
NUP205	6349	7437	3277	2251	10683	9374	8105	9653
NUP210	3084	3848	1449	768	3591	2956	2106	2804
NUP210L	1	0	1	0	57	48	38	39
NUP214	2432	3304	1446	889	2078	1665	1010	1268
NUP35	499	604	312	201	711	533	532	626
NUP37	1707	2218	883	519	1106	994	946	1217
NUP43	2383	2622	1103	755	1900	1591	1389	1750
NUP50	182	226	97	77	747	721	495	707
NUP54	1202	1403	648	404	1875	1652	1541	1901
NUP58	1978	2080	825	531	1544	1271	1229	1583
NUP62	1379	1688	768	521	814	700	660	837
NUP62CL	373	328	186	124	312	240	233	287
NUP85	1738	1986	958	581	1844	1652	1423	1806
NUP88	2439	2616	1371	849	2539	2246	2076	2529
NUP93	2187	2607	1140	715	3539	3290	2780	3281
NUP98	3160	3779	1576	1119	5391	4507	4163	5202
NUPL2	639	834	419	260	987	832	736	981
NUS1	49	39	19	15	233	216	106	200
NUSAP1	2877	3010	1417	899	2080	1798	1770	2201
NUTF2	1263	1117	518	362	738	486	607	868
NVL	870	1102	558	312	3013	2640	2178	2532
NXF1	993	1337	626	440	987	995	689	988
NXN	641	802	298	218	186	171	146	167
NXPE3	149	173	104	78	585	489	365	478
NXPH4	252	366	101	72	15	12	11	13
NXT1	150	213	86	51	248	240	204	262
NXT2	76	107	50	44	175	140	119	163
NYNRIN	319	330	157	109	97	82	39	67
OAF	89	175	65	36	152	135	94	103
OARD1	232	250	135	96	121	98	76	116
OAT	5202	6200	2638	1886	3791	3488	3284	3920
OAZ1	930	1303	1088	651	7228	5932	6725	8227
OAZ2	583	784	489	267	268	249	148	166
OAZ3	1	3	5	0	22	13	20	15
OBSCN	23	32	34	10	439	356	190	253
OBSL1	1490	2197	938	557	1249	1247	789	1017
OCA2	58	82	38	26	59	70	37	53
OCEL1	59	57	51	24	31	27	13	27
OCIAD1	2272	2265	1012	720	1017	930	805	979
OCLN	675	962	354	235	250	234	141	227
OCRL	1363	1512	640	448	1623	1452	1039	1342
ODC1	3353	4370	1219	808	9046	8519	6878	8378
ODF2	583	735	315	239	1715	1594	1170	1528
ODF2L	366	348	170	136	897	895	580	771
ODF3B	0	0	0	0	36	25	13	16
ODR4	276	313	142	107	934	839	651	858
OFD1	238	301	163	128	1052	1006	774	956
OGA	2923	3668	1938	1363	4129	3624	2393	3115
OGDH	1454	1738	831	529	1139	1016	703	990
OGDHL	82	98	50	32	419	416	302	343
OGFOD1	1096	1373	711	501	1779	1722	1170	1501
OGFOD2	150	231	111	45	143	127	126	140
OGFOD3	130	175	84	37	239	225	159	199
OGFR	527	705	340	229	713	669	457	610
OGFRL1	276	251	104	50	465	460	329	427
OGG1	172	207	117	73	231	186	200	234
OGN	0	0	0	0	123	130	37	63
OGT	2451	2984	1398	887	5322	4630	3587	4484
OIP5	485	636	305	203	302	252	194	284
OLA1	1348	1818	746	456	2119	2147	1573	2108
OMA1	305	395	210	128	1170	1053	936	1162
OMD	0	0	0	0	123	102	39	66
OMG	0	0	1	0	74	87	30	44
ONECUT2	37	54	19	4	58	58	45	30
OPA1	2035	2001	967	675	3017	2838	2125	2691
OPA3	131	158	86	40	51	42	31	38
OPHN1	83	85	43	40	252	198	155	211
OPN1SW	0	0	1	0	37	38	16	22
OPTN	605	625	222	162	166	143	110	139
ORAI1	293	372	137	73	73	39	41	80
ORAI2	84	109	47	20	77	48	40	47
ORAI3	53	38	21	11	43	28	18	18
ORC1	898	1077	552	356	1732	1562	1388	1640
ORC2	1214	1200	510	367	1339	1277	1003	1297
ORC3	1295	1402	593	384	1311	1129	999	1251
ORC4	1080	1211	619	422	1109	1072	831	1130
ORC5	1515	1676	710	505	995	891	654	838
ORC6	1093	1176	547	378	871	877	587	728
ORMDL1	510	525	287	154	401	357	367	486
ORMDL2	418	553	243	159	256	233	171	235
ORMDL3	259	362	187	113	104	102	85	95
OS9	1819	2479	991	556	1929	1850	1552	1897
OSBP	1228	1440	655	414	1302	1190	731	941
OSBP2	117	131	46	31	136	93	82	106
OSBPL10	158	214	97	61	98	90	64	112
OSBPL11	459	482	214	149	1006	847	642	874
OSBPL1A	404	387	180	98	528	509	330	397
OSBPL2	573	713	276	208	456	407	336	390
OSBPL3	389	447	169	107	764	690	501	673
OSBPL5	92	97	61	22	111	108	78	108
OSBPL6	332	352	126	87	661	529	385	511
OSBPL8	1441	1462	653	403	1926	1795	1472	1869
OSBPL9	1494	1641	841	516	1938	1747	1588	1902
OSCP1	115	135	68	42	110	95	99	107
OSER1	619	678	415	289	454	357	412	522
OSGEP	338	411	227	119	912	817	656	817
OSGEPL1	252	236	137	114	294	266	216	287
OSGIN2	280	275	145	87	426	403	317	453
OSMR	262	340	138	81	18	14	14	13
OSR2	62	79	47	18	52	53	59	57
OST4	504	545	382	265	299	281	182	283
OSTC	264	373	172	94	628	619	429	605
OSTF1	302	334	139	93	268	200	200	260
OSTM1	502	585	308	147	296	255	226	265
OTUB1	1751	2040	906	624	758	654	740	920
OTUB2	103	88	30	17	71	59	35	52
OTUD1	160	203	66	51	70	69	53	59
OTUD3	173	223	80	51	387	338	239	283
OTUD4	255	312	119	83	1268	1192	734	964
OTUD5	1114	1393	545	385	747	719	452	660
OTUD6B	363	466	215	145	600	606	394	520
OTUD7A	31	54	17	15	55	33	36	35
OTUD7B	340	493	199	146	802	746	501	679
OTULIN	440	436	201	133	343	316	213	290
OTULINL	580	676	256	197	185	177	139	160
OTX2	0	0	0	0	10	10	13	19
OVCA2	393	563	244	158	334	284	305	358
OVGP1	3	2	0	4	112	128	73	90
OXA1L	1145	1430	604	389	1472	1158	1007	1363
OXCT1	1600	1963	826	505	811	674	564	787
OXLD1	132	125	73	50	174	178	130	147
OXNAD1	243	218	103	75	657	614	449	521
OXR1	603	560	248	178	772	670	563	685
OXSM	224	221	124	73	442	402	324	371
OXSR1	532	611	242	180	891	877	640	814
OXTR	5	7	0	3	16	18	11	12
P2RX2	7	5	0	2	16	22	11	16
P2RX4	104	113	59	33	149	122	116	131
P2RY1	60	80	55	29	165	123	138	173
P2RY13	0	0	0	0	25	17	15	10
P2RY14	0	0	0	0	63	50	14	29
P3H1	705	1112	412	233	1070	931	735	867
P3H2	54	78	27	22	20	18	20	12
P3H3	256	254	138	95	351	294	176	249
P3H4	340	413	192	105	350	352	211	283
P4HA1	677	849	337	214	885	808	603	730
P4HA2	532	634	242	132	248	217	192	249
P4HB	3815	4799	1661	895	4379	3944	3331	4320
PA2G4	1417	1881	738	475	3591	3407	2616	3160
PAAF1	290	291	116	55	221	192	142	207
PABPC1	3145	4444	922	544	10290	8831	4611	6411
PABPC1L	32	31	20	12	212	196	102	133
PABPC4	3455	4274	1593	943	3773	3256	2055	2697
PABPC4L	89	106	45	35	323	329	193	254
PABPN1	199	400	180	103	207	252	92	110
PACRGL	163	198	112	70	210	182	210	213
PACS1	423	455	156	106	279	269	115	140
PACS2	135	134	65	30	520	429	351	466
PACSIN2	1164	1442	603	374	803	851	560	735
PACSIN3	354	408	153	69	294	306	191	245
PADI2	51	52	23	18	20	13	12	11
PAF1	3244	4544	1907	1169	1362	1287	1128	1573
PAFAH1B1	1757	1993	837	576	1461	1339	1036	1347
PAFAH1B2	1129	1467	756	452	1357	1261	962	1230
PAFAH1B3	667	846	363	222	411	390	289	372
PAFAH2	95	154	61	36	102	78	58	69
PAG1	125	130	52	24	190	136	102	183
PAGR1	331	517	219	117	981	1031	554	719
PAICS	5377	6036	2670	2009	6339	6334	4256	5766
PAIP1	343	396	182	154	500	392	343	443
PAIP2	1784	1774	835	579	616	546	480	656
PAIP2B	106	121	68	45	88	89	76	94
PAK1	601	687	279	202	550	561	371	450
PAK1IP1	1091	1349	519	370	1516	1257	1127	1337
PAK2	928	1200	486	264	779	669	348	439
PAK3	8	2	5	1	23	16	15	19
PAK4	1020	1617	668	398	315	329	173	237
PALB2	269	248	140	88	911	814	647	781
PALD1	330	379	158	83	501	462	370	436
PALLD	1138	1156	565	368	611	550	351	471
PALM	139	153	54	36	50	53	37	39
PAM	1011	1123	482	239	1135	952	807	1011
PAM16	40	29	28	10	42	29	23	24
PAN2	405	439	244	159	777	708	597	800
PAN3	342	408	198	131	941	777	541	731
PANK1	139	240	93	58	239	216	172	184
PANK2	524	715	310	193	931	856	595	739
PANK3	541	694	279	172	1726	1636	1132	1489
PANK4	781	928	445	274	572	475	425	542
PANX1	176	210	103	65	211	164	156	217
PAOX	28	29	20	2	34	30	28	42
PAPOLA	2897	3213	1039	742	4069	3678	2575	3543
PAPOLB	3	2	0	0	37	33	11	18
PAPOLG	331	456	195	141	510	457	372	469
PAPSS1	1205	1424	620	430	914	866	664	839
PAPSS2	664	801	287	197	235	216	166	199
PAQR3	285	315	137	87	388	325	329	424
PAQR4	123	114	62	33	91	67	86	97
PAQR5	53	62	15	10	67	49	56	86
PAQR6	8	2	6	1	52	39	35	39
PAQR7	99	118	52	37	31	23	39	37
PAQR8	87	85	47	21	50	32	32	52
PARD3	1214	1362	536	377	1272	1145	906	1109
PARD3B	120	146	64	41	274	248	177	224
PARD6A	16	23	1	9	19	18	11	22
PARD6B	316	351	165	104	264	223	151	214
PARD6G	81	92	46	25	50	50	42	38
PARG	319	423	183	157	907	813	602	827
PARK7	5790	7304	2927	2005	2783	2839	2091	2836
PARL	17	38	12	4	108	106	50	80
PARM1	140	149	53	31	29	16	22	26
PARN	1040	1062	512	308	1137	1050	841	1116
PARP1	11915	15140	6993	4386	24727	23311	17853	23157
PARP11	146	149	74	64	164	134	84	123
PARP16	135	163	55	41	96	85	81	106
PARP2	637	700	292	194	958	913	704	892
PARP3	10	16	14	6	105	103	94	127
PARP4	1482	1968	867	618	1029	877	719	896
PARP6	43	39	20	10	775	627	443	625
PARP8	307	333	174	94	321	311	241	282
PARP9	364	344	174	144	72	87	54	62
PARPBP	1030	1151	460	360	996	930	690	841
PARS2	216	229	94	61	175	142	156	164
PARVA	365	600	203	120	217	204	116	143
PARVB	154	204	77	41	458	409	330	412
PASK	605	754	329	206	809	709	579	706
PATJ	513	577	283	147	1627	1427	1026	1299
PATL1	517	607	269	155	726	622	326	489
PATZ1	370	458	229	144	844	740	467	668
PAWR	1227	1327	565	359	938	933	588	689
PAX3	319	370	196	102	213	180	158	162
PAX6	202	222	128	56	366	321	259	340
PAX9	116	129	72	42	31	33	20	22
PAXBP1	621	726	327	207	3174	3049	2186	2798
PAXIP1	651	700	316	209	1048	908	649	842
PAXX	327	414	184	105	434	384	355	407
PBDC1	458	655	293	191	480	483	320	393
PBK	2860	3173	1523	1023	579	574	428	607
PBLD	48	42	30	13	95	75	53	60
PBRM1	1622	1834	787	541	5016	4658	3261	4333
PBX1	590	667	346	227	329	258	206	317
PBX2	199	209	116	60	231	183	134	193
PBX3	155	185	56	47	259	236	174	236
PBX4	9	19	9	3	41	30	15	18
PBXIP1	227	353	164	105	239	237	149	210
PC	215	307	161	86	361	337	216	274
PCBD1	858	992	400	294	245	192	176	279
PCBD2	51	51	35	26	56	67	34	46
PCBP1	4937	6219	2412	1659	851	683	521	634
PCBP2	7742	9716	2890	1761	4598	3525	2290	2769
PCBP3	18	18	6	9	28	16	11	17
PCBP4	75	89	45	21	62	67	59	85
PCCA	156	200	85	38	405	412	251	356
PCCB	2294	2845	1238	757	1476	1321	1083	1386
PCDH10	41	65	28	15	878	779	599	720
PCDH12	0	0	0	0	29	26	14	19
PCDH17	4	2	4	3	141	109	85	105
PCDH18	68	59	33	12	91	84	59	68
PCDH7	926	1408	651	387	1225	1099	836	1044
PCDH9	182	221	108	72	809	778	649	899
PCDHGA11	50	62	35	17	33	36	15	22
PCDHGC3	199	236	132	73	33	34	21	22
PCED1A	92	115	54	34	342	293	291	352
PCF11	553	799	465	292	3359	2926	2495	3258
PCGF1	157	177	103	61	207	206	151	194
PCGF2	195	275	92	52	113	93	49	64
PCGF3	143	207	88	45	455	368	379	432
PCGF5	331	348	123	70	331	249	212	234
PCGF6	457	419	208	148	475	543	376	456
PCID2	741	755	340	203	666	589	477	601
PCIF1	275	256	139	76	318	229	144	210
PCK2	434	475	173	111	278	249	225	247
PCLO	242	195	123	68	919	735	394	581
PCM1	2956	3322	1380	883	5123	4859	3329	4332
PCMT1	2920	3379	1719	1030	1940	1724	1357	1705
PCMTD1	89	76	50	35	202	200	132	203
PCMTD2	349	336	175	104	486	447	283	429
PCNA	9596	11938	6345	4028	6496	6324	5235	6569
PCNP	563	699	303	169	826	825	584	801
PCNT	1521	2146	1118	637	5200	4886	2519	3763
PCNX1	608	615	340	195	3187	2844	2087	2591
PCNX2	45	28	44	18	1601	1426	988	1328
PCNX3	288	370	180	100	1173	894	574	760
PCNX4	147	199	151	107	1884	1630	1274	1512
PCOLCE	41	60	20	11	24	17	18	21
PCOLCE2	341	370	176	86	506	450	364	432
PCSK1N	170	290	117	52	71	58	36	30
PCSK4	8	8	8	3	16	14	14	18
PCSK5	197	303	116	61	311	313	220	292
PCSK6	354	470	174	99	1329	1127	824	1021
PCSK7	91	137	66	43	457	442	280	345
PCTP	239	303	131	76	150	161	132	170
PCYOX1	970	1057	452	231	560	568	386	477
PCYOX1L	251	296	116	58	105	90	99	102
PCYT1A	437	597	226	163	424	353	266	348
PCYT1B	1	0	0	0	28	21	11	23
PCYT2	197	250	97	73	275	247	222	298
PDAP1	906	1462	718	406	633	703	511	712
PDCD10	643	834	375	254	752	703	602	732
PDCD11	1994	2956	1290	821	6115	5731	4207	5273
PDCD2	944	1331	528	339	1578	1515	1240	1424
PDCD2L	890	1024	521	301	382	331	295	378
PDCD4	3046	3829	1589	1006	1564	1694	1045	1430
PDCD5	3128	4162	1879	1103	1726	1634	1157	1665
PDCD6	727	1019	322	226	452	421	339	463
PDCD6IP	2763	2918	1473	989	3418	3110	2511	3229
PDCD7	225	308	176	96	226	210	130	155
PDCL	400	554	252	160	459	438	306	383
PDCL3	145	269	117	51	291	308	193	243
PDE10A	257	281	120	71	134	123	92	106
PDE12	1152	1457	700	434	1313	1173	991	1088
PDE3B	240	292	146	84	1058	917	648	876
PDE4D	155	198	97	87	187	147	116	153
PDE4DIP	279	368	126	83	509	489	308	413
PDE5A	203	181	84	53	321	300	229	317
PDE6D	279	330	130	103	231	218	159	200
PDE7A	138	180	85	52	372	354	253	366
PDE8A	109	116	36	33	821	674	562	720
PDE9A	266	276	85	53	192	145	133	186
PDF	152	267	135	74	117	134	72	92
PDGFA	32	36	22	19	16	18	11	17
PDGFC	138	175	83	56	190	148	135	165
PDGFRL	112	149	61	29	56	53	38	41
PDHA1	4115	5335	2229	1439	2762	2736	1906	2552
PDHB	2105	2396	1072	706	2812	2742	2319	2820
PDHX	883	938	375	253	956	868	732	974
PDIA2	5	8	4	1	39	34	20	36
PDIA3	2531	3119	1144	666	2555	2568	1958	2546
PDIA4	4003	5075	1923	1079	3900	3948	2910	3834
PDIA5	159	204	78	46	412	404	259	283
PDIA6	4194	5560	2122	1141	5408	5300	3986	5246
PDIK1L	199	202	99	78	344	291	182	245
PDK1	590	513	269	178	301	276	203	254
PDK2	602	633	294	166	187	149	133	178
PDK3	932	997	407	297	499	432	382	430
PDLIM1	1410	1562	556	362	558	450	385	479
PDLIM3	271	320	113	75	143	116	90	131
PDLIM4	0	3	0	0	21	18	18	29
PDLIM5	1901	2480	1084	692	573	544	467	565
PDLIM7	465	568	278	161	223	215	187	231
PDP1	188	165	100	57	358	268	300	364
PDP2	366	490	201	134	300	271	206	250
PDPK1	164	185	95	58	144	122	92	138
PDPN	599	752	363	219	121	119	96	130
PDPR	36	76	45	25	317	295	173	235
PDRG1	458	696	326	218	241	275	104	209
PDS5A	2918	3027	1197	848	3973	3699	2657	3490
PDS5B	1437	1744	986	625	2541	2259	1488	1939
PDSS1	398	456	192	123	676	641	411	549
PDSS2	252	285	137	99	226	223	159	206
PDXDC1	876	1082	407	269	1442	1403	1132	1449
PDXK	595	933	376	247	794	803	560	735
PDXP	173	314	103	88	25	56	14	17
PDZD11	617	784	413	238	221	212	206	245
PDZD2	36	34	19	16	74	57	27	45
PDZD4	34	56	11	7	70	74	38	51
PDZD7	13	16	8	38	21	20	17	11
PDZD8	457	548	178	109	2375	2204	1690	2093
PDZRN3	117	121	64	37	153	153	98	179
PEA15	671	863	414	273	195	181	126	212
PEAK1	156	222	97	64	798	703	413	539
PEBP1	3828	4860	2035	1270	1603	1427	1319	1524
PECR	287	341	154	74	222	206	128	190
PEF1	1277	1630	893	547	804	657	760	907
PELI1	181	195	77	64	223	192	209	223
PELI2	168	155	77	43	185	152	129	162
PELI3	91	89	32	16	106	92	71	91
PELO	628	743	332	181	643	566	526	600
PELP1	2913	4118	1905	1147	1584	1366	797	1093
PEMT	314	381	202	115	385	337	278	351
PEPD	2095	3040	1202	661	877	835	622	766
PER2	107	120	58	34	188	172	124	142
PER3	24	35	18	15	52	49	25	36
PERP	1303	1831	747	411	338	250	349	459
PES1	2335	3149	1294	865	4195	4378	3471	4250
PET100	98	127	52	37	228	287	185	237
PET117	78	105	51	35	159	161	93	119
PEX1	639	727	312	205	1180	1033	809	1068
PEX10	303	434	155	77	188	169	148	161
PEX11A	96	115	59	39	152	172	121	168
PEX11B	278	360	152	105	181	142	110	130
PEX12	99	109	53	36	64	65	47	66
PEX13	184	262	107	73	423	413	324	358
PEX14	403	525	215	119	207	194	146	177
PEX16	150	179	80	44	274	253	179	239
PEX19	535	589	280	175	450	393	313	381
PEX2	122	116	80	62	427	462	336	394
PEX26	178	222	85	69	335	280	200	258
PEX3	829	925	415	347	946	845	678	911
PEX5	653	796	307	201	721	615	400	547
PEX6	277	417	203	88	174	126	106	176
PEX7	244	271	119	76	245	238	151	216
PFAS	2047	3074	1153	646	2768	2340	1774	2264
PFDN1	781	950	556	386	384	299	261	363
PFDN2	1261	1704	641	424	654	689	489	678
PFDN4	1012	993	425	230	825	901	591	793
PFDN5	3406	3661	1443	917	2115	1985	1689	2147
PFDN6	1300	1381	730	500	585	531	460	624
PFKFB2	60	81	32	23	320	268	253	307
PFKFB3	449	515	198	145	383	337	269	316
PFKFB4	35	63	15	10	97	83	51	84
PFKL	1632	2113	847	520	1836	1588	1476	1883
PFKM	2118	2479	1121	663	2321	2106	1673	2077
PFKP	5975	7365	2857	1795	1151	1056	807	1031
PFN1	9070	11730	6637	4032	2761	2574	1852	2465
PFN2	1404	1902	854	481	1162	1010	905	1111
PGAM1	2	2	1	1	26	25	11	18
PGAM2	8	12	5	1	60	56	33	58
PGAM5	1748	2063	691	523	1068	1023	884	1049
PGAP1	486	450	202	143	691	550	460	533
PGAP2	104	170	78	52	146	112	123	158
PGAP3	64	55	32	14	64	60	49	64
PGBD1	204	241	115	76	614	569	426	517
PGBD2	21	28	18	7	133	127	123	150
PGBD4	38	38	20	9	75	63	60	58
PGBD5	129	135	42	29	153	97	91	151
PGD	4146	5466	2308	1452	2175	2122	1580	2334
PGGHG	28	30	13	8	178	136	96	143
PGGT1B	423	488	221	154	444	386	304	359
PGK1	7065	9141	4034	2519	7329	6801	6046	7277
PGM1	1281	1669	644	430	1577	1374	1074	1429
