	untr_a_hek	untr_b_hek	isrib_a_hek	isrib_b_hek
MREG	227	170	154	119
MRFAP1	1193	1422	1126	860
MRFAP1L1	392	474	384	287
MRGBP	357	358	326	243
MRI1	839	733	801	594
MRM1	113	94	90	86
MRM2	331	286	371	262
MRM3	644	606	609	445
MRNIP	342	296	300	292
MROH1	265	249	213	221
MROH6	24	25	27	20
MROH8	155	167	101	116
MRPL1	996	1001	894	667
MRPL10	249	243	355	217
MRPL11	1234	1247	1156	781
MRPL12	129	93	103	98
MRPL13	1268	1095	1144	690
MRPL14	756	670	716	528
MRPL15	1468	1421	1605	1077
MRPL16	1340	1317	1139	792
MRPL17	838	757	824	507
MRPL18	1202	1209	1149	820
MRPL19	1843	1650	1461	1101
MRPL2	527	484	508	370
MRPL20	1809	1818	1613	1089
MRPL21	1206	1118	1108	795
MRPL22	622	566	666	487
MRPL23	1111	991	956	620
MRPL24	1062	1071	1083	778
MRPL27	651	562	724	459
MRPL28	1182	1140	1293	883
MRPL3	3717	3398	3129	2257
MRPL32	693	685	785	520
MRPL33	744	682	605	424
MRPL34	213	201	143	130
MRPL35	531	506	506	319
MRPL36	204	184	205	95
MRPL37	3815	3554	4213	2945
MRPL38	944	826	870	652
MRPL39	1327	1162	1353	880
MRPL4	677	552	617	550
MRPL40	816	649	790	551
MRPL41	740	703	567	425
MRPL42	1057	1012	1216	800
MRPL43	267	251	300	212
MRPL44	861	843	745	529
MRPL45	351	335	266	230
MRPL46	719	634	653	532
MRPL47	910	846	824	553
MRPL48	644	636	653	408
MRPL49	441	376	491	331
MRPL50	565	463	580	349
MRPL51	2316	2369	2247	1455
MRPL52	679	660	663	410
MRPL53	402	374	360	278
MRPL54	526	550	451	321
MRPL55	968	836	802	586
MRPL57	189	178	197	147
MRPL58	489	410	517	320
MRPL9	1345	1299	1092	831
MRPS10	540	477	457	328
MRPS11	591	495	632	423
MRPS12	314	241	361	293
MRPS14	533	493	450	287
MRPS15	1671	1341	1793	1186
MRPS16	1043	860	911	701
MRPS18A	435	387	449	288
MRPS18B	738	563	859	623
MRPS18C	647	591	594	377
MRPS2	831	782	865	619
MRPS21	1212	1167	1195	748
MRPS22	1541	1400	1462	995
MRPS23	1250	1179	1202	840
MRPS24	1139	1077	998	650
MRPS25	707	726	721	543
MRPS26	1071	1141	744	537
MRPS27	1751	1443	1501	1209
MRPS28	404	373	365	239
MRPS30	1147	990	1016	752
MRPS31	892	787	929	556
MRPS33	546	506	463	307
MRPS34	1403	1294	1310	898
MRPS35	1319	1321	1154	846
MRPS36	213	133	298	161
MRPS5	1452	1454	1284	944
MRPS6	167	189	210	124
MRPS7	1598	1562	1508	1053
MRPS9	1470	1319	1331	865
MRRF	616	536	570	461
MRS2	1405	1317	1243	967
MRTFA	428	361	285	391
MRTFB	366	296	300	354
MRTO4	1166	1040	1191	890
MSANTD2	273	269	281	246
MSANTD3	300	309	270	197
MSANTD4	476	481	397	311
MSH2	4495	4171	4077	3055
MSH3	1816	1543	1523	1228
MSH4	66	68	66	55
MSH6	10020	9395	9058	6531
MSI1	120	93	64	77
MSI2	473	409	428	344
MSL1	630	634	459	390
MSL2	625	556	615	581
MSL3	484	496	468	338
MSMO1	660	634	646	448
MSMP	101	104	122	111
MSN	1156	1124	1038	912
MSRA	49	39	45	32
MSRB1	41	37	66	36
MSRB2	133	124	128	71
MSRB3	91	92	83	65
MSS51	77	63	74	62
MST1	127	93	101	107
MSTO1	117	105	161	99
MSX1	79	59	68	45
MSX2	105	99	107	93
MT1X	35	20	30	20
MT2A	22	20	30	13
MTA1	1626	1507	1338	1321
MTA2	4851	4069	5292	3762
MTA3	532	535	505	353
MTAP	805	700	729	544
MTBP	951	939	924	682
MTCH1	1760	1580	1479	1121
MTCH2	2479	2191	2272	1554
MTCL1	549	510	429	421
MTCP1	35	21	55	28
MTDH	3263	3033	2919	2335
MTERF1	398	302	305	277
MTERF2	408	411	347	255
MTERF3	690	630	734	505
MTERF4	481	492	518	371
MTF1	204	171	172	162
MTF2	1993	1908	2014	1393
MTFMT	464	333	364	270
MTFP1	33	36	37	19
MTFR1	689	699	607	427
MTFR1L	487	415	470	326
MTFR2	314	273	256	210
MTG2	357	328	311	257
MTHFD1	7019	6396	6094	5313
MTHFD1L	2887	2760	2398	2156
MTHFD2	2770	2638	2776	1892
MTHFD2L	138	124	124	85
MTHFR	206	201	205	186
MTHFS	33	37	21	10
MTHFSD	209	174	181	133
MTIF2	2227	2097	2085	1412
MTIF3	837	701	792	534
MTLN	51	33	23	21
MTM1	305	336	293	219
MTMR1	1481	1405	1394	1102
MTMR10	376	338	361	259
MTMR11	24	23	30	25
MTMR12	673	591	505	459
MTMR14	688	603	667	504
MTMR2	1499	1386	1339	1135
MTMR3	981	860	788	768
MTMR4	1957	1709	1800	1410
MTMR6	551	532	518	371
MTMR7	102	99	92	81
MTMR8	159	136	120	94
MTMR9	270	254	309	194
MTO1	1026	993	943	720
MTOR	5118	4476	4904	3902
MTPAP	838	797	835	618
MTPN	643	576	618	421
MTR	5933	5526	5140	4260
MTREX	4748	4640	4294	3018
MTRF1	253	220	214	185
MTRF1L	227	195	240	151
MTRNR2L1	46	68	72	98
MTRR	853	670	804	653
MTSS1	86	62	85	72
MTSS1L	345	314	330	301
MTURN	130	117	94	76
MTUS1	574	526	431	434
MTX1	353	290	329	205
MTX2	733	697	806	532
MTX3	369	328	355	283
MUL1	365	300	323	240
MUS81	410	331	394	304
MUTYH	226	234	236	168
MVB12A	297	296	272	227
MVB12B	111	70	84	73
MVD	324	277	369	262
MVK	287	247	276	187
MVP	14	15	13	12
MXD1	62	62	61	58
MXD3	210	170	169	145
MXD4	385	362	401	252
MXI1	280	204	273	231
MXRA7	108	113	93	75
MXRA8	19	28	27	18
MYADM	30	31	39	26
MYB	83	65	36	39
MYBBP1A	4030	3517	3490	3125
MYBL1	502	475	456	349
MYBL2	2790	2612	2444	2306
MYC	1600	1309	1775	1358
MYCBP2	7302	6373	6266	5316
MYCL	30	37	34	25
MYD88	26	27	12	17
MYDGF	562	568	616	359
MYEF2	386	440	371	255
MYH10	8416	8192	6915	6282
MYH11	76	77	48	82
MYH14	438	394	368	326
MYH15	93	86	77	88
MYH3	163	153	108	119
MYH7B	31	13	32	36
MYH9	7624	6890	6429	6333
MYL12A	491	390	552	386
MYL12B	541	488	625	478
MYL5	70	58	60	45
MYL6	3846	3661	4157	2876
MYL6B	624	677	610	462
MYLIP	271	258	234	201
MYLK	168	133	148	126
MYLK2	21	26	21	22
MYNN	784	713	724	550
MYO10	776	678	655	580
MYO15A	39	33	23	27
MYO15B	46	46	39	39
MYO18A	435	414	370	364
MYO19	1276	1113	1163	1051
MYO1B	1533	1376	1525	1052
MYO1C	841	738	717	701
MYO1D	752	620	613	525
MYO1E	511	472	579	450
MYO1F	23	18	19	14
MYO3A	435	339	295	273
MYO5A	936	893	870	718
MYO5B	217	180	200	150
MYO5C	732	677	595	579
MYO6	1180	1144	856	826
MYO7A	22	21	27	16
MYO9A	2959	2687	2620	2254
MYO9B	977	854	719	863
MYOF	23	16	15	16
MYOM2	118	95	90	65
MYORG	32	26	25	35
MYOT	49	51	29	40
MYPOP	48	46	31	26
MYRF	69	47	42	41
MYRIP	28	17	23	30
MYSM1	2112	2029	1594	1571
MYT1	40	28	37	21
MZF1	229	164	154	171
MZT1	266	275	270	155
MZT2A	353	364	329	240
MZT2B	973	888	854	670
N4BP2	1145	1067	997	844
N4BP2L2	2272	1981	2065	1584
N4BP3	26	20	18	15
N6AMT1	119	119	128	89
NAA10	2594	2550	2545	1963
NAA15	5665	5223	4708	4055
NAA16	972	961	714	681
NAA20	780	850	679	474
NAA25	2974	2741	2475	2090
NAA30	311	287	286	184
NAA35	1436	1350	1262	1026
NAA38	860	779	874	594
NAA40	415	415	285	270
NAA50	2024	1972	1843	1302
NAA60	98	76	102	104
NAA80	47	29	42	42
NAAA	232	200	159	127
NAALAD2	79	85	58	49
NAB1	399	365	354	294
NAB2	90	103	65	45
NABP1	114	141	132	99
NABP2	584	502	525	339
NACA	9365	8222	10069	6416
NACC1	705	572	454	505
NACC2	160	118	125	106
NADK	908	786	718	609
NADK2	696	697	576	426
NADSYN1	524	465	526	416
NAE1	3658	3436	3279	2297
NAF1	602	614	408	505
NAGA	350	285	405	275
NAGK	206	210	218	152
NAGLU	356	300	325	255
NAGPA	210	187	175	141
NAGS	32	19	24	16
NAIF1	57	72	51	43
NAMPT	663	615	669	447
NANP	202	198	199	138
NANS	1561	1489	1547	991
NAP1L1	9049	9638	7835	6058
NAP1L2	114	132	120	82
NAP1L3	466	429	371	255
NAP1L4	2664	2555	2499	1939
NAPA	651	628	576	548
NAPB	159	129	135	99
NAPEPLD	181	169	101	101
NAPG	373	397	355	267
NAPRT	206	152	171	143
NARF	766	754	720	534
NARS	3395	3400	3412	2305
NARS2	1008	990	909	719
NASP	6265	6206	6417	4348
NAT1	100	88	96	74
NAT10	2591	2373	2510	2223
NAT14	193	172	174	124
NAT8L	50	57	50	40
NAT9	259	233	219	160
NAV1	343	236	189	300
NAV2	111	73	61	114
NAXD	207	178	182	146
NAXE	1614	1364	1610	1111
NBAS	2293	2092	2211	1672
NBDY	140	121	121	75
NBEA	2070	1948	1751	1514
NBEAL1	993	841	902	728
NBEAL2	1340	992	1007	1087
NBL1	73	61	63	47
NBN	2496	2313	2391	1664
NBPF1	381	338	371	264
NBPF10	105	86	85	78
NBPF11	61	56	56	46
NBPF12	253	224	210	173
NBPF14	99	73	45	53
NBPF15	182	153	150	132
NBPF20	78	76	69	70
NBPF26	27	13	16	29
NBPF3	295	302	287	220
NBPF9	129	141	89	77
NBR1	1484	1375	1448	1130
NCAM1	261	245	238	234
NCAPD2	5440	4954	4817	4110
NCAPD3	4913	4137	4586	3892
NCAPG	4597	4385	4508	3284
NCAPG2	3873	3358	3058	2667
NCAPH	2116	1917	2032	1598
NCAPH2	1675	1522	1577	1246
NCBP1	2722	2577	2588	2076
NCBP2	360	331	340	260
NCBP3	1342	1302	1219	1033
NCDN	675	589	642	617
NCEH1	90	83	119	63
NCK1	475	442	434	310
NCK2	252	240	222	204
NCKAP1	5459	5147	4866	3855
NCKAP5L	404	343	361	353
NCKIPSD	822	690	812	668
NCL	25918	28819	28068	19267
NCLN	928	868	893	722
NCOA1	845	641	771	715
NCOA2	1564	1346	1439	1201
NCOA3	999	781	896	772
NCOA4	2883	2447	2844	2013
NCOA5	889	833	822	830
NCOA6	1049	822	696	1005
NCOA7	436	358	318	307
NCOR1	4338	3777	3861	3567
NCOR2	799	572	359	573
NCR3LG1	578	513	524	446
NCS1	280	242	251	156
NCSTN	1010	807	808	853
NDC1	2126	1750	2212	1481
NDC80	1299	1196	1149	814
NDE1	456	394	400	339
NDEL1	494	467	475	417
NDFIP1	665	608	532	445
NDFIP2	548	486	563	337
NDNF	55	40	46	40
NDOR1	260	251	261	196
NDRG1	306	320	356	264
NDRG2	140	108	140	92
NDRG3	492	425	522	394
NDRG4	121	101	117	91
NDST1	701	570	570	507
NDST2	77	68	65	67
NDUFA1	2234	2235	1816	1109
NDUFA10	1851	1732	1757	1228
NDUFA11	358	335	404	263
NDUFA12	1137	1008	1111	646
NDUFA13	487	493	406	331
NDUFA2	560	496	577	355
NDUFA3	405	329	440	233
NDUFA4	639	469	777	353
NDUFA5	492	454	400	286
NDUFA6	951	933	893	575
NDUFA8	798	799	852	509
NDUFA9	328	292	372	272
NDUFAB1	1241	1079	1172	696
NDUFAF1	415	414	373	266
NDUFAF2	229	199	295	182
NDUFAF3	919	816	811	599
NDUFAF4	974	990	912	571
NDUFAF5	510	472	460	335
NDUFAF6	389	320	339	261
NDUFAF7	482	482	431	320
NDUFAF8	333	309	246	152
NDUFB1	697	618	590	294
NDUFB10	2276	2068	2434	1582
NDUFB11	1360	1338	1172	860
NDUFB2	810	738	693	480
NDUFB3	604	546	591	337
NDUFB4	984	781	1129	663
NDUFB5	551	550	487	283
NDUFB6	1335	1179	1070	730
NDUFB7	771	784	720	475
NDUFB8	338	258	373	252
NDUFB9	1977	2013	1495	1114
NDUFC1	535	426	466	281
NDUFC2	454	565	259	207
NDUFS1	3661	3292	3431	2398
NDUFS2	2506	2318	2234	1601
NDUFS3	1518	1374	1387	1075
NDUFS4	605	587	550	401
NDUFS5	2164	2250	1988	1286
NDUFS6	601	651	592	342
NDUFS7	594	559	618	409
NDUFS8	1144	1011	1178	817
NDUFV1	3212	2920	2896	2138
NDUFV2	727	657	717	483
NDUFV3	1108	1051	1045	794
NEB	316	328	248	228
NEBL	197	181	180	152
NECAB3	205	169	148	150
NECAP1	419	415	375	304
NECAP2	389	371	404	272
NECTIN1	89	71	62	66
NECTIN2	377	326	296	280
NECTIN3	990	861	998	717
NEDD1	866	795	809	629
NEDD4	324	303	333	243
NEDD4L	246	211	286	170
NEDD8	142	141	142	105
NEDD8-MDP1	277	333	344	263
NEDD9	31	30	22	40
NEFL	421	419	371	299
NEFM	677	661	563	548
NEIL1	175	154	139	150
NEIL2	80	70	56	45
NEIL3	866	789	750	570
NEK1	1398	1282	1183	1037
NEK10	202	173	134	111
NEK11	100	106	83	77
NEK2	1090	1099	1012	754
NEK3	429	388	392	292
NEK4	2052	1862	1955	1550
NEK6	283	257	271	226
NEK7	507	455	574	381
NEK9	1883	1609	1599	1362
NELFA	466	447	422	406
NELFB	1008	933	974	773
NELFCD	1679	1652	1807	1319
NELFE	1302	1155	1246	854
NELL2	548	514	519	378
NEMF	1867	1750	1717	1329
NEMP1	808	756	632	557
NEMP2	129	110	102	77
NENF	842	776	717	476
NEO1	1223	1057	976	960
NEPRO	1414	1292	1255	958
NES	60	50	44	35
NET1	1576	1580	1710	1192
NETO2	1447	1318	1344	951
NEU1	454	439	475	345
NEU3	354	284	321	267
NEURL2	22	20	19	20
NEURL4	1019	909	820	740
NEXMIF	40	28	36	34
NEXN	140	130	130	105
NF1	3636	3003	2772	2809
NF2	2004	1803	1557	1424
NFASC	34	14	24	21
NFAT5	1293	1111	1089	1185
NFATC1	70	62	49	47
NFATC2IP	587	529	474	464
NFATC3	1347	1086	1323	1134
NFATC4	71	53	51	47
NFE2L1	1099	1050	1173	972
NFE2L2	830	706	664	625
NFE2L3	481	428	583	471
NFIA	517	467	392	412
NFIB	223	165	173	186
NFIC	73	54	36	59
NFIL3	240	195	198	212
NFIX	110	81	49	84
NFKB1	913	934	812	648
NFKB2	162	148	115	119
NFKBIA	237	236	333	217
NFKBIB	303	239	240	160
NFKBIE	68	60	54	24
NFKBIL1	190	176	173	120
NFKBIZ	76	79	95	87
NFRKB	2004	1627	1800	1575
NFS1	347	273	291	243
NFU1	597	557	639	366
NFX1	1737	1467	1447	1428
NFXL1	1068	1013	855	755
NFYA	457	364	348	372
NFYB	345	345	350	255
NFYC	610	511	595	483
NGDN	1268	1317	1148	859
NGEF	78	64	74	67
NGLY1	1513	1351	1353	1003
NGRN	1425	1406	1467	1057
NHEJ1	304	244	252	221
NHLRC2	1175	984	1037	879
NHLRC3	242	229	192	148
NHP2	1887	1875	1964	1183
NHS	45	32	33	26
NHSL1	298	251	243	270
NHSL2	41	33	22	41
NID1	1425	1183	958	1253
NID2	333	269	269	262
NIF3L1	865	807	853	608
NIFK	1512	1285	1570	1026
NIN	3815	3576	3195	2597
NINJ1	42	37	44	34
NINL	447	426	344	311
NIP7	912	801	785	542
NIPA1	59	48	48	47
NIPA2	835	752	890	574
NIPAL1	70	60	47	36
NIPAL2	51	41	51	42
NIPAL3	349	288	341	246
NIPBL	4033	3534	3339	3298
NIPSNAP1	714	653	769	487
NIPSNAP2	834	818	871	568
NIPSNAP3A	464	500	404	317
NISCH	1858	1621	1710	1506
NIT1	319	261	301	209
NIT2	692	627	744	457
NKAP	1064	995	1004	826
NKAPD1	808	728	749	560
NKD1	32	31	25	19
NKD2	88	76	67	60
NKIRAS1	179	185	159	133
NKIRAS2	284	287	264	203
NKRF	2189	1992	2079	1741
NKTR	4784	4072	4569	3731
NKX2-5	198	188	199	156
NKX6-1	44	46	43	33
NLE1	658	526	665	515
NLGN1	190	165	201	131
NLGN2	154	104	64	111
NLK	181	133	200	130
NLN	1519	1451	1391	1162
NLRC4	47	35	30	48
NLRC5	19	18	31	23
NLRP14	47	60	60	40
NLRX1	368	302	312	254
NMB	78	60	93	36
NMD3	1736	1728	1572	1101
NME1	1397	1228	1456	925
NME1-NME2	254	224	262	85
NME3	323	341	252	183
NME4	798	699	700	494
NME5	16	19	15	12
NME6	300	258	250	234
NME7	433	410	361	311
NMI	29	32	20	16
NMNAT1	151	166	157	102
NMNAT3	16	19	22	18
NMRAL1	355	320	326	257
NMRK1	67	58	69	42
NMT1	1618	1514	1755	1269
NMT2	589	563	530	450
NMU	115	92	108	75
NNT	2080	1735	1906	1443
NOA1	893	854	826	684
NOB1	819	776	805	614
NOC2L	3328	3288	3465	2533
NOC3L	2647	2455	2499	1820
NOC4L	428	361	430	336
NOCT	472	342	472	383
NOD1	134	111	107	101
NOL10	2420	2278	2240	1600
NOL11	3812	3499	3847	2848
NOL12	32	38	39	14
NOL4	26	19	20	16
NOL4L	23	24	18	18
NOL6	1275	1056	1238	1041
NOL7	2080	2168	1940	1407
NOL8	2786	2568	2230	1959
NOL9	1667	1393	1499	1271
NOLC1	5076	4896	5285	3993
NOM1	898	917	938	737
NOMO1	671	550	662	578
NOMO2	154	119	178	167
NOMO3	188	122	173	161
NONO	7608	7402	7696	5876
NOP10	491	458	465	290
NOP14	4401	4434	4082	3345
NOP16	1250	1270	1185	782
NOP2	2934	2728	2851	2291
NOP53	1407	1451	1405	1004
NOP56	9144	8507	8850	6579
NOP58	6126	5920	5618	4069
NOP9	787	717	724	630
NOS1AP	64	47	32	48
NOS2	44	27	29	22
NOSIP	935	830	925	676
NOSTRIN	114	98	101	126
NOTCH1	364	243	273	308
NOTCH2	4754	4093	3617	3593
NOTCH3	267	170	142	200
NOTCH4	18	11	15	13
NOVA1	91	89	60	65
NOX1	23	12	17	11
NOXA1	33	42	47	38
NOXO1	102	68	75	78
NPAS1	93	74	70	67
NPAS2	61	49	41	52
NPAT	1830	1470	1812	1383
NPC1	725	624	637	622
NPC2	713	654	667	446
NPDC1	204	194	172	151
NPEPL1	87	82	69	81
NPEPPS	2629	2335	1677	1771
NPHP1	246	222	248	138
NPHP3	396	361	333	278
NPHP3-ACAD11	27	30	14	13
NPHP4	456	354	324	377
NPIPB4	34	32	14	40
NPL	108	133	101	94
NPLOC4	1681	1473	1674	1380
NPM1	13397	13466	12835	9388
NPM3	1247	1297	1099	799
NPNT	118	89	96	73
NPRL2	571	493	600	419
NPRL3	220	170	142	212
NPTN	774	675	741	530
NPTX1	183	162	149	139
NPTX2	102	80	97	91
NPY1R	36	29	43	21
NQO1	140	136	119	129
NQO2	408	384	373	259
NR1D2	1297	1155	1221	951
NR1H2	184	167	227	142
NR1H3	114	108	142	96
NR1I3	127	94	119	83
NR2C1	869	729	742	609
NR2C2	864	678	623	641
NR2C2AP	217	221	251	185
NR2F1	292	251	296	310
NR2F2	413	350	317	310
NR2F6	265	242	164	130
NR3C1	786	690	637	538
NR3C2	384	351	379	289
NR4A1	36	35	50	20
NR5A2	27	29	25	18
NR6A1	296	240	239	258
NRARP	42	45	38	36
NRAS	992	813	998	728
NRBF2	175	126	162	99
NRBP1	1077	923	1136	953
NRBP2	59	49	64	47
NRCAM	225	208	203	164
NRDC	4439	4104	3773	3205
NRDE2	1339	1215	1154	996
NREP	54	41	47	43
NRF1	507	441	501	419
NRIP1	895	771	897	690
NRIP2	48	44	29	47
NRIP3	121	90	100	72
NRK	20	23	17	18
NRM	30	28	32	20
NRN1	147	136	140	104
NRP1	563	583	538	445
NRP2	141	114	125	114
NRSN2	75	78	61	80
NRXN2	21	22	13	18
NRXN3	236	230	216	221
NSA2	1105	1071	1199	731
NSD1	9318	8653	7165	6680
NSD2	4625	4129	3495	3335
NSD3	1886	1597	1546	1424
NSDHL	811	690	902	705
NSF	681	678	630	511
NSFL1C	760	682	731	577
NSG1	31	34	27	23
NSL1	976	897	922	683
NSMAF	848	693	763	618
NSMCE1	553	521	488	368
NSMCE2	517	470	521	353
NSMCE3	286	259	267	198
NSMCE4A	1379	1321	1170	828
NSMF	844	691	724	631
NSRP1	267	279	289	219
NSUN2	3366	3442	3150	2527
NSUN3	396	348	345	276
NSUN4	359	339	337	320
NSUN5	374	400	378	292
NSUN6	564	526	463	389
NT5C	334	300	322	223
NT5C2	624	539	602	479
NT5C3A	349	299	379	235
NT5C3B	1722	1490	1760	1184
NT5DC1	875	777	835	712
NT5DC2	2352	2062	2376	1889
NT5DC3	418	413	344	336
NT5M	44	41	45	32
NTAN1	274	216	277	176
NTHL1	706	710	659	462
NTMT1	662	668	751	525
NTN1	91	92	88	87
NTN3	33	32	17	21
NTPCR	768	678	769	499
NUAK1	189	175	176	156
NUAK2	16	15	15	25
NUB1	1214	1088	1252	913
NUBP1	357	350	387	252
NUBP2	605	647	528	427
NUBPL	309	292	240	178
NUCB1	671	614	642	535
NUCB2	835	861	849	557
NUCKS1	10484	10791	10210	7769
NUDC	1829	1994	2012	1374
NUDCD1	1072	1016	911	638
NUDCD2	418	470	362	226
NUDCD3	583	570	605	452
NUDT1	317	334	303	222
NUDT10	24	26	21	20
NUDT11	90	73	59	53
NUDT12	633	575	547	390
NUDT13	192	174	161	164
NUDT14	87	88	94	60
NUDT15	374	369	274	268
NUDT16	260	204	187	124
NUDT16L1	143	148	120	94
NUDT17	65	60	48	48
NUDT18	36	36	35	21
NUDT19	367	348	320	269
NUDT2	182	196	172	143
NUDT21	1408	1286	1464	884
NUDT22	184	196	192	111
NUDT3	31	37	36	12
NUDT4	39	37	39	18
NUDT5	1840	1638	1598	1158
NUDT6	147	108	131	83
NUDT7	50	51	63	40
NUDT8	87	89	81	48
NUDT9	273	293	262	211
NUF2	1187	1128	1230	850
NUFIP1	464	421	377	332
NUFIP2	2097	1929	2058	1707
NUMA1	3471	3092	3039	2907
NUMB	452	394	424	399
NUMBL	163	155	94	119
NUP107	4361	4174	3992	2813
NUP133	9312	8450	8251	6078
NUP153	7604	6078	7388	6175
NUP155	7722	6464	7277	5500
NUP160	5322	4588	4214	3742
NUP188	5513	4858	4688	4671
NUP205	10683	9374	10150	7539
NUP210	3591	2956	3050	3145
NUP210L	57	48	60	34
NUP214	2078	1665	1523	1849
NUP35	711	533	702	517
NUP37	1106	994	1147	753
NUP43	1900	1591	1832	1365
NUP50	747	721	680	542
NUP54	1875	1652	1977	1286
NUP58	1544	1271	1630	1181
NUP62	814	700	863	698
NUP62CL	312	240	288	215
NUP85	1844	1652	1849	1354
NUP88	2539	2246	2582	1894
NUP93	3539	3290	3327	2377
NUP98	5391	4507	5370	4114
NUPL2	987	832	972	664
NUS1	233	216	176	164
NUSAP1	2080	1798	2317	1529
NUTF2	738	486	865	490
NVL	3013	2640	2636	2146
NXF1	987	995	1072	939
NXN	186	171	198	154
NXPE3	585	489	494	402
NXPH4	15	12	18	19
NXT1	248	240	213	171
NXT2	175	140	154	112
NYNRIN	97	82	64	95
OAF	152	135	129	120
OARD1	121	98	117	62
OAT	3791	3488	4144	2581
OAZ1	7228	5932	8097	5522
OAZ2	268	249	188	173
OAZ3	22	13	20	18
OBSCN	439	356	318	311
OBSL1	1249	1247	1066	956
OCA2	59	70	47	47
OCEL1	31	27	27	30
OCIAD1	1017	930	1041	737
OCLN	250	234	240	183
OCRL	1623	1452	1352	1198
ODC1	9046	8519	8238	5648
ODF2	1715	1594	1490	1311
ODF2L	897	895	747	613
ODF3B	36	25	15	19
ODR4	934	839	871	638
OFD1	1052	1006	1010	825
OGA	4129	3624	3379	2935
OGDH	1139	1016	999	938
OGDHL	419	416	394	310
OGFOD1	1779	1722	1441	1257
OGFOD2	143	127	146	100
OGFOD3	239	225	205	159
OGFR	713	669	653	491
OGFRL1	465	460	443	319
OGG1	231	186	219	188
OGN	123	130	67	103
OGT	5322	4630	4737	3766
OIP5	302	252	276	171
OLA1	2119	2147	2038	1408
OMA1	1170	1053	1200	788
OMD	123	102	65	123
OMG	74	87	54	54
ONECUT2	58	58	54	66
OPA1	3017	2838	2586	2000
OPA3	51	42	47	42
OPHN1	252	198	193	167
OPN1SW	37	38	28	33
OPTN	166	143	164	90
ORAI1	73	39	82	49
ORAI2	77	48	45	47
ORAI3	43	28	25	20
ORC1	1732	1562	1722	1330
ORC2	1339	1277	1345	988
ORC3	1311	1129	1303	982
ORC4	1109	1072	1122	809
ORC5	995	891	876	643
ORC6	871	877	775	668
ORMDL1	401	357	480	269
ORMDL2	256	233	251	153
ORMDL3	104	102	120	75
OS9	1929	1850	1914	1397
OSBP	1302	1190	1023	977
OSBP2	136	93	105	112
OSBPL10	98	90	98	94
OSBPL11	1006	847	944	810
OSBPL1A	528	509	462	384
OSBPL2	456	407	432	351
OSBPL3	764	690	638	570
OSBPL5	111	108	114	96
OSBPL6	661	529	522	452
OSBPL8	1926	1795	1835	1365
OSBPL9	1938	1747	1961	1385
OSCP1	110	95	94	73
OSER1	454	357	534	381
OSGEP	912	817	834	639
OSGEPL1	294	266	282	226
OSGIN2	426	403	408	303
OSMR	18	14	22	17
OSR2	52	53	55	54
OST4	299	281	234	126
OSTC	628	619	592	321
OSTF1	268	200	279	187
OSTM1	296	255	272	190
OTUB1	758	654	975	681
OTUB2	71	59	75	57
OTUD1	70	69	49	46
OTUD3	387	338	317	225
OTUD4	1268	1192	1055	947
OTUD5	747	719	653	549
OTUD6B	600	606	572	416
OTUD7A	55	33	49	42
OTUD7B	802	746	747	551
OTULIN	343	316	279	212
OTULINL	185	177	149	126
OTX2	10	10	11	10
OVCA2	334	284	360	299
OVGP1	112	128	113	93
OXA1L	1472	1158	1416	1090
OXCT1	811	674	715	493
OXLD1	174	178	146	105
OXNAD1	657	614	530	459
OXR1	772	670	674	460
OXSM	442	402	406	269
OXSR1	891	877	878	651
OXTR	16	18	13	13
P2RX2	16	22	17	15
P2RX4	149	122	137	107
P2RY1	165	123	148	118
P2RY13	25	17	16	14
P2RY14	63	50	35	34
P3H1	1070	931	926	781
P3H2	20	18	16	20
P3H3	351	294	246	223
P3H4	350	352	265	196
P4HA1	885	808	866	593
P4HA2	248	217	250	186
P4HB	4379	3944	4393	3454
PA2G4	3591	3407	3280	2599
PAAF1	221	192	205	170
PABPC1	10290	8831	7127	8571
PABPC1L	212	196	147	196
PABPC4	3773	3256	2818	3004
PABPC4L	323	329	274	234
PABPN1	207	252	155	104
PACRGL	210	182	250	173
PACS1	279	269	162	260
PACS2	520	429	542	452
PACSIN2	803	851	693	612
PACSIN3	294	306	310	220
PADI2	20	13	15	19
PAF1	1362	1287	1479	1070
PAFAH1B1	1461	1339	1347	1063
PAFAH1B2	1357	1261	1176	842
PAFAH1B3	411	390	373	310
PAFAH2	102	78	84	66
PAG1	190	136	188	156
PAGR1	981	1031	720	605
PAICS	6339	6334	5475	4646
PAIP1	500	392	440	293
PAIP2	616	546	605	408
PAIP2B	88	89	86	66
PAK1	550	561	435	429
PAK1IP1	1516	1257	1417	929
PAK2	779	669	513	604
PAK3	23	16	24	17
PAK4	315	329	271	265
PALB2	911	814	814	719
PALD1	501	462	467	370
PALLD	611	550	436	493
PALM	50	53	39	38
PAM	1135	952	1011	791
PAM16	42	29	25	30
PAN2	777	708	762	633
PAN3	941	777	782	664
PANK1	239	216	225	155
PANK2	931	856	743	548
PANK3	1726	1636	1569	1191
PANK4	572	475	525	413
PANX1	211	164	197	151
PAOX	34	30	36	23
PAPOLA	4069	3678	3651	3267
PAPOLB	37	33	30	23
PAPOLG	510	457	467	363
PAPSS1	914	866	854	611
PAPSS2	235	216	182	175
PAQR3	388	325	424	333
PAQR4	91	67	95	65
PAQR5	67	49	73	47
