	untr_a_hek	untr_b_hek	isrib_a_hek	isrib_b_hek
PAQR6	52	39	49	38
PAQR7	31	23	40	18
PAQR8	50	32	43	27
PARD3	1272	1145	1198	976
PARD3B	274	248	238	221
PARD6A	19	18	22	16
PARD6B	264	223	205	156
PARD6G	50	50	46	30
PARG	907	813	834	614
PARK7	2783	2839	2706	1852
PARL	108	106	80	60
PARM1	29	16	40	25
PARN	1137	1050	1076	865
PARP1	24727	23311	24014	18771
PARP11	164	134	128	116
PARP16	96	85	84	85
PARP2	958	913	891	691
PARP3	105	103	143	92
PARP4	1029	877	963	789
PARP6	775	627	665	603
PARP8	321	311	260	214
PARP9	72	87	81	55
PARPBP	996	930	862	649
PARS2	175	142	184	145
PARVA	217	204	164	156
PARVB	458	409	401	362
PASK	809	709	701	587
PATJ	1627	1427	1411	1115
PATL1	726	622	514	681
PATZ1	844	740	697	628
PAWR	938	933	763	610
PAX3	213	180	184	164
PAX6	366	321	368	287
PAX9	31	33	27	22
PAXBP1	3174	3049	2933	2218
PAXIP1	1048	908	911	687
PAXX	434	384	458	300
PBDC1	480	483	471	338
PBK	579	574	589	367
PBLD	95	75	77	58
PBRM1	5016	4658	4563	3701
PBX1	329	258	311	261
PBX2	231	183	207	184
PBX3	259	236	251	210
PBX4	41	30	23	22
PBXIP1	239	237	222	148
PC	361	337	341	291
PCBD1	245	192	277	164
PCBD2	56	67	37	43
PCBP1	851	683	712	775
PCBP2	4598	3525	3176	4324
PCBP3	28	16	12	20
PCBP4	62	67	73	67
PCCA	405	412	376	343
PCCB	1476	1321	1427	996
PCDH10	878	779	711	660
PCDH12	29	26	29	32
PCDH17	141	109	127	103
PCDH18	91	84	80	47
PCDH7	1225	1099	1009	966
PCDH9	809	778	867	662
PCDHGA11	33	36	23	19
PCDHGC3	33	34	17	20
PCED1A	342	293	360	288
PCF11	3359	2926	3242	2568
PCGF1	207	206	217	136
PCGF2	113	93	75	81
PCGF3	455	368	453	345
PCGF5	331	249	271	187
PCGF6	475	543	443	311
PCID2	666	589	667	404
PCIF1	318	229	226	266
PCK2	278	249	262	217
PCLO	919	735	643	850
PCM1	5123	4859	4458	3483
PCMT1	1940	1724	1801	1253
PCMTD1	202	200	170	180
PCMTD2	486	447	385	311
PCNA	6496	6324	6502	4446
PCNP	826	825	829	577
PCNT	5200	4886	4076	4085
PCNX1	3187	2844	2764	2422
PCNX2	1601	1426	1404	1259
PCNX3	1173	894	915	973
PCNX4	1884	1630	1673	1279
PCOLCE	24	17	22	17
PCOLCE2	506	450	467	279
PCSK1N	71	58	46	30
PCSK4	16	14	14	13
PCSK5	311	313	284	230
PCSK6	1329	1127	1081	932
PCSK7	457	442	392	358
PCTP	150	161	192	129
PCYOX1	560	568	509	423
PCYOX1L	105	90	118	73
PCYT1A	424	353	394	255
PCYT1B	28	21	17	23
PCYT2	275	247	297	226
PDAP1	633	703	728	487
PDCD10	752	703	809	511
PDCD11	6115	5731	5568	4564
PDCD2	1578	1515	1411	981
PDCD2L	382	331	363	252
PDCD4	1564	1694	1460	1011
PDCD5	1726	1634	1605	959
PDCD6	452	421	440	311
PDCD6IP	3418	3110	3172	2390
PDCD7	226	210	163	158
PDCL	459	438	412	298
PDCL3	291	308	291	173
PDE10A	134	123	138	125
PDE12	1313	1173	1239	1026
PDE3B	1058	917	863	715
PDE4D	187	147	163	136
PDE4DIP	509	489	428	407
PDE5A	321	300	308	247
PDE6D	231	218	195	150
PDE7A	372	354	341	262
PDE8A	821	674	762	557
PDE9A	192	145	199	148
PDF	117	134	101	60
PDGFA	16	18	12	20
PDGFC	190	148	158	105
PDGFRL	56	53	48	33
PDHA1	2762	2736	2514	1747
PDHB	2812	2742	2831	1919
PDHX	956	868	965	662
PDIA2	39	34	36	33
PDIA3	2555	2568	2484	2019
PDIA4	3900	3948	3776	2735
PDIA5	412	404	348	308
PDIA6	5408	5300	4968	3511
PDIK1L	344	291	241	199
PDK1	301	276	264	226
PDK2	187	149	173	158
PDK3	499	432	410	319
PDLIM1	558	450	513	404
PDLIM3	143	116	133	88
PDLIM4	21	18	27	23
PDLIM5	573	544	538	455
PDLIM7	223	215	249	264
PDP1	358	268	360	256
PDP2	300	271	286	246
PDPK1	144	122	141	135
PDPN	121	119	168	99
PDPR	317	295	267	255
PDRG1	241	275	195	141
PDS5A	3973	3699	3515	2822
PDS5B	2541	2259	1990	1872
PDSS1	676	641	537	418
PDSS2	226	223	215	173
PDXDC1	1442	1403	1479	1071
PDXK	794	803	771	628
PDXP	25	56	14	16
PDZD11	221	212	218	183
PDZD2	74	57	46	47
PDZD4	70	74	61	52
PDZD7	21	20	26	15
PDZD8	2375	2204	2208	1848
PDZRN3	153	153	165	117
PEA15	195	181	218	153
PEAK1	798	703	627	660
PEBP1	1603	1427	1650	1088
PECR	222	206	194	150
PEF1	804	657	918	695
PELI1	223	192	298	176
PELI2	185	152	172	113
PELI3	106	92	101	88
PELO	643	566	657	443
PELP1	1584	1366	1165	1322
PEMT	385	337	360	341
PEPD	877	835	813	524
PER2	188	172	176	148
PER3	52	49	47	53
PERP	338	250	476	241
PES1	4195	4378	4272	2965
PET100	228	287	209	173
PET117	159	161	105	78
PEX1	1180	1033	1078	779
PEX10	188	169	153	134
PEX11A	152	172	155	112
PEX11B	181	142	172	128
PEX12	64	65	61	63
PEX13	423	413	400	291
PEX14	207	194	188	184
PEX16	274	253	245	176
PEX19	450	393	418	268
PEX2	427	462	405	291
PEX26	335	280	282	241
PEX3	946	845	910	590
PEX5	721	615	550	463
PEX6	174	126	145	138
PEX7	245	238	193	143
PFAS	2768	2340	2449	2084
PFDN1	384	299	389	231
PFDN2	654	689	715	418
PFDN4	825	901	783	549
PFDN5	2115	1985	2050	1348
PFDN6	585	531	582	387
PFKFB2	320	268	332	209
PFKFB3	383	337	346	320
PFKFB4	97	83	72	63
PFKL	1836	1588	1812	1455
PFKM	2321	2106	2013	1612
PFKP	1151	1056	990	791
PFN1	2761	2574	2440	1852
PFN2	1162	1010	1096	761
PGAM1	26	25	19	10
PGAM2	60	56	53	56
PGAM5	1068	1023	1098	739
PGAP1	691	550	572	497
PGAP2	146	112	154	115
PGAP3	64	60	74	49
PGBD1	614	569	514	470
PGBD2	133	127	155	115
PGBD4	75	63	62	56
PGBD5	153	97	124	132
PGD	2175	2122	2323	1691
PGGHG	178	136	168	138
PGGT1B	444	386	414	299
PGK1	7329	6801	7380	5195
PGM1	1577	1374	1383	1008
PGM2	1292	1257	1179	840
PGM2L1	207	202	178	135
PGM3	1270	1083	1229	838
PGP	568	510	544	344
PGPEP1	45	25	34	24
PGRMC1	1838	1719	1750	1154
PGRMC2	278	278	210	209
PGS1	421	391	396	335
PHACTR1	40	30	32	37
PHACTR2	498	477	542	402
PHACTR4	650	586	485	584
PHAX	1156	968	1040	758
PHB	3401	3066	3362	2308
PHB2	4364	3708	4313	3040
PHC1	57	37	34	32
PHC2	758	642	697	617
PHC3	683	555	601	622
PHETA1	25	29	22	15
PHEX	24	13	15	14
PHF1	183	144	136	112
PHF10	1553	1401	1225	1242
PHF11	31	24	26	39
PHF12	389	378	271	386
PHF13	194	148	106	88
PHF14	2282	2202	2168	1620
PHF19	362	353	321	243
PHF2	687	573	594	574
PHF20	959	961	883	835
PHF20L1	1527	1440	1583	1126
PHF21A	175	134	113	119
PHF21B	52	37	34	25
PHF23	643	687	604	421
PHF3	5746	5103	5431	4097
PHF5A	528	463	488	247
PHF6	2198	2064	2203	1545
PHF7	73	63	64	49
PHF8	1598	1469	1153	1225
PHGDH	4752	4633	4414	3832
PHIP	4699	4359	3949	3316
PHKA1	1278	1171	1262	911
PHKA2	908	753	821	686
PHKB	1352	1104	1130	958
PHKG1	50	41	38	50
PHKG2	847	755	775	717
PHLDA3	31	34	35	24
PHLDB1	203	200	178	157
PHLDB2	239	205	208	171
PHLDB3	76	81	84	50
PHLPP1	589	485	415	445
PHLPP2	863	748	753	732
PHOSPHO2	176	141	118	107
PHPT1	461	402	472	307
PHRF1	1664	1508	1523	1424
PHTF1	763	758	706	540
PHTF2	713	687	657	532
PHYH	160	165	159	126
PHYHD1	295	204	264	187
PHYKPL	506	455	471	452
PI4K2A	25	27	18	17
PI4K2B	43	57	39	19
PI4KA	2667	2277	2238	2198
PI4KB	1876	1811	1971	1557
PIAS1	672	598	700	595
PIAS2	547	479	567	436
PIAS3	347	268	294	315
PIAS4	347	332	301	270
PIBF1	953	908	781	671
PICALM	1668	1460	1629	1384
PICK1	571	511	564	461
PIDD1	255	245	212	210
PIEZO1	1751	1458	1479	1423
PIF1	192	173	166	157
PIGA	578	519	541	378
PIGB	183	160	179	112
PIGBOS1	27	33	30	27
PIGC	423	388	413	244
PIGF	262	261	276	208
PIGG	926	787	835	682
PIGH	153	102	176	122
PIGK	1503	1451	1479	1038
PIGL	218	184	173	139
PIGM	314	279	316	257
PIGN	722	680	723	542
PIGO	533	433	519	459
PIGP	192	191	200	123
PIGQ	494	441	501	425
PIGS	872	722	811	633
PIGT	705	544	702	542
PIGU	246	244	334	237
PIGV	82	71	81	71
PIGW	745	603	715	589
PIGX	291	251	245	165
PIGY	368	324	393	285
PIH1D1	961	834	810	563
PIH1D2	52	49	69	54
PIK3AP1	71	54	54	39
PIK3C2A	3712	3233	3274	2776
PIK3C2B	229	134	156	191
PIK3C3	699	708	609	531
PIK3CA	491	405	423	339
PIK3CB	792	657	480	600
PIK3CD	42	51	54	46
PIK3IP1	20	20	12	13
PIK3R1	420	369	369	347
PIK3R3	47	63	29	27
PIK3R4	2010	1789	1958	1477
PIKFYVE	1920	1691	1668	1480
PILRB	432	357	393	380
PIM1	102	86	88	76
PIM2	263	212	298	223
PIM3	479	428	384	299
PIMREG	259	242	241	172
PIN1	586	603	545	381
PIN4	577	576	637	388
PINK1	615	513	689	452
PINX1	295	318	298	204
PIP4K2A	443	443	448	367
PIP4K2B	374	345	318	295
PIP4K2C	299	291	278	259
PIP4P1	270	240	257	197
PIP4P2	38	37	55	33
PIP5K1A	1583	1386	1500	1221
PIP5K1B	44	36	59	52
PIP5K1C	183	168	145	154
PIP5KL1	15	18	16	18
PIR	304	284	279	236
PISD	485	464	479	333
PITHD1	448	441	497	293
PITPNA	548	504	511	428
PITPNB	1051	1101	797	895
PITPNC1	127	116	127	112
PITPNM1	194	186	209	160
PITPNM2	84	53	60	85
PITPNM3	34	35	34	31
PITRM1	2645	2247	2835	2154
PITX1	236	178	230	164
PITX2	102	98	104	68
PJA1	770	763	755	525
PJA2	1531	1415	1431	1119
PJVK	26	29	24	28
PKD1	828	664	665	698
PKD1L1	51	33	27	40
PKD2	811	823	614	604
PKD2L2	48	35	54	55
PKDCC	123	97	86	79
PKDREJ	41	36	35	30
PKIA	36	33	46	35
PKIB	21	21	13	12
PKIG	55	60	50	30
PKM	16820	16171	15634	12696
PKMYT1	515	433	507	442
PKN1	1573	1430	1364	1160
PKN2	3024	2828	2439	2186
PKN3	471	402	428	342
PKNOX1	461	395	465	359
PKNOX2	69	48	72	57
PKP2	323	279	271	218
PKP4	2022	1667	2148	1534
PLA2G12A	33	41	25	22
PLA2G15	107	106	87	73
PLA2G16	60	52	46	43
PLA2G4A	577	484	513	341
PLA2G6	156	135	146	140
PLA2G7	16	18	25	25
PLAA	1315	1221	1376	1037
PLAC1	31	39	56	28
PLAG1	129	125	127	114
PLAGL1	385	347	332	352
PLAGL2	369	290	266	324
PLAT	385	404	431	319
PLAUR	53	49	52	43
PLBD2	270	206	151	256
PLCB1	436	438	421	329
PLCB3	781	661	683	621
PLCB4	300	256	214	188
PLCD1	90	74	83	66
PLCD3	212	173	191	199
PLCD4	148	102	93	116
PLCE1	472	392	373	319
PLCG1	2224	1919	2027	1890
PLCG2	240	236	233	232
PLCH1	482	479	415	366
PLCL1	44	41	41	45
PLCL2	790	652	608	483
PLCXD1	274	231	241	207
PLCXD2	66	59	60	54
PLD1	106	114	109	73
PLD2	243	206	221	186
PLD3	782	643	715	558
PLD6	254	194	253	179
PLEC	1711	1333	949	1271
PLEKHA1	648	521	555	450
PLEKHA2	45	38	37	27
PLEKHA3	210	181	207	170
PLEKHA5	632	579	632	463
PLEKHA7	219	173	163	144
PLEKHA8	361	340	295	254
PLEKHB2	545	540	467	371
PLEKHF1	22	21	11	15
PLEKHF2	135	120	112	80
PLEKHG1	80	57	55	65
PLEKHG2	252	173	184	239
PLEKHG3	447	415	372	331
PLEKHG4	575	531	661	508
PLEKHG5	106	88	71	72
PLEKHH1	355	324	298	307
PLEKHH2	233	233	214	177
PLEKHH3	163	148	99	92
PLEKHJ1	386	384	340	270
PLEKHM1	173	128	145	159
PLEKHM2	810	702	792	630
PLEKHM3	405	341	325	342
PLEKHO1	320	307	338	249
PLEKHO2	35	34	24	33
PLGRKT	128	137	136	101
PLIN2	485	508	447	332
PLIN3	266	240	283	170
PLIN4	35	30	29	30
PLK1	1831	1550	1633	1497
PLK2	114	81	99	84
PLK3	29	29	29	16
PLK4	1520	1322	1519	1149
PLOD1	854	821	860	677
PLOD2	1719	1760	1695	1166
PLOD3	552	509	399	430
PLPBP	299	253	327	250
PLPP1	150	111	147	130
PLPP3	50	37	45	34
PLPP5	130	102	98	100
PLPP6	42	31	25	29
PLPPR2	115	87	99	80
PLPPR3	14	24	23	19
PLRG1	2160	1814	2047	1473
PLS1	720	681	684	509
PLS3	15100	14417	13819	9926
PLSCR1	538	489	427	335
PLSCR3	29	31	35	40
PLSCR4	22	26	15	22
PLTP	247	173	222	192
PLXDC2	186	140	163	125
PLXNA1	1769	1513	1517	1463
PLXNA2	168	112	104	146
PLXNA3	324	298	270	334
PLXNB1	175	174	151	143
PLXNB2	963	828	786	789
PLXNC1	150	115	115	120
PLXND1	190	177	182	204
PM20D1	63	41	33	45
PM20D2	813	776	616	470
PMAIP1	187	196	214	157
PMCH	201	169	180	169
PMEL	24	15	18	20
PMEPA1	28	24	17	37
PMF1	88	91	127	85
PMFBP1	73	80	86	77
PML	177	126	135	156
PMM1	132	127	111	103
PMM2	480	478	402	362
PMP22	40	38	69	52
PMPCA	1830	1706	1779	1288
PMPCB	2188	1990	2082	1327
PMS1	1152	1117	1056	787
PMS2	404	388	355	271
PMVK	164	162	157	138
PNCK	19	11	20	14
PNISR	2847	2684	3078	2029
PNKD	289	255	248	200
PNKP	422	448	391	346
PNMA1	710	593	503	475
PNMA2	138	121	113	94
PNMA8A	444	478	370	302
PNN	5049	5223	5822	3744
PNO1	789	679	729	555
PNP	1312	1202	1316	976
PNPLA2	424	353	297	339
PNPLA3	251	194	224	187
PNPLA4	49	42	57	35
PNPLA6	409	324	312	301
PNPLA7	34	23	24	26
PNPLA8	509	520	548	448
PNPO	452	380	361	330
PNPT1	2411	2089	2233	1586
PNRC1	384	389	353	336
PNRC2	220	217	258	175
POC1A	497	417	446	386
POC1B	240	185	197	144
POC5	452	402	404	334
PODXL	116	96	125	101
PODXL2	989	841	1004	718
POFUT1	554	543	563	463
POFUT2	254	265	219	188
POGK	1687	1648	1432	1206
POGLUT1	411	329	412	320
POGZ	1835	1530	1210	1619
POLA1	5203	5053	4353	3608
POLA2	96	65	97	83
POLB	641	547	573	431
POLD1	1859	1555	1740	1453
POLD2	1815	1692	1938	1347
POLD3	975	865	1014	781
POLDIP2	1131	962	1060	782
POLDIP3	751	717	863	649
POLE	4829	4176	4207	4055
POLE2	694	546	653	473
POLE3	977	1047	1054	709
POLE4	374	409	302	197
POLG	2939	2651	2620	2269
POLG2	509	563	401	322
POLH	612	516	566	491
POLI	210	178	175	137
POLK	796	687	627	529
POLL	345	309	323	268
POLM	209	158	164	123
POLN	315	276	267	243
POLQ	4293	3968	3766	3144
POLR1A	3087	2510	2472	2367
POLR1B	3308	2836	2795	2315
POLR1C	1200	1122	1246	918
POLR1D	954	874	893	717
POLR1E	1422	1248	1315	1017
POLR2A	2487	2024	1438	2311
POLR2B	7660	7671	7508	5167
POLR2C	1312	1202	1370	1000
POLR2D	229	201	282	189
POLR2E	827	705	1032	653
POLR2F	1493	1577	1520	976
POLR2G	1169	1136	1215	758
POLR2H	816	712	719	526
POLR2I	663	674	656	457
POLR2J	79	54	141	76
POLR2K	350	332	381	206
POLR2L	539	536	571	328
POLR2M	51	54	22	20
POLR3A	2630	2376	2171	2099
POLR3B	1459	1334	1358	1082
POLR3C	1079	956	1141	792
POLR3D	560	503	472	401
POLR3E	1730	1630	1598	1273
POLR3F	301	287	287	246
POLR3G	219	204	180	131
POLR3GL	221	180	185	109
POLR3H	603	508	546	465
POLR3K	437	410	416	297
POLRMT	850	747	700	566
POM121	528	344	286	458
POM121C	222	153	129	238
POMGNT1	849	758	841	605
POMGNT2	507	419	554	404
POMK	1168	996	974	835
POMP	1799	1796	1870	1227
POMT1	708	563	561	492
POMT2	642	516	578	591
PON2	568	498	609	423
POP1	1349	1226	1323	982
POP4	482	484	441	358
POP5	412	368	382	253
POP7	681	629	717	448
POPDC3	94	88	129	75
POR	824	757	855	646
PORCN	97	78	88	73
POT1	553	526	609	394
POU2F1	387	317	409	346
POU3F2	71	85	82	54
POU3F3	36	38	40	28
POU4F1	106	115	109	98
PP2D1	39	31	26	25
PPA1	4696	4354	4066	2710
PPA2	1874	1945	1533	1096
PPAN	105	127	108	97
PPARA	93	83	63	76
PPARD	120	87	88	106
PPARG	353	304	310	244
PPARGC1B	392	341	265	306
PPAT	1713	1689	1551	1167
PPCDC	266	242	218	176
PPCS	230	184	219	124
PPDPF	91	82	103	99
PPFIA1	2272	1972	2124	1900
PPFIA2	68	58	71	38
PPFIA3	260	179	188	176
PPFIA4	54	53	52	45
PPFIBP1	539	479	479	428
PPFIBP2	56	38	38	44
PPHLN1	1176	1120	1135	878
PPIA	1153	987	1408	823
PPIB	3652	3415	3622	2659
PPIC	254	221	205	148
PPID	1047	1050	1093	671
PPIE	768	753	715	505
PPIF	911	773	982	666
PPIG	2371	2366	2717	1940
PPIH	998	898	901	582
PPIL1	630	629	696	454
PPIL2	641	565	662	553
PPIL3	373	317	357	265
PPIL4	1516	1447	1445	1114
PPIL6	31	39	31	16
PPIP5K1	133	117	140	134
PPIP5K2	1747	1663	1596	1141
PPL	40	26	35	38
PPM1A	725	743	588	483
PPM1B	95	105	117	97
PPM1D	646	618	602	454
PPM1E	293	298	247	232
PPM1F	838	768	770	622
PPM1G	3756	3437	3710	2676
PPM1H	158	120	132	95
PPM1K	317	322	262	227
PPM1L	138	102	101	103
PPM1M	137	125	100	99
PPM1N	39	38	20	27
PPME1	721	638	596	507
PPOX	232	193	186	165
PPP1CA	2320	1996	2195	1531
PPP1CB	2186	2192	1949	1429
PPP1CC	4488	4440	4149	3063
PPP1R10	1159	984	878	1018
PPP1R11	117	111	106	100
PPP1R12A	2076	1908	2086	1575
PPP1R12B	464	368	300	287
PPP1R12C	467	498	432	374
PPP1R13B	372	274	324	312
PPP1R13L	55	35	29	29
PPP1R14A	26	25	28	13
PPP1R14B	761	740	621	464
PPP1R14C	80	72	67	49
PPP1R15A	286	306	325	258
PPP1R15B	2538	2387	2416	2124
PPP1R16A	253	228	210	170
PPP1R18	57	52	45	49
PPP1R2	283	267	254	169
PPP1R21	455	364	327	323
PPP1R26	396	393	370	272
PPP1R35	331	333	246	171
PPP1R37	287	273	264	217
PPP1R3B	79	83	48	51
PPP1R3F	65	80	70	71
PPP1R7	985	1009	894	615
PPP1R8	1716	1449	1885	1282
PPP1R9A	591	570	526	429
PPP1R9B	665	697	511	445
PPP2CA	1778	1652	1721	1253
PPP2CB	439	408	422	327
PPP2R1A	3697	3299	3349	2989
PPP2R1B	1546	1475	1485	1079
PPP2R2A	1443	1219	1162	1180
PPP2R2C	20	27	27	35
PPP2R2D	784	702	674	488
PPP2R3A	317	281	249	252
PPP2R3B	361	309	308	259
PPP2R3C	475	474	547	325
PPP2R5A	856	689	748	592
PPP2R5B	136	125	117	101
PPP2R5C	1726	1616	1637	1124
PPP2R5D	1312	1091	1358	1057
PPP2R5E	399	368	316	387
PPP3CA	650	584	640	541
PPP3CB	893	832	688	652
PPP3CC	263	237	250	165
PPP3R1	50	44	59	35
PPP4C	1821	1638	1900	1393
PPP4R1	1281	1159	1126	795
PPP4R2	1982	2176	1689	1248
PPP4R3A	2514	2353	2392	2015
PPP4R3B	1758	1795	1719	1357
PPP4R4	159	125	147	95
PPP5C	1951	1780	1885	1472
PPP6C	1150	986	1032	884
PPP6R1	1396	1143	1425	1170
PPP6R2	1374	1204	1263	1020
PPP6R3	3548	3238	3434	2659
PPRC1	2515	1958	1886	2194
PPT1	1154	1028	1204	931
PPT2	114	116	83	88
PPT2-EGFL8	16	11	16	12
PPTC7	204	174	175	136
PPWD1	1489	1438	1512	995
PQBP1	972	980	1187	769
PQLC1	109	119	150	87
PQLC2	101	103	99	57
PQLC3	18	25	28	11
PRADC1	61	59	88	49
PRAG1	41	47	28	35
PRAME	457	467	491	308
PRC1	5441	5014	5206	3746
PRCC	949	927	831	828
PRCP	865	741	891	537
PRDM10	365	336	339	283
PRDM11	135	100	95	96
PRDM13	42	26	28	20
PRDM15	346	337	293	325
PRDM16	56	50	43	45
PRDM2	674	568	505	684
PRDM4	966	792	865	723
PRDM5	261	251	220	161
PRDM6	91	68	75	55
PRDX1	9976	9114	10426	6485
PRDX2	2896	2795	2903	2033
PRDX3	4082	3424	4143	2707
PRDX4	3920	3629	3724	2447
PRDX5	973	1019	878	613
PRDX6	4257	3988	4191	3043
PREB	1099	1051	1049	781
PRELID1	2084	2121	1883	1324
PRELID2	115	97	89	74
PRELID3A	58	58	32	47
PRELID3B	1408	1364	1400	795
PREP	1009	916	864	835
PREPL	1637	1416	1373	1170
PREX1	120	128	100	109
PREX2	144	129	126	99
PRG4	85	77	70	66
PRICKLE1	156	128	112	114
PRICKLE2	15	17	16	17
PRICKLE3	116	91	101	88
PRIM1	789	638	818	565
PRIM2	669	634	600	428
PRIMPOL	261	227	246	172
PRKAA1	909	807	819	678
PRKAA2	893	836	770	541
PRKAB1	252	210	224	169
PRKAB2	176	125	151	103
PRKACA	471	367	237	479
PRKACB	396	359	347	292
PRKAG1	813	773	810	515
PRKAG2	146	145	98	116
PRKAR1A	2024	2061	1964	1384
PRKAR1B	356	368	346	241
PRKAR2A	1565	1584	1340	1168
PRKAR2B	298	323	226	148
PRKCA	340	315	259	270
PRKCB	15	21	14	18
PRKCD	271	246	257	223
PRKCE	185	147	152	154
PRKCH	89	69	78	55
PRKCI	859	787	747	559
PRKCQ	116	114	118	88
PRKCSH	1875	1753	1702	1709
PRKCZ	361	351	364	335
PRKD1	279	255	257	198
PRKD2	353	273	276	282
PRKD3	2117	1852	1885	1546
PRKDC	37438	33219	31666	27205
PRKG1	234	247	214	159
PRKN	26	15	13	14
PRKRA	751	638	755	513
PRKRIP1	231	257	269	202
PRKX	218	203	182	150
PRMT1	4512	3889	5292	3312
PRMT2	982	920	874	634
PRMT3	1477	1295	1304	957
PRMT5	3830	3479	4044	2921
PRMT6	356	367	383	248
PRMT7	1015	999	941	722
PRMT9	675	594	508	429
PRNP	274	214	301	207
PROB1	35	32	32	24
PROCR	84	59	64	53
PROS1	176	171	165	111
PROSER1	686	570	442	553
PROSER2	102	90	57	42
PROSER3	122	78	73	99
PROX1	19	12	16	13
PROX2	30	23	29	34
PRPF18	285	271	244	188
PRPF19	2970	2283	2431	2489
PRPF3	2157	1964	2105	1587
PRPF31	1473	1293	1585	1055
PRPF38A	993	1068	987	776
PRPF38B	1369	1400	1762	1142
PRPF39	1606	1482	1491	1152
PRPF4	1425	1352	1454	1032
PRPF40A	7347	7049	6716	5006
PRPF40B	126	107	111	90
PRPF4B	4673	4314	4249	3373
PRPF6	2938	2823	2496	2224
PRPF8	19343	15734	14492	16770
PRPS1	2806	2664	2747	2074
PRPS2	963	861	1021	664
PRPSAP1	487	444	384	341
PRPSAP2	1930	1650	1971	1366
PRR11	276	271	299	218
PRR12	389	313	177	303
PRR13	77	64	83	47
PRR14	371	314	260	302
PRR14L	4917	4248	3885	3612
PRR22	184	147	162	148
PRR3	222	184	194	187
PRR5	52	39	43	49
PRR7	50	38	29	18
PRRC1	638	530	632	456
PRRC2A	6544	4956	4627	6380
PRRC2B	5544	4796	4129	4881
PRRC2C	14473	11658	11815	12735
PRRG1	42	35	54	27
PRRG4	52	45	34	45
PRRT3	70	54	50	45
PRRT4	14	13	18	15
PRSS12	175	165	172	142
PRSS16	22	20	14	23
PRSS23	146	113	136	77
PRSS27	33	26	24	22
PRSS35	21	15	25	14
PRSS48	64	54	34	62
PRSS53	56	45	39	33
PRSS54	28	24	31	19
PRTFDC1	261	247	264	171
PRTG	415	391	343	304
PRUNE1	290	274	269	234
PRUNE2	67	70	55	44
PRX	91	104	76	51
PRXL2A	452	501	360	305
PRXL2B	28	36	26	23
PRXL2C	180	140	151	87
PSAP	3878	3824	3695	2832
PSAT1	2239	1995	1892	1578
PSD3	844	822	799	618
PSD4	34	30	32	21
PSEN1	508	449	562	437
PSEN2	585	551	501	396
PSENEN	171	118	168	129
PSIP1	1863	1816	2043	1258
PSKH1	236	196	242	196
PSMA1	1739	1394	1761	1166
PSMA3	2470	2388	2240	1567
PSMA4	5634	5115	5789	3841
PSMA5	3184	2993	3163	2100
PSMA6	1528	1324	1523	1022
PSMA7	4097	4094	3736	2650
PSMB1	4011	3664	3866	2545
PSMB10	289	296	276	166
PSMB2	1635	1467	1698	1245
PSMB3	2039	1931	1826	1278
PSMB4	5471	4841	5349	3699
PSMB5	2400	2307	2541	1594
PSMB6	1630	1553	1906	1201
PSMB7	2371	2326	2652	1719
PSMC1	84	78	65	51
PSMC2	2782	2683	2547	1772
PSMC3	3442	3301	3502	2504
PSMC3IP	336	342	325	222
PSMC4	1879	1765	1763	1304
PSMC5	1765	1640	1691	1422
PSMC6	1630	1516	1337	952
PSMD1	6221	5756	6037	4273
PSMD10	1421	1360	1278	823
PSMD11	1841	1634	1720	1375
PSMD12	2150	2087	2103	1620
PSMD13	1951	1857	1843	1392
PSMD14	2644	2514	2388	1693
PSMD2	4323	4077	3943	3328
PSMD3	2235	2020	2598	1894
PSMD4	2455	2368	2309	1711
PSMD6	3850	3513	3722	2515
PSMD7	2805	2533	2793	2024
PSMD8	2244	1731	2915	1879
PSMD9	553	508	488	370
PSME1	483	425	423	298
PSME2	465	415	509	321
PSME3	1891	1829	1367	1424
PSME4	4572	3956	3219	3674
PSMF1	870	826	758	670
PSMG1	2185	2066	2254	1416
PSMG2	439	337	419	305
PSMG3	489	476	401	291
PSMG4	319	239	242	199
PSPC1	1411	1390	1253	1005
PSPH	386	308	321	278
PSRC1	433	424	352	254
PSTK	200	171	213	145
PSTPIP2	170	142	161	121
PTAR1	635	590	650	519
PTBP1	4432	3771	4438	3902
PTBP2	1048	927	897	694
PTBP3	922	782	932	805
PTCD2	183	206	146	143
PTCD3	2404	2119	2188	1554
PTCH1	307	241	201	248
PTDSS1	2430	2125	2451	1836
PTDSS2	536	460	435	356
PTEN	318	343	304	236
PTER	372	367	306	233
PTGES2	780	739	721	506
PTGES3	1839	1791	1880	1498
PTGFR	150	124	100	147
PTGFRN	1005	1017	899	724
PTGR2	45	29	31	28
PTGS2	43	25	34	22
PTK2	2072	1883	1784	1495
PTK2B	37	39	36	42
PTK7	957	855	1026	839
PTMA	4891	6078	4326	3121
PTMS	409	538	233	240
PTOV1	1200	946	1236	1045
PTP4A1	882	871	617	759
PTP4A2	1592	1610	1627	1146
PTP4A3	29	28	32	22
PTPA	1017	929	984	771
PTPDC1	294	249	245	182
PTPMT1	497	402	479	282
PTPN1	852	796	820	621
PTPN11	2161	2214	2015	1549
PTPN12	416	373	332	371
PTPN13	3867	3447	3661	2841
PTPN14	671	563	477	550
PTPN18	164	131	115	111
PTPN2	513	464	511	376
PTPN23	628	437	306	521
