	ribo_untr_a	ribo_untr_b	ribo_isrib_a	ribo_isrib_b
NELFB	948	1173	439	580
NELFCD	1822	2168	791	1109
NELFE	1719	2065	876	1113
NELL2	481	613	233	286
NEMF	871	989	438	501
NEMP1	1025	1380	500	633
NEMP2	61	91	37	51
NENF	413	572	199	268
NEO1	1218	1502	660	775
NEPRO	432	495	203	239
NES	10	27	8	8
NET1	1269	1452	541	737
NETO2	291	320	124	159
NEU1	527	759	286	351
NEU3	241	289	82	129
NEURL4	382	546	168	274
NEXMIF	0	2	0	1
NEXN	138	149	56	90
NF1	1399	1346	609	834
NF2	450	517	238	278
NFAT5	861	851	359	446
NFATC1	250	272	92	115
NFATC2IP	383	537	180	256
NFATC3	429	490	200	239
NFATC4	96	116	49	62
NFE2L1	1594	1907	789	1030
NFE2L2	1031	1205	473	622
NFE2L3	190	203	89	112
NFIA	469	590	280	322
NFIB	490	574	213	319
NFIL3	142	135	69	75
NFIX	244	308	118	181
NFKB1	390	508	204	244
NFKB2	286	329	137	188
NFKBIA	301	406	181	284
NFKBIB	447	608	223	276
NFKBIL1	164	211	74	118
NFKBIZ	17	36	19	20
NFRKB	788	910	371	530
NFS1	437	452	198	233
NFU1	743	770	309	430
NFX1	686	854	350	434
NFXL1	773	942	411	457
NFYA	453	566	224	273
NFYB	432	419	207	254
NFYC	974	1273	507	655
NGDN	723	941	365	490
NGEF	191	217	86	111
NGLY1	536	608	234	275
NGRN	270	365	156	171
NHEJ1	336	370	160	200
NHLRC2	1247	1399	687	750
NHLRC3	215	272	100	129
NHP2	1480	1855	671	925
NHSL1	546	611	258	310
NIBAN1	324	312	129	173
NIBAN2	846	961	344	492
NID1	1383	1683	596	872
NID2	506	586	222	273
NIF3L1	606	697	299	364
NIFK	1048	1141	475	682
NIN	588	721	339	411
NINJ1	99	90	33	78
NINL	89	93	29	48
NIP7	502	701	285	367
NIPA1	156	216	66	97
NIPA2	469	481	204	239
NIPAL1	99	125	65	73
NIPAL2	21	38	14	13
NIPAL3	207	279	90	131
NIPBL	1520	1812	861	984
NIPSNAP1	1127	1247	452	641
NIPSNAP2	1112	1120	506	620
NIPSNAP3A	583	557	234	298
NISCH	814	934	397	496
NIT1	509	544	194	277
NIT2	571	721	292	364
NKAP	898	956	410	495
NKAPD1	259	275	93	157
NKD2	66	107	45	57
NKIRAS1	274	293	126	153
NKIRAS2	370	461	160	255
NKRF	1675	1824	859	1044
NKTR	435	561	196	241
NKX2-5	230	298	111	153
NKX6-1	88	123	32	40
NLE1	730	896	313	483
NLGN1	72	59	25	40
NLGN2	62	89	16	42
NLK	60	79	22	28
NLN	876	938	371	478
NLRC4	0	2	0	0
NLRP14	4	2	0	2
NLRX1	147	178	70	102
NMB	40	60	19	29
NMD3	903	1070	464	581
NME1	1938	2518	940	1239
NME1-NME2	1846	2463	912	1296
NME3	498	692	235	338
NME4	1059	1323	425	669
NME6	177	210	91	118
NME7	408	498	206	256
NMNAT1	86	131	58	70
NMRAL1	5	1	0	3
NMRK1	39	38	18	23
NMT1	1987	2568	952	1345
NMT2	473	454	212	249
NMU	474	479	192	243
NNT	614	708	311	410
NOA1	519	561	251	349
NOB1	631	736	270	383
NOC2L	3319	4205	1628	2372
NOC3L	1806	1981	852	1041
NOC4L	999	1365	457	650
NOCT	516	597	212	322
NOD1	24	19	6	5
NOL10	1012	1169	512	621
NOL11	3008	3472	1588	1773
NOL6	955	1267	467	693
NOL7	2343	2840	1207	1545
NOL8	521	674	285	375
NOL9	1996	2482	933	1249
NOLC1	6913	8258	3236	4257
NOM1	544	723	271	351
NOMO1	197	230	93	101
NOMO2	75	89	36	37
NOMO3	44	59	23	22
NONO	7649	10413	4073	5665
NOP10	1023	1253	451	647
NOP14	1815	2345	973	1229
NOP16	825	1006	372	528
NOP2	2474	3436	1306	1672
NOP53	438	664	273	367
NOP56	2597	3536	1445	1985
NOP58	2488	3000	1315	1655
NOP9	325	547	181	276
NOS1AP	103	164	51	76
NOSIP	1046	1443	546	786
NOSTRIN	0	0	0	0
NOTCH1	389	613	234	289
NOTCH2	1714	2319	883	1227
NOTCH3	471	448	166	246
NOVA1	84	90	45	62
NOXA1	7	4	0	6
NOXO1	1	0	0	0
NPAS1	141	120	37	84
NPAS2	50	62	23	34
NPAT	677	699	288	395
NPC1	954	1041	437	543
NPC2	745	819	351	468
NPDC1	267	353	111	173
NPEPL1	4	8	6	3
NPEPPS	2250	2781	1153	1440
NPHP1	103	112	45	49
NPHP3	104	140	60	65
NPHP4	195	258	83	132
NPL	29	19	16	12
NPLOC4	1236	1471	630	850
NPM1	1804	2740	1052	1365
NPM3	675	870	314	414
NPNT	154	188	74	110
NPRL2	285	332	128	171
NPRL3	817	965	412	545
NPTN	960	1226	476	698
NPTX1	388	498	148	265
NPTX2	158	180	72	99
NQO1	135	143	57	73
NQO2	422	464	177	249
NR1D2	798	833	381	489
NR1H2	137	168	53	71
NR1H3	63	71	34	44
NR1I3	19	11	5	7
NR2C1	763	933	344	467
NR2C2	314	350	115	175
NR2C2AP	154	196	67	85
NR2F1	253	374	115	182
NR2F2	508	669	247	341
NR2F6	546	681	239	359
NR3C1	784	974	409	470
NR3C2	289	302	120	173
NR6A1	34	44	20	23
NRARP	142	155	47	108
NRAS	836	901	404	505
NRBF2	120	144	70	71
NRBP1	1165	1299	530	685
NRBP2	29	43	15	22
NRCAM	522	629	248	347
NRDC	3778	4340	1810	2233
NRDE2	606	753	359	412
NREP	51	40	15	29
NRF1	408	520	219	273
NRIP1	320	406	180	204
NRIP2	4	1	0	0
NRIP3	88	107	45	60
NRN1	220	266	102	129
NRP1	648	990	390	522
NRP2	221	260	98	143
NRSN2	449	518	189	259
NRXN3	108	148	70	75
NSA2	331	376	159	235
NSD1	1692	1974	827	1073
NSD2	1155	1389	490	706
NSD3	753	855	372	537
NSDHL	879	1205	525	657
NSF	674	856	380	463
NSFL1C	1110	1446	600	774
NSL1	570	580	267	317
NSMAF	161	191	81	93
NSMCE1	513	541	200	267
NSMCE2	293	333	135	186
NSMCE3	399	545	221	291
NSMCE4A	966	1142	438	529
NSMF	106	148	52	70
NSRP1	376	474	244	237
NSUN2	3412	4010	1666	2151
NSUN3	283	307	124	184
NSUN4	287	408	130	182
NSUN5	266	349	101	168
NSUN6	278	301	139	179
NT5C	288	392	140	174
NT5C2	736	918	382	467
NT5C3A	258	209	123	158
NT5C3B	484	698	270	326
NT5DC1	886	1002	412	532
NT5DC2	946	1222	451	642
NT5DC3	315	354	143	189
NT5M	2	10	5	4
NTAN1	83	96	41	44
NTHL1	438	628	235	293
NTMT1	1127	1308	480	697
NTN1	361	506	188	270
NTPCR	600	747	292	331
NUAK1	119	153	55	73
NUB1	2208	2463	1076	1310
NUBP1	264	301	133	199
NUBP2	578	787	289	383
NUBPL	287	332	120	139
NUCB1	1116	1445	514	750
NUCB2	926	956	473	557
NUCKS1	3980	5226	2243	2726
NUDC	3328	4500	1725	2416
NUDCD1	919	1005	389	518
NUDCD2	607	728	281	390
NUDCD3	725	977	366	464
NUDT1	425	586	221	282
NUDT11	25	47	10	16
NUDT12	739	862	317	393
NUDT13	26	28	9	8
NUDT14	105	140	49	74
NUDT15	421	582	219	350
NUDT16	207	275	82	155
NUDT16L1	305	419	160	214
NUDT17	29	44	15	27
NUDT19	2652	3369	1320	1856
NUDT2	161	149	69	90
NUDT21	1707	2050	863	1110
NUDT22	105	104	43	82
NUDT5	2026	2571	1015	1295
NUDT6	86	80	33	39
NUDT7	89	86	37	45
NUDT8	70	92	26	47
NUDT9	351	397	135	201
NUF2	1305	1550	657	788
NUFIP1	265	408	173	181
NUFIP2	1179	1559	608	741
NUMA1	2629	3546	1314	1891
NUMB	394	539	186	245
NUMBL	264	333	128	187
NUP107	4221	4788	2041	2517
NUP133	3711	4465	1775	2241
NUP153	4113	4551	1950	2352
NUP155	8139	8213	3591	4624
NUP160	2639	3163	1304	1657
NUP188	4800	5695	2338	3140
NUP205	6354	7450	3077	3775
NUP210	3085	3852	1329	1875
NUP210L	1	0	0	0
NUP214	2433	3305	1265	1645
NUP35	500	605	263	343
NUP37	1585	2026	819	974
NUP42	639	834	353	382
NUP43	2272	2482	1069	1279
NUP50	182	225	86	128
NUP54	1192	1378	650	784
NUP58	1978	2083	923	1133
NUP62	1362	1637	611	887
NUP62CL	300	293	141	167
NUP85	1744	1989	773	1073
NUP88	2434	2601	1165	1492
NUP93	2188	2605	1142	1448
NUP98	3127	3757	1522	1898
NUS1	49	39	13	26
NUTF2	1262	1114	507	749
NVL	857	1037	454	581
NXF1	979	1321	547	749
NXN	633	771	287	369
NXPE3	149	173	66	80
NXT1	150	212	97	105
NXT2	77	107	38	47
NYNRIN	319	330	136	156
OAF	89	176	43	108
OARD1	190	183	79	108
OAT	5065	6089	2394	3103
OAZ1	931	1305	500	714
OAZ2	423	576	198	317
OBI1	483	567	272	267
OBSCN	23	34	22	24
OBSL1	1484	2157	752	1078
OCA2	57	82	31	35
OCIAD1	2273	2267	1048	1310
OCLN	676	963	367	488
OCRL	1365	1513	652	800
ODC1	3314	4252	1546	2076
ODF2	582	735	297	391
ODF2L	353	335	160	191
ODR4	276	314	125	160
OFD1	237	302	154	172
OGA	2926	3636	1619	1962
OGDH	1456	1741	641	957
OGDHL	80	95	43	33
OGFOD1	1094	1377	560	694
OGFOD2	150	232	71	93
OGFOD3	117	156	40	80
OGFR	528	706	260	347
OGFRL1	275	252	116	149
OGG1	172	209	71	114
OGN	0	0	0	0
OGT	2451	2990	1113	1457
OIP5	451	585	210	278
OLA1	1353	1818	682	977
OMA1	284	373	135	205
OMD	0	0	0	0
OMG	0	0	0	0
ONECUT2	37	54	20	22
OPA1	2040	2005	833	1114
OPA3	129	154	53	80
OPHN1	77	85	39	63
OPTN	604	625	259	315
ORAI1	275	363	119	179
ORAI2	84	109	41	32
ORC1	850	1046	375	518
ORC2	1168	1169	514	549
ORC3	1297	1408	617	817
ORC4	1038	1164	543	630
ORC5	1463	1578	668	863
ORC6	1092	1177	523	673
ORMDL1	472	434	200	264
ORMDL2	433	579	186	312
ORMDL3	220	304	111	170
OS9	1819	2482	903	1343
OSBP	1237	1447	589	775
OSBP2	117	130	45	75
OSBPL10	153	207	83	89
OSBPL11	454	470	208	297
OSBPL1A	401	389	180	227
OSBPL2	577	716	269	388
OSBPL3	388	440	173	205
OSBPL5	84	92	40	48
OSBPL6	332	353	136	180
OSBPL8	1440	1445	699	782
OSBPL9	1495	1638	683	879
OSCP1	105	128	62	81
OSER1	577	616	258	354
OSGEP	336	387	178	213
OSGEPL1	239	209	103	144
OSGIN2	280	277	151	139
OSR2	62	79	30	41
OST4	504	545	212	285
OSTC	264	370	142	183
OSTF1	302	334	124	172
OSTM1	477	554	233	323
OTUB1	1753	2041	845	1128
OTUB2	103	88	31	42
OTUD1	160	203	82	109
OTUD3	173	225	88	104
OTUD4	254	308	119	160
OTUD5	1121	1359	515	732
OTUD6B	363	465	206	224
OTUD7A	33	56	16	22
OTUD7B	336	485	172	238
OTULIN	440	435	201	263
OTULINL	580	679	253	383
OVCA2	395	563	202	318
OVGP1	3	2	1	0
OXA1L	1145	1434	534	671
OXCT1	1670	2002	851	1012
OXLD1	138	128	47	65
OXNAD1	243	218	117	112
OXR1	604	559	247	349
OXSM	224	221	106	130
OXSR1	534	610	301	361
P2RX4	104	113	54	79
P2RY1	60	80	30	33
P3H1	675	1073	391	565
P3H3	257	256	85	136
P3H4	346	417	126	181
P4HA1	657	831	370	459
P4HA2	537	640	222	286
P4HB	3733	4641	1705	2489
PA2G4	1405	1871	663	990
PAAF1	289	290	120	130
PABPC1	3051	4234	1968	2430
PABPC1L	31	31	11	10
PABPC4	3408	4219	1687	2367
PABPC4L	89	106	22	46
PABPN1	200	401	125	173
PACC1	188	257	87	132
PACRGL	163	197	79	113
PACS1	422	456	187	244
PACS2	135	134	61	78
PACSIN2	1102	1369	517	792
PACSIN3	338	386	139	184
PAF1	3156	4372	1676	2342
PAFAH1B1	1758	1982	810	1121
PAFAH1B2	1132	1466	599	775
PAFAH1B3	635	764	293	430
PAFAH2	91	140	45	58
PAG1	124	130	57	80
PAGR1	332	519	146	257
PAICS	5371	6030	2655	3316
PAIP1	335	372	191	210
PAIP2	1786	1773	798	965
PAIP2B	94	106	53	66
PAK1	600	685	286	364
PAK1IP1	1091	1353	565	741
PAK2	924	1201	536	645
PAK4	1018	1621	456	700
PALB2	258	235	119	139
PALD1	330	378	129	183
PALLD	1139	1156	494	632
PALM	140	153	59	92
PALM2-AKAP2	420	566	170	279
PAM	1013	1124	455	580
PAM16	111	102	45	69
PAN2	395	429	170	259
PAN3	342	408	183	207
PANK1	139	243	56	106
PANK2	524	714	266	361
PANK3	414	518	233	272
PANK4	782	925	338	456
PANX1	176	210	92	106
PAPOLA	2772	2968	1384	1707
PAPOLG	330	456	176	200
PAPSS1	1175	1389	642	781
PAPSS2	664	800	340	402
PAQR3	255	262	104	118
PAQR4	123	114	57	97
PAQR5	53	62	24	27
PAQR6	6	2	2	2
PAQR8	87	85	44	50
PARD3	1214	1344	546	789
PARD3B	120	145	45	67
PARD6B	316	351	172	195
PARD6G	63	83	32	26
PARG	330	424	153	212
PARK7	5764	7268	2755	3806
PARL	47	80	29	34
PARN	1026	1055	484	568
PARP1	11723	14736	5407	7412
PARP11	124	124	51	80
PARP16	132	151	68	76
PARP2	637	702	258	348
PARP3	10	16	4	4
PARP4	1476	1954	788	1029
PARP6	39	39	16	26
PARP8	307	336	144	178
PARP9	364	337	192	186
PARPBP	1031	1156	525	631
PARS2	216	231	69	90
PARVA	365	600	220	283
PARVB	154	204	63	78
PASK	581	743	305	374
PATJ	512	575	230	347
PATL1	471	554	267	311
PATZ1	362	452	169	259
PAWR	1234	1338	562	679
PAX3	299	341	144	203
PAX6	198	214	77	107
PAXBP1	619	713	296	324
PAXIP1	638	689	295	325
PAXX	327	415	162	214
PBDC1	461	657	267	351
PBK	2708	3028	1294	1604
PBLD	44	42	23	31
PBRM1	1597	1811	747	1004
PBX1	592	668	309	409
PBX2	186	190	65	96
PBX3	155	185	69	91
PBXIP1	217	345	129	162
PC	211	297	127	178
PCBD1	820	911	390	510
PCBD2	51	51	15	35
PCBP1	4943	6224	2399	3273
PCBP2	7747	9727	4029	5536
PCBP4	73	88	33	41
PCCA	156	200	80	110
PCCB	2294	2846	1068	1543
PCDH10	41	65	20	26
PCDH17	4	2	0	6
PCDH18	62	56	17	33
PCDH7	927	1409	544	748
PCDH9	179	218	94	110
PCED1A	89	111	44	61
PCF11	556	800	327	345
PCGF1	152	171	73	91
PCGF2	144	237	75	97
PCGF3	143	207	75	86
PCGF5	333	348	139	177
PCGF6	455	412	210	270
PCID2	732	736	287	420
PCIF1	275	257	106	176
PCK2	436	474	168	245
PCLO	242	197	102	101
PCM1	2961	3319	1547	1830
PCMT1	2916	3383	1397	1873
PCMTD1	90	77	31	30
PCMTD2	353	337	173	217
PCNA	9100	11249	4617	6046
PCNP	563	698	272	396
PCNT	1519	2145	834	1145
PCNX1	611	616	255	356
PCNX2	46	27	14	21
PCNX3	288	370	130	186
PCNX4	147	200	84	91
PCOLCE2	326	358	137	174
PCSK1N	151	247	75	123
PCSK5	197	304	109	124
PCSK6	346	451	147	229
PCSK7	76	115	30	54
PCTP	241	305	119	156
PCYOX1	971	1057	441	570
PCYOX1L	251	297	105	137
PCYT1A	421	563	214	283
PCYT2	199	244	94	131
PDAP1	738	1049	410	539
PDCD10	627	773	321	421
PDCD11	1997	2954	1089	1415
PDCD2	895	1247	443	632
PDCD2L	892	1026	462	528
PDCD4	3049	3825	1626	1860
PDCD5	3122	4155	1776	2330
PDCD6	725	1021	357	530
PDCD6IP	2764	2921	1295	1639
PDCD7	199	280	82	142
PDCL	378	507	181	273
PDCL3	151	273	89	118
PDE10A	256	278	118	146
PDE12	1152	1454	574	734
PDE3B	240	292	135	163
PDE4A	47	55	18	33
PDE4D	151	189	84	95
PDE4DIP	279	367	138	166
PDE5A	202	179	83	69
PDE6D	278	305	129	163
PDE7A	130	155	63	89
PDE8A	109	116	67	45
PDE9A	267	276	98	140
PDF	157	271	104	118
PDGFC	140	169	55	97
PDGFRL	112	149	65	82
PDHA1	4114	5335	2029	2691
PDHB	2109	2338	1000	1254
PDHX	885	940	386	499
PDIA3	2527	3112	1269	1642
PDIA4	3899	4920	1795	2572
PDIA5	160	204	79	98
PDIA6	4231	5566	2164	2804
PDIK1L	199	204	106	125
PDK1	591	514	247	291
PDK2	602	633	272	381
PDK3	932	996	419	519
PDLIM1	1353	1436	548	834
PDLIM3	258	304	126	143
PDLIM5	1908	2489	1031	1318
PDLIM7	442	546	231	271
PDP1	188	165	69	87
PDP2	366	490	154	252
PDPK1	166	187	89	84
PDPN	600	759	299	436
PDPR	36	75	28	54
PDRG1	400	584	223	276
PDS5A	2877	2984	1337	1618
PDS5B	1439	1745	749	996
PDSS1	399	455	193	250
PDSS2	232	263	103	139
PDXDC1	877	1089	434	559
PDXK	597	933	361	452
PDZD11	613	740	311	391
PDZD2	36	34	13	24
PDZD4	32	54	19	32
PDZD8	450	539	199	293
PDZRN3	109	112	38	62
PEA15	671	863	319	441
PEAK1	157	221	93	123
PEBP1	3829	4863	1800	2604
PECR	291	326	117	148
PEF1	1127	1437	579	756
PELI1	171	183	67	96
PELI2	168	156	63	89
PELI3	91	90	35	52
PELO	629	746	297	378
PELP1	2939	4138	1536	1988
PEMT	315	370	142	216
PEPD	2073	2992	1000	1447
PER1	143	154	62	85
PER2	102	117	45	63
PER3	24	35	13	22
PERP	1164	1714	534	810
PES1	2270	3010	1077	1574
PET100	98	128	52	81
PET117	78	105	40	46
PEX1	631	713	299	353
PEX10	301	425	172	198
PEX11A	100	108	52	55
PEX11B	255	331	111	162
PEX12	93	102	36	43
PEX13	184	263	121	150
PEX14	416	532	184	279
PEX16	150	171	72	82
PEX19	521	541	220	290
PEX2	122	116	49	57
PEX26	179	221	77	96
PEX3	829	926	410	503
PEX5	653	796	299	425
PEX6	268	404	138	210
PEX7	243	270	110	105
PFAS	2049	3077	963	1454
PFDN1	760	899	409	546
PFDN2	1334	1714	652	881
PFDN4	1009	996	502	567
PFDN5	3410	3662	1594	2015
PFDN6	1301	1386	584	718
PFKFB2	60	81	37	50
PFKFB3	449	515	186	247
PFKFB4	33	70	19	22
PFKL	1635	2114	793	1082
PFKM	2123	2483	1016	1316
PFKP	5973	7367	2896	3881
PFN1	9073	11740	4209	6128
PFN2	1232	1528	590	754
PGAM2	7	11	2	2
PGAM5	1748	2064	768	1102
PGAP1	473	442	213	225
PGAP2	104	171	58	82
PGAP3	65	58	22	34
PGBD1	205	241	100	116
PGBD2	21	28	9	15
PGBD4	38	38	14	13
PGBD5	93	129	43	69
PGD	4145	5467	2164	2984
PGGHG	28	30	8	13
PGGT1B	416	471	185	249
PGK1	7060	9126	3553	4735
PGLS	673	999	362	492
PGM1	1282	1669	634	856
PGM2	1524	1762	718	975
PGM2L1	348	359	168	217
PGM3	2114	2424	1082	1339
PGP	634	744	253	397
PGRMC1	2449	3131	1112	1606
PGRMC2	572	633	284	357
PGS1	298	332	137	167
PHACTR2	300	325	138	187
PHACTR4	487	578	266	332
PHAX	1147	1302	557	751
PHB	1872	2297	826	1254
PHB2	6540	7800	3141	4189
PHC2	422	516	217	275
PHC3	307	305	126	180
PHF1	56	82	29	42
PHF10	607	664	327	353
PHF12	299	378	107	183
PHF13	380	471	163	248
PHF14	741	1001	437	539
PHF19	381	509	171	263
PHF2	304	433	170	266
PHF20	297	319	124	156
PHF20L1	296	375	167	185
PHF21A	171	208	87	101
PHF21B	16	6	4	5
PHF23	540	768	261	341
PHF3	1980	1976	876	1041
PHF5A	452	644	267	318
PHF6	1698	2036	891	1165
PHF7	7	6	0	6
PHF8	1105	1569	597	785
PHGDH	5246	6526	2350	3296
PHIP	2836	3503	1513	1806
PHKA1	855	939	382	463
PHKA2	540	598	270	375
PHKB	435	429	187	246
PHKG1	2	2	2	0
PHKG2	311	321	122	171
PHLDB1	278	305	104	142
PHLDB2	142	149	54	79
PHLDB3	151	179	74	87
PHLPP1	428	637	263	300
PHLPP2	230	267	123	124
PHOSPHO2	39	27	18	16
PHPT1	1233	1759	622	962
PHRF1	777	1099	418	520
PHTF1	121	171	57	60
PHTF2	369	444	205	232
PHYH	377	412	171	214
PHYHD1	35	36	12	13
PHYKPL	89	94	44	58
PI4K2B	298	355	149	175
PI4KA	1585	1840	747	1044
PI4KB	988	1252	541	679
PIAS1	714	790	303	425
PIAS2	348	381	142	203
PIAS3	319	400	135	218
PIAS4	315	493	165	233
PIBF1	564	544	294	294
PICALM	1661	1792	801	1004
PICK1	401	519	207	314
PIDD1	51	84	29	37
PIEZO1	695	782	307	450
PIF1	93	115	44	55
PIGA	191	175	90	118
PIGB	118	130	46	79
PIGC	188	248	85	128
PIGF	123	130	57	64
PIGG	633	838	294	418
PIGH	146	156	72	86
PIGK	1118	1129	456	595
PIGL	128	128	59	89
PIGM	544	672	219	298
PIGN	245	241	102	124
PIGO	469	615	246	292
PIGP	393	476	218	199
PIGQ	398	528	195	265
PIGS	594	785	296	372
PIGT	998	1084	376	591
PIGU	289	369	141	186
PIGV	38	57	29	42
PIGW	306	405	162	216
PIGX	218	276	105	148
PIGY	85	82	35	34
PIH1D1	583	665	241	319
PIH1D2	30	51	27	25
PIK3AP1	75	98	35	46
PIK3C2A	1342	1306	572	656
PIK3C2B	88	94	26	46
PIK3C3	854	932	405	507
PIK3CA	204	267	90	106
PIK3CB	269	243	122	167
PIK3R1	247	296	147	193
PIK3R4	1223	1564	641	820
PIKFYVE	786	872	338	430
PILRB	6	7	7	3
PIM1	253	328	138	200
PIM2	258	332	133	165
PIM3	874	1210	473	711
PIMREG	446	758	248	361
PIN1	1267	1614	575	895
PIN4	829	1179	506	623
PINK1	1389	1692	644	866
PINX1	220	323	121	167
PIP4K2A	462	553	225	282
PIP4K2B	280	348	127	184
PIP4K2C	546	703	267	380
PIP4P1	261	295	127	161
PIP4P2	138	133	65	64
PIP5K1A	1021	1061	469	601
PIP5K1B	63	65	26	34
PIP5K1C	156	250	71	100
PIR	202	272	109	145
PISD	303	452	169	247
PITHD1	903	1066	430	580
PITPNA	898	1162	493	592
PITPNB	1321	1459	727	885
PITPNC1	79	106	40	65
PITPNM1	60	95	41	38
PITPNM2	29	29	5	21
PITPNM3	12	12	3	6
PITRM1	2501	2949	1131	1509
PITX1	332	453	154	228
PITX2	205	239	83	93
PJA1	674	850	322	441
PJA2	2110	2446	1066	1288
PKD1	167	103	46	52
PKD2	101	143	43	66
PKD2L2	0	0	0	0
PKDCC	22	31	14	11
PKIA	33	25	14	14
PKIG	65	64	29	25
PKM	21163	30174	10649	14743
PKMYT1	656	906	325	456
PKN1	1394	1774	585	926
PKN2	2039	2217	1021	1229
PKN3	524	555	209	283
PKNOX1	390	403	154	224
PKNOX2	37	38	17	21
PKP2	680	821	319	440
PKP4	302	349	141	194
PLA2G15	117	182	54	84
PLA2G4A	104	97	34	52
PLA2G6	53	62	14	27
PLAA	1295	1449	716	746
PLAAT1	49	47	18	25
PLAAT3	314	258	117	145
PLAC1	246	216	96	141
PLAG1	57	82	23	32
PLAGL1	6	9	3	3
PLAGL2	142	161	61	85
PLAT	403	484	194	262
PLAUR	128	165	57	103
PLBD2	629	772	319	461
PLCB1	193	193	78	98
PLCB3	288	344	108	169
PLCB4	177	200	72	98
PLCD1	20	28	10	16
PLCD3	130	163	63	83
PLCD4	3	1	2	2
PLCE1	180	170	70	114
PLCG1	1623	1860	744	989
PLCG2	163	180	59	106
PLCH1	215	209	90	112
PLCL1	36	35	19	21
PLCL2	351	400	158	222
PLCXD1	250	302	102	146
PLCXD2	13	20	14	11
PLD1	223	287	97	122
PLD2	130	155	52	72
PLD3	2596	3004	1090	1628
PLD6	169	202	99	90
PLEC	298	456	204	237
PLEKHA1	304	311	108	142
PLEKHA2	147	168	57	91
PLEKHA3	80	125	51	72
PLEKHA5	449	542	265	308
PLEKHA7	230	316	116	160
PLEKHA8	54	59	37	39
PLEKHB2	756	974	355	495
PLEKHF2	126	140	49	84
PLEKHG1	233	241	109	112
PLEKHG2	531	606	257	366
PLEKHG3	276	335	134	137
PLEKHG4	145	179	80	86
PLEKHG5	57	77	30	45
PLEKHH1	110	171	54	83
PLEKHH2	135	145	47	51
PLEKHH3	95	139	36	60
PLEKHJ1	376	439	167	246
PLEKHM1	68	66	26	38
PLEKHM2	431	555	215	291
PLEKHM3	168	183	79	117
PLEKHO1	126	155	72	83
PLGRKT	208	247	96	157
PLIN2	1	2	0	0
PLIN3	567	648	249	317
PLK1	3067	3895	1527	2122
PLK2	172	184	104	124
PLK4	248	205	75	116
PLOD1	1286	1545	552	764
PLOD2	925	947	394	515
PLOD3	591	765	263	403
PLPBP	539	677	262	357
PLPP1	164	168	86	109
PLPP3	84	110	36	61
PLPP5	82	117	41	73
PLPP6	157	169	45	77
PLPPR2	53	84	28	40
PLRG1	1994	2271	960	1250
PLS1	1002	989	426	559
PLS3	9245	9650	4202	5126
PLSCR1	579	665	300	339
PLTP	13	10	6	6
PLXDC2	57	84	33	37
PLXNA1	521	614	260	368
PLXNA2	83	92	31	57
PLXNA3	276	344	135	177
PLXNB1	82	110	41	50
PLXNB2	1174	1613	575	830
PLXNC1	13	17	8	7
PLXND1	174	232	95	123
PM20D2	1489	1695	675	877
PMAIP1	1526	1455	659	865
PMCH	1	0	0	0
PMF1	106	113	43	40
PMFBP1	5	1	1	0
PML	524	726	273	367
PMM1	268	380	147	191
PMM2	156	181	78	96
PMP22	139	226	86	144
PMPCA	2541	3236	1227	1781
PMPCB	4076	4313	1906	2450
PMS1	581	557	278	335
PMS2	221	210	88	98
PMVK	416	498	223	254
PNISR	1197	1359	621	773
PNKD	537	708	248	357
PNKP	182	203	75	87
PNMA1	767	1073	348	503
PNMA2	664	810	277	406
PNMA8A	3	3	0	1
PNN	1955	2528	1072	1345
PNO1	549	652	282	330
PNP	2054	2268	969	1234
PNPLA2	1202	1483	514	772
PNPLA3	100	107	58	45
PNPLA4	0	1	0	0
PNPLA6	256	360	114	173
PNPLA8	374	431	186	205
PNPO	704	835	308	434
PNPT1	1125	1392	559	709
PNRC1	499	722	311	422
PNRC2	29	37	23	13
POC1A	315	393	140	199
POC1B	299	294	138	144
POC5	339	401	168	197
PODXL	524	646	234	332
PODXL2	939	1205	476	558
POFUT1	484	578	245	318
POFUT2	193	296	112	125
POGK	441	566	214	262
POGLUT1	139	176	64	96
POGLUT2	247	337	122	176
POGLUT3	655	887	339	440
POGZ	1439	1549	664	873
POLA1	1900	2427	985	1337
POLA2	64	70	32	37
POLB	413	495	199	222
POLD1	942	1258	421	591
POLD2	1700	2265	749	1131
POLD3	509	538	256	337
POLDIP2	1327	1551	556	860
POLDIP3	1323	1679	571	826
POLE	2621	3364	1313	1717
POLE2	594	585	261	313
POLE3	494	653	270	367
POLE4	255	410	167	222
POLG	472	618	204	250
POLG2	126	173	63	77
POLH	323	427	157	221
POLI	165	114	70	77
POLK	473	455	195	225
POLL	233	268	108	132
POLM	142	187	74	98
POLN	11	8	1	6
POLQ	551	671	253	374
POLR1A	1336	1843	697	969
POLR1B	1146	1427	572	660
POLR1C	1190	1489	536	706
POLR1D	811	878	387	509
POLR1E	661	805	349	378
POLR2A	4852	6799	2657	3593
POLR2B	4868	5358	2353	2891
POLR2C	1301	1586	652	780
POLR2D	578	584	265	312
POLR2E	2146	2398	901	1352
POLR2F	855	1244	404	603
POLR2G	1509	1697	668	871
POLR2H	1021	1391	496	735
POLR2I	1363	1452	581	817
POLR2J	70	91	39	45
POLR2K	604	626	330	374
POLR2L	1534	2198	738	1125
POLR3A	1598	2023	792	994
POLR3B	929	1194	480	633
