	ribo_untr_a	ribo_untr_b	ribo_isrib_a	ribo_isrib_b
TRIM47	48	46	18	25
TRIM5	134	127	60	85
TRIM52	54	73	36	37
TRIM59	85	83	36	70
TRIM62	57	67	31	36
TRIM65	419	499	208	293
TRIM66	22	19	10	20
TRIM68	87	118	49	57
TRIM71	11	16	5	11
TRIM8	279	383	128	183
TRIM9	295	309	137	157
TRIO	765	841	373	442
TRIOBP	304	394	174	223
TRIP10	349	425	126	185
TRIP11	791	911	420	479
TRIP12	4561	5073	2233	2787
TRIP13	2207	2485	917	1209
TRIP4	479	523	266	306
TRIP6	1864	2469	907	1159
TRIR	1142	1534	570	783
TRIT1	390	420	183	213
TRMO	196	214	73	113
TRMT1	765	1166	434	681
TRMT10A	241	302	116	168
TRMT10B	62	74	17	31
TRMT10C	1708	1883	844	1056
TRMT11	556	484	219	267
TRMT112	699	1138	382	563
TRMT12	170	158	81	92
TRMT13	506	589	271	333
TRMT1L	878	949	389	466
TRMT2A	870	1171	444	576
TRMT2B	181	202	88	123
TRMT44	160	221	95	108
TRMT5	657	644	298	350
TRMT6	820	969	415	490
TRMT61A	512	732	258	377
TRMT61B	220	251	108	134
TRMU	667	915	327	467
TRNAU1AP	331	380	153	206
TRNT1	293	311	120	137
TRO	411	485	201	289
TROAP	825	954	400	556
TRPC1	109	127	41	58
TRPC3	55	54	22	43
TRPC4AP	1344	1688	668	897
TRPM4	51	53	15	35
TRPM6	20	13	6	9
TRPM7	357	327	170	161
TRPS1	351	383	159	190
TRPT1	142	160	59	88
TRPV1	15	16	3	7
TRRAP	3524	3979	1594	2167
TRUB1	1062	1254	487	601
TRUB2	1001	1098	457	699
TSC1	330	325	149	189
TSC2	878	1189	433	623
TSC22D1	482	551	239	304
TSC22D2	343	440	152	214
TSC22D3	658	788	210	290
TSC22D4	148	199	71	107
TSEN15	129	174	73	83
TSEN2	294	374	150	171
TSEN34	752	856	326	464
TSEN54	293	360	115	166
TSFM	1166	1490	602	788
TSG101	1443	1607	665	860
TSGA10	16	22	7	6
TSHZ1	118	131	62	76
TSHZ2	8	13	5	4
TSHZ3	181	213	73	88
TSKU	44	57	22	37
TSN	1272	1558	627	811
TSNARE1	58	75	32	40
TSNAX	685	853	367	399
TSNAXIP1	9	7	3	4
TSPAN12	225	314	113	128
TSPAN13	531	713	262	353
TSPAN14	245	301	107	164
TSPAN15	139	131	49	48
TSPAN17	66	67	28	45
TSPAN3	2610	3229	1292	1649
TSPAN31	331	447	169	204
TSPAN33	168	226	92	125
TSPAN4	104	125	37	58
TSPAN5	87	96	39	48
TSPAN6	778	1010	444	541
TSPAN9	288	372	135	198
TSPO	297	364	137	174
TSPYL1	3795	5050	2045	2598
TSPYL2	464	591	243	311
TSPYL4	501	641	201	282
TSR1	3405	3927	1584	2056
TSR2	726	987	356	517
TSR3	421	591	176	292
TSSC4	228	325	115	209
TSSK2	0	0	0	0
TSSK3	3	0	1	1
TSSK4	0	0	0	0
TST	316	475	171	276
TSTA3	457	558	224	287
TSTD2	230	252	103	124
TTBK2	92	112	42	52
TTC1	1390	1697	707	904
TTC12	146	191	106	108
TTC13	456	609	197	298
TTC14	453	505	217	280
TTC17	416	541	211	276
TTC19	399	529	212	258
TTC21B	728	701	312	395
TTC23	57	59	21	24
TTC26	401	522	184	242
TTC27	727	826	353	426
TTC28	567	620	267	335
TTC3	446	459	168	244
TTC30A	141	210	74	96
TTC30B	120	175	73	88
TTC31	94	148	74	66
TTC32	188	216	89	101
TTC33	341	346	119	169
TTC37	2666	2772	1208	1546
TTC38	426	602	219	285
TTC39A	324	418	150	214
TTC39B	102	128	51	52
TTC39C	219	295	110	144
TTC4	429	652	241	329
TTC5	315	349	168	204
TTC7A	63	101	26	44
TTC7B	373	447	161	239
TTC8	492	510	215	288
TTC9C	190	239	84	102
TTF1	544	635	289	347
TTF2	1632	1943	765	1030
TTI1	782	869	347	476
TTI2	393	547	174	286
TTK	2483	2713	1252	1565
TTL	224	245	83	126
TTLL1	50	39	28	29
TTLL11	12	39	10	10
TTLL12	1612	2616	822	1213
TTLL3	12	10	6	7
TTLL4	803	1002	403	565
TTLL5	159	183	85	115
TTLL7	238	220	93	119
TTN	67	86	36	34
TTPAL	208	219	106	99
TTYH2	41	56	24	36
TTYH3	427	556	208	299
TUB	181	213	72	85
TUBA1A	555	734	280	391
TUBA1B	6362	7884	3072	4096
TUBA1C	3011	3662	1469	2107
TUBA8	104	86	51	33
TUBB	19432	24406	9763	13256
TUBB1	0	3	0	0
TUBB2A	328	428	164	200
TUBB2B	507	570	266	337
TUBB4B	8606	13873	5120	7705
TUBB6	1132	1598	572	878
TUBD1	284	348	133	161
TUBE1	250	215	85	118
TUBG1	698	855	322	468
TUBGCP2	1254	1488	556	844
TUBGCP3	534	675	275	332
TUBGCP4	958	1041	469	555
TUBGCP5	426	414	235	285
TUBGCP6	428	513	221	287
TUFM	4902	6079	2283	3148
TUFT1	277	291	124	179
TULP3	313	397	144	233
TULP4	156	180	72	100
TUSC1	78	83	31	54
TUSC2	99	164	53	80
TUSC3	1035	1250	465	612
TUT1	167	187	59	88
TUT4	1085	1240	554	629
TUT7	525	535	228	306
TVP23B	53	37	20	26
TWF1	451	433	192	272
TWF2	336	465	177	220
TWISTNB	550	640	262	313
TWNK	508	595	223	350
TWSG1	542	594	286	330
TXLNA	2153	2934	1129	1646
TXLNG	1776	1906	814	1079
TXN	3422	4698	1760	2254
TXN2	611	827	313	437
TXNDC11	72	77	33	51
TXNDC12	790	1096	404	622
TXNDC15	447	526	183	321
TXNDC16	453	425	195	258
TXNDC17	1261	1680	670	1008
TXNDC5	3256	3864	1596	2256
TXNDC9	399	428	221	225
TXNIP	112	132	46	71
TXNL1	1600	1798	819	1007
TXNL4A	1034	1471	575	734
TXNL4B	230	270	122	145
TXNRD1	1855	2222	935	1216
TXNRD2	652	877	318	433
TXNRD3	133	157	69	82
TYK2	420	492	185	254
TYMP	28	30	13	20
TYMS	3892	4992	1915	2734
TYRO3	136	187	80	98
TYSND1	707	959	343	478
TYW1	120	148	69	88
TYW1B	5	6	4	1
TYW3	366	418	165	223
TYW5	113	109	56	54
U2AF1L4	47	74	29	23
U2AF2	5263	7012	2528	3726
U2SURP	2989	3384	1397	1880
UACA	820	878	399	472
UAP1	1516	1645	691	866
UAP1L1	93	135	41	56
UBA1	17758	21593	8262	11043
UBA2	9358	10574	4411	5637
UBA3	1269	1266	560	704
UBA5	609	727	281	380
UBA52	6737	8482	3465	4748
UBA6	1992	2180	915	1136
UBAC1	375	478	170	240
UBAC2	386	453	200	229
UBALD1	233	277	104	142
UBALD2	386	505	185	300
UBAP1	373	443	171	213
UBAP2	843	1041	465	540
UBAP2L	5731	7738	3257	4085
UBASH3B	87	140	55	64
UBB	3449	4132	1613	2333
UBC	5602	6983	2870	3752
UBE2A	1391	1577	707	905
UBE2B	945	1100	453	583
UBE2C	3584	4663	1783	2657
UBE2D1	492	510	239	272
UBE2D2	1464	1431	668	859
UBE2D3	491	722	261	342
UBE2D4	44	45	23	27
UBE2E1	3213	3666	1661	2001
UBE2E2	386	437	159	220
UBE2E3	289	356	148	230
UBE2F	37	52	15	30
UBE2G1	810	1032	462	528
UBE2G2	1035	1332	525	687
UBE2H	371	452	179	222
UBE2I	1804	2059	840	1197
UBE2J1	675	837	345	446
UBE2J2	852	996	402	520
UBE2K	1508	1532	621	828
UBE2L3	574	862	324	514
UBE2M	1136	1274	502	709
UBE2N	1605	1824	806	1006
UBE2O	1081	1594	629	794
UBE2Q1	730	864	332	419
UBE2Q2	102	145	61	58
UBE2R2	651	780	316	391
UBE2S	462	672	219	348
UBE2T	1421	1798	695	923
UBE2V2	1206	1231	588	682
UBE2Z	851	1090	426	577
UBE3A	802	904	418	486
UBE3B	245	317	119	158
UBE3C	1513	1650	683	899
UBE3D	240	282	107	149
UBE4A	1349	1429	616	703
UBE4B	1231	1475	571	741
UBFD1	614	829	304	425
UBIAD1	315	421	162	203
UBL3	177	185	81	100
UBL4A	458	630	183	319
UBL5	2262	3100	1233	1690
UBL7	1241	1582	620	779
UBLCP1	1050	1214	554	661
UBN1	286	315	132	167
UBN2	270	312	139	171
UBOX5	214	265	98	159
UBP1	260	331	128	164
UBQLN1	3570	3910	1743	2108
UBQLN2	1310	1448	624	792
UBQLN4	238	292	102	135
UBR1	1056	1169	541	692
UBR2	1560	1834	791	984
UBR3	1025	1123	471	586
UBR4	5088	6447	2755	3437
UBR5	2158	2351	1056	1277
UBR7	1261	1476	573	701
UBTD1	68	77	31	52
UBTD2	152	210	88	82
UBTF	1736	2359	849	1310
UBXN1	1059	1414	466	736
UBXN11	103	168	59	91
UBXN2A	230	254	138	137
UBXN2B	195	211	82	116
UBXN4	1418	1496	619	827
UBXN6	291	361	116	179
UBXN7	967	1036	395	550
UBXN8	399	530	212	299
UCHL1	8544	11077	4189	5608
UCHL3	674	721	372	426
UCHL5	1961	2216	957	1143
UCK1	388	527	263	312
UCK2	1485	1925	761	987
UCKL1	350	503	180	275
UCP2	161	155	45	69
UEVLD	232	260	126	144
UFC1	883	1078	408	592
UFD1	1612	1983	836	1098
UFL1	725	771	357	433
UFM1	407	514	213	284
UFSP1	79	96	32	70
UFSP2	394	395	175	220
UGCG	402	556	279	278
UGDH	562	764	335	419
UGGT1	1325	1355	539	721
UGGT2	617	581	302	385
UGP2	1112	1199	531	689
UGT8	540	651	293	357
UHMK1	471	510	204	252
UHRF1	1598	2396	813	1184
UHRF1BP1	498	526	231	302
UHRF1BP1L	675	650	265	356
UHRF2	267	345	129	166
UIMC1	439	527	183	239
ULBP3	186	262	132	146
ULK1	270	385	143	183
ULK2	10	11	3	9
ULK3	264	371	122	198
ULK4	27	26	12	19
UMAD1	108	136	58	84
UMPS	1191	1578	649	756
UNC119	252	323	108	149
UNC119B	519	567	228	294
UNC13B	284	333	145	173
UNC45A	1109	1524	616	765
UNC50	441	591	240	309
UNC5B	225	337	93	174
UNC5C	209	233	93	116
UNC93B1	87	117	44	58
UNCX	4	12	4	1
UNG	1700	2104	892	1122
UNK	233	296	117	155
UNKL	152	247	80	91
UPF1	2129	2959	1047	1510
UPF2	805	920	397	525
UPF3A	117	118	48	59
UPF3B	1040	1130	460	607
UPK3BL2	4	8	4	5
UPP1	142	146	45	61
UPRT	207	247	86	129
UQCC1	487	569	242	300
UQCC2	1045	1256	452	652
UQCC3	111	264	79	112
UQCR10	2055	1745	813	1066
UQCRB	1821	1922	798	1076
UQCRC1	3203	4131	1493	2075
UQCRC2	4217	4516	2088	2495
UQCRFS1	2955	4001	1598	2078
UQCRH	819	1126	454	575
UQCRQ	3200	3802	1456	1933
URB1	1007	1214	425	627
URB2	1427	1853	701	899
URGCP	413	645	270	331
URI1	1644	1942	816	988
URM1	453	581	195	270
UROD	1937	2497	878	1267
UROS	169	223	85	122
USB1	167	202	74	109
USE1	218	305	113	165
USF1	382	494	165	259
USF2	566	851	355	459
USF3	66	60	30	26
USO1	1816	1796	774	978
USP1	2413	2584	1189	1447
USP10	951	1052	473	573
USP11	4377	5644	2114	2986
USP12	96	89	45	66
USP13	754	916	352	440
USP14	3833	4311	1835	2296
USP15	1239	1292	670	713
USP16	925	968	420	570
USP18	94	170	48	82
USP19	1165	1425	515	706
USP2	77	104	38	66
USP20	306	359	147	180
USP21	70	104	32	50
USP22	2685	3265	1314	1784
USP24	1699	1981	795	1057
USP25	291	310	159	134
USP27X	57	66	28	31
USP28	498	652	220	300
USP3	569	650	258	352
USP30	399	424	195	235
USP31	69	84	38	42
USP32	297	367	156	179
USP33	2197	2399	1082	1250
USP34	1000	1005	509	549
USP35	31	27	12	23
USP36	498	664	240	353
USP37	684	754	325	417
USP38	554	600	218	367
USP39	1338	1519	615	794
USP4	250	283	116	186
USP40	214	201	88	109
USP42	304	426	161	214
USP43	35	36	10	14
USP44	76	88	28	40
USP45	177	191	97	93
USP46	211	245	100	124
USP47	1085	1229	534	681
USP48	1876	2222	1006	1163
USP49	28	45	15	17
USP5	2659	3718	1355	1744
USP51	34	33	21	22
USP53	229	291	102	133
USP54	364	436	156	204
USP6NL	176	216	81	122
USP7	1206	1391	574	728
USP8	849	824	355	463
USP9X	6350	6842	2942	3595
USPL1	350	417	150	182
UST	50	60	32	37
UTP11	2172	2375	1060	1222
UTP14A	870	1168	450	627
UTP14C	64	80	28	36
UTP15	783	908	372	453
UTP18	2129	2500	964	1221
UTP20	2111	2587	1088	1406
UTP23	266	273	105	185
UTP25	535	622	239	292
UTP3	958	1230	520	624
UTP4	1811	1998	900	1074
UTP6	1371	1573	631	791
UTRN	1580	2170	927	1135
UVRAG	156	197	83	98
UVSSA	73	110	50	72
UXS1	341	387	156	222
UXT	1334	1793	644	877
VAC14	464	567	205	268
VAMP3	586	657	303	361
VAMP4	106	120	38	68
VAMP7	684	814	332	462
VAMP8	267	350	126	200
VANGL1	367	493	189	263
VANGL2	175	188	77	111
VAPA	1618	1940	779	977
VAPB	1121	1353	591	717
VARS	3715	5018	1839	2433
VARS2	425	498	228	272
VASH1	20	28	7	20
VASH2	28	37	15	18
VASP	136	173	82	99
VAT1	1211	1321	498	687
VAV1	66	52	20	28
VAV2	275	350	130	158
VAV3	102	93	50	57
VBP1	2854	3226	1425	1673
VCAN	1893	2257	970	1147
VCL	3228	3937	1519	2052
VCP	9659	12968	5370	6936
VCPIP1	494	602	250	304
VCPKMT	41	43	18	22
VDAC1	1765	2006	829	1143
VDAC2	543	642	281	376
VDAC3	3439	4174	1697	2219
VEGFA	126	133	58	81
VEGFB	37	46	18	27
VEZF1	400	444	190	291
VEZT	773	723	348	452
VGLL4	271	363	146	187
VHL	598	734	272	414
VILL	1	1	1	0
VIM	19111	26946	10347	14589
VIPAS39	212	238	100	118
VIPR1	47	56	15	31
VIRMA	1562	1716	801	981
VKORC1L1	102	172	57	80
VLDLR	167	182	63	92
VMA21	712	845	352	448
VMP1	1299	1508	662	873
VPS11	320	358	125	171
VPS13A	1100	1126	567	627
VPS13B	403	467	230	288
VPS13C	1314	1362	664	758
VPS13D	798	830	364	458
VPS16	657	750	324	405
VPS18	549	803	278	409
VPS25	719	947	397	533
VPS26A	1708	2262	957	1159
VPS26B	327	399	162	211
VPS26C	377	404	162	267
VPS28	421	587	211	302
VPS29	1708	2018	921	1017
VPS33A	190	250	95	117
VPS35	2607	3094	1334	1596
VPS35L	542	593	230	331
VPS36	420	509	235	289
VPS37A	357	362	171	203
VPS37B	347	374	180	237
VPS37C	107	150	48	68
VPS39	614	708	310	409
VPS41	527	592	245	310
VPS45	1189	1282	609	709
VPS4A	37	68	27	42
VPS4B	660	908	385	486
VPS50	857	864	366	474
VPS51	555	809	274	392
VPS52	1015	1185	493	608
VPS53	1365	1567	672	852
VPS54	135	157	87	92
VPS72	951	1266	450	674
VPS8	279	275	140	158
VPS9D1	226	288	104	129
VRK1	2208	2641	1104	1461
VRK2	357	364	179	201
VRK3	262	306	124	141
VSIG10	61	55	25	30
VTA1	1574	1542	694	840
VTI1A	201	254	87	140
VTI1B	139	196	82	92
VWA8	569	649	281	391
VWDE	39	46	21	15
WAC	1363	1430	655	812
WAPL	1818	2250	885	1169
WARS	3106	3314	1315	1759
WARS2	396	476	171	265
WASF1	698	722	310	389
WASF2	537	688	252	375
WASF3	185	216	95	116
WASHC2A	128	208	81	98
WASHC2C	127	142	61	82
WASHC3	203	194	86	125
WASHC4	1203	1273	575	684
WASHC5	812	801	342	415
WASL	851	972	408	534
WBP1	17	26	4	15
WBP11	1091	1296	590	740
WBP1L	109	148	53	90
WBP2	1024	1352	515	708
WBP4	411	442	199	227
WDCP	468	470	180	278
WDFY1	359	466	167	214
WDFY2	144	177	63	103
WDFY3	699	698	292	359
WDHD1	777	912	374	464
WDPCP	54	73	33	58
WDR1	3249	3988	1637	2202
WDR11	1672	1937	753	948
WDR12	988	1134	498	603
WDR13	325	333	149	193
WDR17	119	136	53	66
WDR18	1730	2362	825	1138
WDR19	376	435	193	226
WDR20	218	238	109	147
WDR24	164	226	56	86
WDR25	122	135	70	115
WDR26	1357	1613	640	793
WDR27	25	28	13	15
WDR3	2968	3528	1404	1752
WDR33	1159	1493	697	805
WDR34	758	1077	400	555
WDR35	914	1160	495	594
WDR36	2471	2713	1211	1389
WDR37	260	284	109	156
WDR4	388	410	142	215
WDR41	1009	1106	465	572
WDR43	2616	3142	1467	1762
WDR44	836	927	399	561
WDR45	312	412	116	219
WDR45B	408	463	202	261
WDR46	1428	1944	708	1009
WDR47	381	445	178	206
WDR48	948	1097	463	626
WDR5	1058	1370	531	716
WDR53	92	139	44	62
WDR54	342	389	136	197
WDR55	285	363	146	193
WDR59	345	444	148	216
WDR5B	55	71	20	25
WDR6	1805	2498	849	1210
WDR60	267	421	164	184
WDR61	936	1125	505	598
WDR62	897	1199	414	627
WDR63	157	188	86	100
WDR66	4	10	5	3
WDR7	417	479	216	251
WDR70	845	919	375	525
WDR73	252	318	131	169
WDR74	530	743	294	375
WDR75	1869	2044	935	1132
WDR76	861	938	357	476
WDR77	2417	3394	1272	1632
WDR78	69	56	31	42
WDR81	411	504	187	258
WDR82	897	975	430	496
WDR83	163	217	74	116
WDR83OS	909	1230	453	569
WDR89	175	205	74	99
WDR90	105	91	45	51
WDR91	254	342	117	176
WDR92	226	275	124	143
WDSUB1	260	327	137	166
WDTC1	443	499	191	286
WDYHV1	137	124	44	61
WEE1	585	711	274	376
WFS1	438	566	179	247
WHAMM	70	85	34	31
WHRN	81	67	35	52
WIPF1	91	87	42	54
WIPF2	206	238	81	110
WIPI1	69	80	31	59
WIPI2	569	674	266	301
WIZ	665	876	312	438
WLS	2806	3551	1379	2047
WNK1	3234	3519	1561	1963
WNK2	576	672	233	343
WNK3	202	201	117	115
WNK4	4	2	2	1
WNT5A	265	365	172	179
WRAP53	396	528	184	229
WRAP73	794	1013	387	470
WRN	919	961	405	461
WRNIP1	1051	1293	495	663
WSB1	329	551	196	264
WSB2	191	225	95	116
WSCD1	75	101	28	45
WT1	196	238	96	126
WTAP	878	1050	485	576
WTIP	60	83	23	38
WWC1	172	222	81	93
WWC2	358	412	183	213
WWOX	230	278	94	122
WWP1	155	183	58	99
WWP2	434	457	194	289
WWTR1	594	742	255	375
XAB2	1439	1839	699	961
XBP1	404	564	183	259
XIAP	656	746	283	400
XK	72	75	25	38
XKR8	39	76	27	29
XPA	254	266	106	141
XPC	578	801	306	387
XPNPEP1	1978	2363	951	1174
XPNPEP3	480	542	214	295
XPO1	7801	8082	3864	4407
XPO4	983	1114	502	582
XPO5	3721	4817	1930	2455
XPO6	851	980	395	506
XPO7	1112	1249	549	712
XPOT	1504	1522	621	742
XPR1	333	469	184	234
XRCC1	1162	1775	651	890
XRCC2	300	332	127	154
XRCC3	366	395	183	242
XRCC4	395	457	182	235
XRCC5	19947	22494	9572	12012
XRCC6	7531	8863	3619	4766
XRN1	908	1134	426	489
XRN2	3444	4153	1806	2189
XRRA1	47	43	22	20
XXYLT1	231	256	92	138
XYLB	225	305	125	128
XYLT2	243	312	109	152
YAE1	197	224	127	144
YAF2	353	416	182	266
YAP1	472	523	220	288
YARS	3872	4082	1701	2104
YARS2	1247	1406	631	709
YBEY	199	269	125	151
YBX1	873	931	367	615
YBX3	2753	4149	1589	2210
YDJC	793	1073	340	539
YEATS2	672	822	280	348
YEATS4	1182	1187	557	647
YES1	668	799	316	485
YIF1A	622	787	296	388
YIF1B	1329	1652	605	830
YIPF1	335	432	184	226
YIPF2	388	525	184	255
YIPF3	842	1089	402	542
YIPF4	717	841	333	431
YIPF5	1080	1387	657	759
YIPF6	597	669	307	355
YJU2	316	468	172	257
YKT6	864	1175	458	628
YLPM1	1673	1505	751	891
YME1L1	4122	4164	1901	2414
YOD1	225	274	106	156
YPEL5	197	206	90	135
YRDC	1069	1464	535	707
YTHDC1	1167	1440	598	794
YTHDC2	2383	2706	1147	1409
YTHDF1	896	1067	466	619
YTHDF2	2010	2590	1113	1498
YTHDF3	826	1070	447	573
YWHAB	6272	7853	3168	4054
YWHAE	10757	13607	5422	7105
YWHAG	2068	2591	1013	1422
YWHAH	1377	1801	636	905
YWHAQ	3880	5167	2143	2704
YWHAZ	552	700	305	401
YY1	2073	2499	986	1366
YY1AP1	406	483	192	283
YY2	48	74	30	46
ZACN	3	5	0	0
ZADH2	642	732	273	404
ZBBX	11	7	10	5
ZBED1	199	231	87	107
ZBED4	291	370	122	174
ZBED5	415	528	232	257
ZBED6	40	55	20	17
ZBED6CL	3	1	0	2
ZBED8	167	213	65	75
ZBED9	185	202	101	118
ZBTB1	230	296	161	190
ZBTB10	604	789	289	363
ZBTB11	765	928	408	455
ZBTB12	234	344	96	154
ZBTB14	154	175	84	105
ZBTB17	128	165	56	102
ZBTB18	223	252	104	142
ZBTB2	168	212	97	118
ZBTB21	598	767	285	335
ZBTB22	51	46	30	48
ZBTB24	388	381	191	252
ZBTB25	94	119	40	60
ZBTB26	58	83	33	46
ZBTB3	112	164	57	83
ZBTB33	1630	1909	787	922
ZBTB34	168	210	66	79
ZBTB37	54	60	16	22
ZBTB38	207	224	86	149
ZBTB39	197	220	94	104
ZBTB4	89	101	37	55
ZBTB40	410	662	201	302
ZBTB41	108	111	50	66
ZBTB43	113	136	53	66
ZBTB44	247	246	102	130
ZBTB45	130	160	60	68
ZBTB46	69	90	25	33
ZBTB47	46	61	15	34
ZBTB48	241	360	125	183
ZBTB49	28	48	10	25
ZBTB5	172	232	123	117
ZBTB6	227	271	98	133
ZBTB7A	201	291	107	132
ZBTB7B	82	117	38	57
ZBTB8A	150	166	64	85
ZBTB8OS	358	313	134	182
ZBTB9	183	254	90	175
ZC2HC1A	131	122	66	72
ZC3H10	125	140	56	62
ZC3H12A	57	68	30	36
ZC3H12B	9	10	4	4
ZC3H12C	123	141	70	83
ZC3H13	1922	2418	1035	1277
ZC3H14	1400	1558	701	837
ZC3H15	1716	2153	915	1107
ZC3H18	905	1291	488	634
ZC3H3	327	415	151	246
ZC3H4	778	972	378	468
ZC3H6	72	53	17	26
ZC3H7A	525	562	253	299
ZC3H7B	651	839	298	467
ZC3H8	284	317	135	192
ZC3HAV1	1457	1769	711	914
ZC3HAV1L	3	4	1	3
ZC3HC1	908	1179	428	566
ZC4H2	156	204	87	83
ZCCHC10	242	276	109	145
ZCCHC12	1824	2126	868	1113
ZCCHC14	227	314	119	154
ZCCHC17	228	263	95	120
ZCCHC2	258	297	99	138
ZCCHC24	78	119	45	54
ZCCHC3	353	592	191	266
ZCCHC4	187	196	69	100
ZCCHC7	183	209	96	135
ZCCHC8	421	570	192	250
ZCCHC9	312	410	134	207
ZCRB1	494	476	218	285
ZCWPW1	36	74	25	21
ZDBF2	1424	1569	669	820
ZDHHC1	12	15	5	11
ZDHHC12	159	269	77	121
ZDHHC13	369	397	157	165
ZDHHC14	61	65	32	33
ZDHHC16	255	323	106	170
ZDHHC17	410	415	168	238
ZDHHC18	223	280	105	151
ZDHHC2	173	193	78	100
ZDHHC20	243	325	126	161
ZDHHC21	124	138	54	75
ZDHHC23	74	74	32	35
ZDHHC24	237	299	121	166
ZDHHC3	83	115	43	59
ZDHHC4	73	96	38	47
ZDHHC5	325	377	147	224
ZDHHC6	178	207	77	103
ZDHHC7	140	148	50	78
ZDHHC8	151	171	59	96
ZDHHC9	440	541	236	297
ZEB1	596	624	243	302
ZEB2	344	446	189	229
ZER1	771	979	375	548
ZFAND1	261	299	130	166
ZFAND2A	12	17	10	10
ZFAND2B	134	139	59	81
ZFAND3	602	728	293	404
ZFAND4	89	96	29	54
ZFAND5	364	410	170	245
ZFAND6	736	807	353	439
ZFAT	158	216	89	119
ZFC3H1	750	737	309	353
ZFHX2	53	59	23	48
ZFHX3	384	753	226	276
ZFHX4	677	920	365	429
ZFP1	156	184	78	86
ZFP14	187	237	95	104
ZFP28	88	85	42	47
ZFP30	503	670	246	331
ZFP36L1	354	477	147	250
ZFP36L2	474	750	277	360
ZFP37	85	64	36	41
ZFP62	195	242	62	90
ZFP64	589	711	218	324
ZFP69	73	68	28	29
ZFP69B	33	28	10	21
ZFP90	151	156	58	82
ZFP91	32	73	22	33
ZFPL1	205	332	120	177
ZFPM2	110	145	59	66
ZFR	3493	4151	1732	2330
ZFX	412	622	270	373
ZFYVE1	156	198	82	118
ZFYVE16	1180	1392	625	807
ZFYVE19	192	217	78	127
ZFYVE21	435	490	179	268
ZFYVE26	307	287	122	178
ZFYVE27	322	490	168	246
ZFYVE28	43	50	22	22
ZFYVE9	421	495	178	243
ZGPAT	49	75	34	41
ZGRF1	300	292	108	171
ZHX1	315	317	139	177
ZHX2	182	229	78	117
ZHX3	181	250	102	111
ZIC2	1151	1615	639	859
ZIC3	5	10	6	2
ZIC5	518	682	276	387
ZKSCAN1	459	681	228	327
ZKSCAN2	214	295	105	162
ZKSCAN3	93	118	52	51
ZKSCAN4	112	112	49	54
ZKSCAN5	196	267	97	138
ZKSCAN8	372	520	178	276
ZMAT2	1405	1732	782	1000
ZMAT3	225	315	122	169
ZMAT5	316	411	135	191
ZMIZ1	347	403	189	222
ZMIZ2	368	526	178	242
ZMPSTE24	2299	2793	1191	1454
ZMYM1	743	841	405	487
ZMYM2	1423	1604	658	776
ZMYM3	1297	1563	652	781
ZMYM4	1244	1554	637	822
ZMYM5	105	98	57	68
ZMYM6	103	98	37	48
ZMYND11	550	693	284	346
ZMYND19	517	714	238	357
ZMYND8	980	1161	480	668
ZNF10	71	72	39	38
ZNF100	204	286	114	149
ZNF101	72	86	33	53
ZNF106	1085	1157	561	596
ZNF107	196	221	117	135
ZNF112	63	85	37	43
ZNF117	27	14	12	11
ZNF12	314	353	171	191
ZNF121	511	650	251	320
ZNF124	57	63	30	48
ZNF131	275	349	142	161
ZNF132	0	0	1	0
ZNF133	125	148	58	77
ZNF134	213	241	125	147
ZNF136	214	238	104	158
ZNF138	99	98	48	39
ZNF14	70	94	56	57
ZNF140	157	187	90	118
ZNF142	666	852	313	404
ZNF143	505	525	235	315
ZNF146	1460	1687	633	829
ZNF148	474	508	211	258
ZNF155	149	188	91	114
ZNF16	109	143	64	96
ZNF160	132	111	50	109
ZNF165	90	80	42	55
ZNF169	18	25	8	7
ZNF17	68	78	25	31
ZNF174	102	104	43	68
ZNF175	87	102	39	54
ZNF18	38	81	33	42
ZNF180	174	202	75	107
ZNF181	116	150	61	87
ZNF182	166	179	78	102
ZNF184	226	245	118	134
ZNF185	37	34	19	28
ZNF189	162	189	90	127
ZNF19	19	17	10	8
ZNF195	328	328	161	169
ZNF197	185	219	78	104
ZNF2	44	59	18	23
ZNF200	256	331	130	180
ZNF202	46	69	14	27
ZNF205	89	173	43	71
ZNF207	3771	4311	1939	2594
ZNF211	92	118	63	70
ZNF212	147	195	75	116
ZNF213	44	42	19	17
ZNF214	33	32	7	14
ZNF215	126	128	49	66
ZNF217	752	858	327	458
ZNF219	42	65	20	45
ZNF22	3	2	1	0
ZNF221	226	304	120	136
ZNF222	112	182	80	95
ZNF224	426	536	225	284
ZNF225	148	220	83	96
ZNF226	524	611	264	301
ZNF227	657	893	339	443
ZNF23	41	54	18	27
ZNF230	143	156	90	101
ZNF232	83	94	47	52
ZNF234	336	365	148	171
ZNF235	58	54	34	44
ZNF236	153	198	88	104
ZNF239	250	292	115	151
ZNF24	669	976	408	498
ZNF248	83	85	25	37
ZNF25	45	46	25	19
ZNF250	69	78	41	52
ZNF251	139	135	74	83
ZNF254	147	157	74	82
ZNF256	155	243	108	108
ZNF26	104	125	53	80
ZNF260	468	540	177	248
ZNF263	134	187	67	91
ZNF264	145	202	86	94
ZNF266	74	120	28	59
ZNF267	314	277	183	196
ZNF268	218	296	126	163
ZNF273	82	83	21	42
ZNF274	311	418	174	261
ZNF275	272	338	128	190
ZNF276	41	52	32	40
ZNF277	626	631	306	378
