	ribo_untr_a	ribo_untr_b	ribo_isrib_a	ribo_isrib_b	untr_a_hek	untr_b_hek	isrib_a_hek	isrib_b_hek
TTBK2	92	112	42	52	480	457	469	404
TTC1	1390	1697	707	904	1112	1155	1188	770
TTC12	146	191	106	108	538	487	504	390
TTC13	456	609	197	298	1395	1282	1196	948
TTC14	453	505	217	280	889	923	851	706
TTC17	416	541	211	276	1451	1228	1406	1140
TTC19	399	529	212	258	765	745	683	559
TTC21B	728	701	312	395	1236	1096	1088	911
TTC23	57	59	21	24	300	279	272	219
TTC26	401	522	184	242	477	404	494	355
TTC27	727	826	353	426	1477	1374	1445	1126
TTC28	567	620	267	335	1532	1241	1196	1259
TTC3	446	459	168	244	5263	4810	4404	3980
TTC30A	141	210	74	96	101	62	82	46
TTC30B	120	175	73	88	93	69	90	62
TTC31	94	148	74	66	249	181	201	182
TTC32	188	216	89	101	154	124	150	83
TTC33	341	346	119	169	275	310	204	174
TTC37	2666	2772	1208	1546	5245	4670	5071	3501
TTC38	426	602	219	285	617	553	572	440
TTC39A	324	418	150	214	100	119	122	100
TTC39B	102	128	51	52	115	106	75	54
TTC39C	219	295	110	144	184	148	139	126
TTC4	429	652	241	329	1098	999	1041	689
TTC5	315	349	168	204	587	551	522	378
TTC7A	63	101	26	44	187	183	154	147
TTC7B	373	447	161	239	587	481	439	375
TTC8	492	510	215	288	411	376	416	259
TTC9C	190	239	84	102	223	191	224	162
TTF1	544	635	289	347	921	924	858	702
TTF2	1632	1943	765	1030	3595	3351	3290	2711
TTI1	782	869	347	476	1439	1246	1296	1153
TTI2	393	547	174	286	392	361	391	293
TTK	2483	2713	1252	1565	2613	2430	2576	1695
TTL	224	245	83	126	570	463	567	462
TTLL1	50	39	28	29	67	58	59	42
TTLL11	12	39	10	10	122	124	97	104
TTLL12	1612	2616	822	1213	1438	1320	1395	1085
TTLL3	12	10	6	7	176	145	152	162
TTLL4	803	1002	403	565	1360	1181	1188	1164
TTLL5	159	183	85	115	1092	916	911	798
TTLL7	238	220	93	119	267	241	253	197
TTN	67	86	36	34	7413	6186	7273	5821
TTPAL	208	219	106	99	241	205	221	204
TTYH2	41	56	24	36	43	33	35	42
TTYH3	427	556	208	299	263	202	130	199
TUB	181	213	72	85	610	572	517	477
TUBA1A	555	734	280	391	580	542	708	425
TUBA1B	6362	7884	3072	4096	7672	6748	9245	5791
TUBA1C	3011	3662	1469	2107	4286	3757	4400	2779
TUBA8	104	86	51	33	66	55	68	72
TUBB	19432	24406	9763	13256	12392	9908	14651	10476
TUBB1	0	3	0	0	39	42	40	34
TUBB2A	328	428	164	200	126	122	145	90
TUBB2B	507	570	266	337	201	218	195	139
TUBB4B	8606	13873	5120	7705	5407	4841	6107	4483
TUBB6	1132	1598	572	878	904	755	877	654
TUBD1	284	348	133	161	282	240	273	214
TUBE1	250	215	85	118	491	416	562	387
TUBG1	698	855	322	468	933	847	984	734
TUBGCP2	1254	1488	556	844	2008	1746	2036	1583
TUBGCP3	534	675	275	332	776	718	683	684
TUBGCP4	958	1041	469	555	930	814	749	674
TUBGCP5	426	414	235	285	1212	1060	1031	824
TUBGCP6	428	513	221	287	2028	1666	1801	1688
TUFM	4902	6079	2283	3148	4647	4182	4538	3228
TUFT1	277	291	124	179	155	157	220	164
TULP3	313	397	144	233	380	326	331	252
TULP4	156	180	72	100	551	463	362	495
TUSC1	78	83	31	54	85	90	49	27
TUSC2	99	164	53	80	195	175	148	99
TUSC3	1035	1250	465	612	826	811	821	585
TUT1	167	187	59	88	180	158	161	104
TUT4	1085	1240	554	629	2610	2418	1939	2117
TUT7	525	535	228	306	1178	1108	1006	805
TVP23B	53	37	20	26	276	267	250	155
TWF1	451	433	192	272	377	366	406	254
TWF2	336	465	177	220	364	365	316	212
TWISTNB	550	640	262	313	730	685	727	465
TWNK	508	595	223	350	893	693	772	731
TWSG1	542	594	286	330	271	258	252	183
TXLNA	2153	2934	1129	1646	2946	2804	3019	2570
TXLNG	1776	1906	814	1079	1300	1322	1230	1022
TXN	3422	4698	1760	2254	6250	6036	5168	3380
TXN2	611	827	313	437	320	307	404	257
TXNDC11	72	77	33	51	577	477	577	465
TXNDC12	790	1096	404	622	443	434	448	287
TXNDC15	447	526	183	321	441	422	371	260
TXNDC16	453	425	195	258	733	652	654	552
TXNDC17	1261	1680	670	1008	942	871	818	495
TXNDC5	3256	3864	1596	2256	3749	3434	3207	2384
TXNDC9	399	428	221	225	479	376	395	320
TXNIP	112	132	46	71	166	143	134	93
TXNL1	1600	1798	819	1007	627	575	626	486
TXNL4A	1034	1471	575	734	785	715	717	512
TXNL4B	230	270	122	145	160	124	118	103
TXNRD1	1855	2222	935	1216	3349	3298	3173	2140
TXNRD2	652	877	318	433	511	538	453	354
TXNRD3	133	157	69	82	620	603	527	392
TYK2	420	492	185	254	1109	924	1096	901
TYMP	28	30	13	20	80	73	64	50
TYMS	3892	4992	1915	2734	1406	1173	936	1046
TYRO3	136	187	80	98	390	350	372	292
TYSND1	707	959	343	478	283	251	247	202
TYW1	120	148	69	88	480	438	422	385
TYW1B	5	6	4	1	81	85	94	88
TYW3	366	418	165	223	727	751	702	469
TYW5	113	109	56	54	212	177	171	146
U2AF1L4	47	74	29	23	40	36	39	32
U2AF2	5263	7012	2528	3726	3886	3747	4173	3167
U2SURP	2989	3384	1397	1880	10807	10549	10061	7561
UACA	820	878	399	472	1698	1696	1556	1158
UAP1	1516	1645	691	866	1771	1650	1764	1224
UAP1L1	93	135	41	56	96	92	66	50
UBA1	17758	21593	8262	11043	9603	8367	9300	8066
UBA2	9358	10574	4411	5637	4105	3738	3922	2802
UBA3	1269	1266	560	704	1546	1556	1537	1041
UBA5	609	727	281	380	905	908	835	625
UBA52	6737	8482	3465	4748	7617	6651	7903	4893
UBA6	1992	2180	915	1136	2685	2412	2635	1841
UBAC1	375	478	170	240	745	669	711	510
UBAC2	386	453	200	229	387	353	415	287
UBALD1	233	277	104	142	69	58	78	59
UBALD2	386	505	185	300	48	27	55	30
UBAP1	373	443	171	213	615	526	616	455
UBAP2	843	1041	465	540	1247	1015	1297	1092
UBAP2L	5731	7738	3257	4085	4505	3522	4105	4013
UBASH3B	87	140	55	64	54	40	58	33
UBB	3449	4132	1613	2333	10138	10273	9144	6167
UBC	5602	6983	2870	3752	7201	6627	8028	5671
UBE2A	1391	1577	707	905	440	397	542	402
UBE2B	945	1100	453	583	154	167	178	123
UBE2C	3584	4663	1783	2657	1558	1235	1762	1038
UBE2D1	492	510	239	272	142	160	200	139
UBE2D2	1464	1431	668	859	751	737	721	477
UBE2D3	491	722	261	342	881	698	1009	653
UBE2D4	44	45	23	27	69	58	51	45
UBE2E1	3213	3666	1661	2001	1239	1014	1385	886
UBE2E2	386	437	159	220	323	247	242	228
UBE2E3	289	356	148	230	408	340	303	307
UBE2F	37	52	15	30	109	70	137	88
UBE2G1	810	1032	462	528	473	460	392	299
UBE2G2	1035	1332	525	687	833	836	676	514
UBE2H	371	452	179	222	160	162	134	108
UBE2I	1804	2059	840	1197	926	903	1038	707
UBE2J1	675	837	345	446	583	587	703	466
UBE2J2	852	996	402	520	533	437	528	411
UBE2K	1508	1532	621	828	529	470	437	366
UBE2L3	574	862	324	514	729	580	742	448
UBE2M	1136	1274	502	709	804	627	863	596
UBE2N	1605	1824	806	1006	855	857	829	540
UBE2O	1081	1594	629	794	1993	1526	1368	1505
UBE2Q1	730	864	332	419	1097	986	1030	796
UBE2Q2	102	145	61	58	530	467	498	339
UBE2R2	651	780	316	391	463	441	372	354
UBE2S	462	672	219	348	481	446	460	315
UBE2T	1421	1798	695	923	1262	1121	1310	843
UBE2V2	1206	1231	588	682	601	621	622	379
UBE2Z	851	1090	426	577	487	481	425	381
UBE3A	802	904	418	486	2178	2196	1978	1547
UBE3B	245	317	119	158	733	570	663	599
UBE3C	1513	1650	683	899	3650	3191	3377	2625
UBE3D	240	282	107	149	468	419	385	309
UBE4A	1349	1429	616	703	2451	2120	2345	1913
UBE4B	1231	1475	571	741	1429	1210	1138	1155
UBFD1	614	829	304	425	567	542	513	384
UBIAD1	315	421	162	203	294	259	366	240
UBL3	177	185	81	100	111	125	148	109
UBL4A	458	630	183	319	490	447	442	294
UBL5	2262	3100	1233	1690	907	846	862	567
UBL7	1241	1582	620	779	873	791	971	716
UBLCP1	1050	1214	554	661	633	585	461	420
UBN1	286	315	132	167	1341	1219	1152	1124
UBN2	270	312	139	171	757	686	580	695
UBOX5	214	265	98	159	142	92	105	100
UBP1	260	331	128	164	1820	1569	1600	1398
UBQLN1	3570	3910	1743	2108	3046	2579	2770	2408
UBQLN2	1310	1448	624	792	684	507	515	630
UBQLN4	238	292	102	135	371	319	387	321
UBR1	1056	1169	541	692	1689	1507	1494	1203
UBR2	1560	1834	791	984	2372	2107	2092	1662
UBR3	1025	1123	471	586	2648	2421	2485	1986
UBR4	5088	6447	2755	3437	10568	8911	7928	8639
UBR5	2158	2351	1056	1277	7057	6268	5867	4873
UBR7	1261	1476	573	701	833	828	632	534
UBTD1	68	77	31	52	50	67	43	32
UBTD2	152	210	88	82	354	315	347	272
UBTF	1736	2359	849	1310	3040	2865	2750	2228
UBXN1	1059	1414	466	736	929	992	1017	658
UBXN11	103	168	59	91	333	359	360	295
UBXN2A	230	254	138	137	380	358	361	270
UBXN2B	195	211	82	116	330	306	272	213
UBXN4	1418	1496	619	827	1167	1112	1112	941
UBXN6	291	361	116	179	552	444	585	413
UBXN7	967	1036	395	550	502	450	356	370
UBXN8	399	530	212	299	368	365	397	266
UCHL1	8544	11077	4189	5608	2976	2816	2364	1854
UCHL3	674	721	372	426	1055	1012	1017	692
UCHL5	1961	2216	957	1143	2021	1945	1773	1315
UCK1	388	527	263	312	439	414	363	284
UCK2	1485	1925	761	987	1659	1620	1535	1135
UCKL1	350	503	180	275	456	363	501	380
UCP2	161	155	45	69	174	122	81	164
UEVLD	232	260	126	144	240	138	230	166
UFC1	883	1078	408	592	879	854	879	569
UFD1	1612	1983	836	1098	1179	1101	1231	823
UFL1	725	771	357	433	994	956	1009	684
UFM1	407	514	213	284	227	219	192	103
UFSP1	79	96	32	70	50	39	40	26
UFSP2	394	395	175	220	324	292	335	268
UGCG	402	556	279	278	368	308	350	255
UGDH	562	764	335	419	486	517	424	358
UGGT1	1325	1355	539	721	3370	3129	3025	2442
UGGT2	617	581	302	385	1665	1575	1440	1131
UGP2	1112	1199	531	689	776	726	671	546
UGT8	540	651	293	357	374	336	327	295
UHMK1	471	510	204	252	1145	949	1071	799
UHRF1	1598	2396	813	1184	1401	1312	1128	1080
UHRF1BP1	498	526	231	302	959	854	796	768
UHRF1BP1L	675	650	265	356	1561	1405	1446	1194
UHRF2	267	345	129	166	900	773	663	564
UIMC1	439	527	183	239	1531	1555	1279	1157
ULBP3	186	262	132	146	138	132	124	101
ULK1	270	385	143	183	202	147	148	178
ULK2	10	11	3	9	208	161	207	163
ULK3	264	371	122	198	879	789	812	668
ULK4	27	26	12	19	525	504	464	408
UMAD1	108	136	58	84	79	76	73	51
UMPS	1191	1578	649	756	1752	1567	1727	1315
UNC119	252	323	108	149	150	142	178	120
UNC119B	519	567	228	294	289	260	293	216
UNC13B	284	333	145	173	1786	1537	1618	1307
UNC45A	1109	1524	616	765	2278	2283	2101	1601
UNC50	441	591	240	309	510	489	516	363
UNC5B	225	337	93	174	228	199	178	192
UNC5C	209	233	93	116	187	138	153	132
UNC93B1	87	117	44	58	102	75	117	73
UNCX	4	12	4	1	130	132	95	74
UNG	1700	2104	892	1122	1388	1234	1526	1087
UNK	233	296	117	155	381	262	373	314
UNKL	152	247	80	91	151	175	135	139
UPF1	2129	2959	1047	1510	1890	1531	1654	1624
UPF2	805	920	397	525	1757	1670	1546	1269
UPF3A	117	118	48	59	119	85	100	67
UPF3B	1040	1130	460	607	988	1090	976	660
UPK3BL2	4	8	4	5	47	49	40	40
UPP1	142	146	45	61	101	105	102	75
UPRT	207	247	86	129	205	216	224	179
UQCC1	487	569	242	300	491	501	560	399
UQCC2	1045	1256	452	652	673	581	730	440
UQCC3	111	264	79	112	173	140	156	104
UQCR10	2055	1745	813	1066	782	641	890	521
UQCRB	1821	1922	798	1076	2253	2284	2036	1125
UQCRC1	3203	4131	1493	2075	4325	3889	4175	3013
UQCRC2	4217	4516	2088	2495	3624	3010	3821	2561
UQCRFS1	2955	4001	1598	2078	1235	1230	1120	868
UQCRH	819	1126	454	575	1495	1576	1225	812
UQCRQ	3200	3802	1456	1933	1903	1747	1527	991
URB1	1007	1214	425	627	3988	3454	3408	3227
URB2	1427	1853	701	899	4100	3644	3983	3330
URGCP	413	645	270	331	758	653	687	578
URI1	1644	1942	816	988	2945	2930	2714	2127
URM1	453	581	195	270	185	151	190	128
UROD	1937	2497	878	1267	1408	1239	1345	880
UROS	169	223	85	122	941	905	898	698
USB1	167	202	74	109	246	206	130	189
USE1	218	305	113	165	160	165	187	119
USF1	382	494	165	259	640	542	639	459
USF2	566	851	355	459	499	489	583	419
USF3	66	60	30	26	878	665	723	787
USO1	1816	1796	774	978	2893	2741	3010	2154
USP1	2413	2584	1189	1447	7497	7123	7256	5272
USP10	951	1052	473	573	2431	2107	2386	1988
USP11	4377	5644	2114	2986	1852	1568	1830	1564
USP12	96	89	45	66	260	252	264	185
USP13	754	916	352	440	660	660	436	501
USP14	3833	4311	1835	2296	1549	1264	867	1292
USP15	1239	1292	670	713	2306	2217	2101	1546
USP16	925	968	420	570	3402	3043	3353	2309
USP18	94	170	48	82	181	152	136	91
USP19	1165	1425	515	706	2417	2336	2218	1959
USP2	77	104	38	66	77	87	50	73
USP20	306	359	147	180	324	283	281	253
USP21	70	104	32	50	427	403	382	392
USP22	2685	3265	1314	1784	4940	4129	4692	3677
USP24	1699	1981	795	1057	7988	7485	7184	5784
USP25	291	310	159	134	1902	1754	1837	1332
USP27X	57	66	28	31	60	56	50	44
USP28	498	652	220	300	1604	1365	1480	1107
USP3	569	650	258	352	488	396	399	319
USP30	399	424	195	235	195	161	213	141
USP31	69	84	38	42	527	427	407	383
USP32	297	367	156	179	1009	892	843	691
USP33	2197	2399	1082	1250	3302	2954	3169	2262
USP34	1000	1005	509	549	7060	6186	5889	5078
USP35	31	27	12	23	112	102	80	80
USP36	498	664	240	353	1087	916	748	901
USP37	684	754	325	417	1229	1069	1122	944
USP38	554	600	218	367	1731	1457	1650	1241
USP39	1338	1519	615	794	1698	1549	1677	1311
USP4	250	283	116	186	691	639	544	603
USP40	214	201	88	109	705	720	608	493
USP42	304	426	161	214	392	329	302	309
USP43	35	36	10	14	80	75	92	89
USP44	76	88	28	40	134	128	144	84
USP45	177	191	97	93	747	730	674	564
USP46	211	245	100	124	427	435	393	345
USP47	1085	1229	534	681	2795	2813	2754	1930
USP48	1876	2222	1006	1163	2309	2219	1963	1723
USP49	28	45	15	17	155	132	107	108
USP5	2659	3718	1355	1744	2184	2158	2198	1680
USP51	34	33	21	22	61	53	61	49
USP53	229	291	102	133	1141	1126	1082	875
USP54	364	436	156	204	1125	956	911	884
USP6NL	176	216	81	122	417	369	420	295
USP7	1206	1391	574	728	4035	3979	3657	3103
USP8	849	824	355	463	1197	1094	1115	953
USP9X	6350	6842	2942	3595	17599	15853	16063	13161
USPL1	350	417	150	182	1090	923	951	755
UST	50	60	32	37	247	212	235	182
UTP11	2172	2375	1060	1222	1255	1248	1246	947
UTP14A	870	1168	450	627	2411	2488	2479	1828
UTP14C	64	80	28	36	625	575	552	486
UTP15	783	908	372	453	1261	1086	1153	855
UTP18	2129	2500	964	1221	2721	2575	2194	1673
UTP20	2111	2587	1088	1406	6388	5832	5791	4742
UTP23	266	273	105	185	353	282	316	250
UTP25	535	622	239	292	1250	1195	1301	1095
UTP3	958	1230	520	624	1031	970	855	702
UTP4	1811	1998	900	1074	1347	1222	1091	1294
UTP6	1371	1573	631	791	1850	1863	1710	1265
UTRN	1580	2170	927	1135	4115	3858	3564	3007
UVRAG	156	197	83	98	503	474	412	403
UVSSA	73	110	50	72	260	235	180	183
UXS1	341	387	156	222	461	438	429	356
UXT	1334	1793	644	877	558	437	629	413
VAC14	464	567	205	268	669	540	577	578
VAMP3	586	657	303	361	286	230	335	235
VAMP4	106	120	38	68	82	57	61	44
VAMP7	684	814	332	462	981	850	1018	731
VAMP8	267	350	126	200	90	89	90	70
VANGL1	367	493	189	263	337	283	344	264
VANGL2	175	188	77	111	147	71	85	128
VAPA	1618	1940	779	977	1201	1182	1050	785
VAPB	1121	1353	591	717	402	326	334	331
VARS	3715	5018	1839	2433	2998	2544	2349	2461
VARS2	425	498	228	272	745	739	831	674
VASH1	20	28	7	20	169	177	131	127
VASH2	28	37	15	18	71	68	56	53
VASP	136	173	82	99	221	211	189	159
VAT1	1211	1321	498	687	678	571	571	487
VAV1	66	52	20	28	65	48	69	50
VAV2	275	350	130	158	380	282	329	318
VAV3	102	93	50	57	96	90	95	70
VBP1	2854	3226	1425	1673	2599	2457	2226	1484
VCAN	1893	2257	970	1147	2738	2311	2247	2051
VCL	3228	3937	1519	2052	2856	2653	2891	2602
VCP	9659	12968	5370	6936	10826	10286	10282	7987
VCPIP1	494	602	250	304	900	816	775	673
VCPKMT	41	43	18	22	136	114	96	60
VDAC1	1765	2006	829	1143	1482	1362	1816	1175
VDAC2	543	642	281	376	876	783	837	599
VDAC3	3439	4174	1697	2219	2753	2589	2692	1798
VEGFA	126	133	58	81	182	172	204	149
VEGFB	37	46	18	27	72	72	62	49
VEZF1	400	444	190	291	268	245	317	221
VEZT	773	723	348	452	1482	1331	1433	1055
VGLL4	271	363	146	187	169	142	162	130
VHL	598	734	272	414	688	750	541	392
VILL	1	1	1	0	101	113	98	91
VIM	19111	26946	10347	14589	9772	8859	8644	7588
VIPAS39	212	238	100	118	244	248	259	218
VIPR1	47	56	15	31	54	41	44	33
VIRMA	1562	1716	801	981	3253	2754	3114	2412
VKORC1L1	102	172	57	80	122	101	132	91
VLDLR	167	182	63	92	63	57	39	45
VMA21	712	845	352	448	348	352	395	224
VMP1	1299	1508	662	873	865	810	781	645
VPS11	320	358	125	171	751	633	767	584
VPS13A	1100	1126	567	627	5909	5640	5304	4357
VPS13B	403	467	230	288	2621	2307	2274	1993
VPS13C	1314	1362	664	758	3682	3452	3274	2630
VPS13D	798	830	364	458	3868	3447	3135	2903
VPS16	657	750	324	405	733	620	697	550
VPS18	549	803	278	409	581	502	486	383
VPS25	719	947	397	533	792	669	810	591
VPS26A	1708	2262	957	1159	926	887	736	653
VPS26B	327	399	162	211	381	381	362	294
VPS26C	377	404	162	267	333	306	357	254
VPS28	421	587	211	302	398	374	362	266
VPS29	1708	2018	921	1017	901	785	780	558
VPS33A	190	250	95	117	260	253	194	171
VPS35	2607	3094	1334	1596	3303	3133	2952	2250
VPS35L	542	593	230	331	886	734	818	695
VPS36	420	509	235	289	724	704	617	520
VPS37A	357	362	171	203	303	269	328	198
VPS37B	347	374	180	237	131	110	88	71
VPS37C	107	150	48	68	143	143	123	110
VPS39	614	708	310	409	678	539	582	558
VPS41	527	592	245	310	1489	1512	1363	924
VPS45	1189	1282	609	709	1363	1256	1284	911
VPS4A	37	68	27	42	174	196	194	152
VPS4B	660	908	385	486	591	500	504	375
VPS50	857	864	366	474	976	900	1025	621
VPS51	555	809	274	392	1160	1078	1122	762
VPS52	1015	1185	493	608	824	728	753	676
VPS53	1365	1567	672	852	771	627	590	635
VPS54	135	157	87	92	1213	1159	1109	828
VPS72	951	1266	450	674	1100	1059	1157	822
VPS8	279	275	140	158	1053	887	942	663
VPS9D1	226	288	104	129	333	210	176	229
VRK1	2208	2641	1104	1461	2295	2169	2172	1539
VRK2	357	364	179	201	1079	990	1054	793
VRK3	262	306	124	141	455	392	424	346
VSIG10	61	55	25	30	105	82	94	66
VTA1	1574	1542	694	840	885	814	1080	713
VTI1A	201	254	87	140	400	329	302	269
VTI1B	139	196	82	92	793	692	882	554
VWA8	569	649	281	391	1795	1581	1459	1351
VWDE	39	46	21	15	641	613	493	400
WAC	1363	1430	655	812	1296	949	1584	1163
WAPL	1818	2250	885	1169	4002	3805	3630	2912
WARS	3106	3314	1315	1759	1689	1434	1862	1378
WARS2	396	476	171	265	576	522	542	421
WASF1	698	722	310	389	753	626	554	578
WASF2	537	688	252	375	343	256	253	295
WASF3	185	216	95	116	339	289	312	262
WASHC2A	128	208	81	98	481	456	451	357
WASHC2C	127	142	61	82	397	412	368	286
WASHC3	203	194	86	125	185	140	179	123
WASHC4	1203	1273	575	684	1829	1779	1788	1443
WASHC5	812	801	342	415	1747	1510	1868	1315
WASL	851	972	408	534	339	273	317	290
WBP1	17	26	4	15	183	157	213	129
WBP11	1091	1296	590	740	1243	1120	1356	1203
WBP1L	109	148	53	90	79	92	83	59
WBP2	1024	1352	515	708	270	221	284	235
WBP4	411	442	199	227	354	298	296	214
WDCP	468	470	180	278	734	615	723	516
WDFY1	359	466	167	214	322	300	319	271
WDFY2	144	177	63	103	146	137	115	98
WDFY3	699	698	292	359	3159	2809	2915	2564
WDHD1	777	912	374	464	1933	1667	1706	1214
WDPCP	54	73	33	58	235	215	218	177
WDR1	3249	3988	1637	2202	1948	1801	2183	1597
WDR11	1672	1937	753	948	2257	2006	2216	1682
WDR12	988	1134	498	603	1776	1717	1691	1170
WDR13	325	333	149	193	404	358	430	305
WDR17	119	136	53	66	486	474	389	345
WDR18	1730	2362	825	1138	706	668	711	549
WDR19	376	435	193	226	996	833	832	611
WDR20	218	238	109	147	411	330	375	312
WDR24	164	226	56	86	348	315	292	268
WDR25	122	135	70	115	166	152	157	97
WDR26	1357	1613	640	793	2752	2534	1780	2080
WDR27	25	28	13	15	479	418	421	358
WDR3	2968	3528	1404	1752	4737	4494	4530	3253
WDR33	1159	1493	697	805	3201	2655	3039	2394
WDR34	758	1077	400	555	1483	1248	1350	1008
WDR35	914	1160	495	594	1545	1351	1212	960
WDR36	2471	2713	1211	1389	2683	2357	2597	1799
WDR37	260	284	109	156	346	300	248	237
WDR4	388	410	142	215	727	666	528	497
WDR41	1009	1106	465	572	1349	1276	1074	832
WDR43	2616	3142	1467	1762	5642	5058	5524	3760
WDR44	836	927	399	561	1389	1339	1175	1067
WDR45	312	412	116	219	278	209	246	193
WDR45B	408	463	202	261	912	739	964	578
WDR46	1428	1944	708	1009	1529	1457	1539	1079
WDR47	381	445	178	206	529	494	632	515
WDR48	948	1097	463	626	1926	1673	1766	1245
WDR5	1058	1370	531	716	1293	1228	1140	859
WDR53	92	139	44	62	154	135	165	124
WDR54	342	389	136	197	407	393	433	314
WDR55	285	363	146	193	520	495	441	387
WDR59	345	444	148	216	1095	915	867	854
WDR5B	55	71	20	25	131	100	121	98
WDR6	1805	2498	849	1210	3964	3496	3857	3076
WDR60	267	421	164	184	521	486	540	372
WDR61	936	1125	505	598	1666	1624	1590	1048
WDR62	897	1199	414	627	1129	993	951	955
WDR63	157	188	86	100	52	30	49	36
WDR66	4	10	5	3	47	51	46	45
WDR7	417	479	216	251	1012	901	896	749
WDR70	845	919	375	525	1157	1075	1032	769
WDR73	252	318	131	169	1155	980	981	845
WDR74	530	743	294	375	880	789	791	574
WDR75	1869	2044	935	1132	2885	2750	2710	1885
WDR76	861	938	357	476	980	949	946	672
WDR77	2417	3394	1272	1632	2517	2320	2545	1847
WDR78	69	56	31	42	67	47	61	40
WDR81	411	504	187	258	659	643	537	538
WDR82	897	975	430	496	1322	1037	1330	998
WDR83	163	217	74	116	214	246	208	183
WDR83OS	909	1230	453	569	581	559	559	375
WDR89	175	205	74	99	478	446	365	302
WDR90	105	91	45	51	829	676	713	724
WDR91	254	342	117	176	351	278	302	248
WDR92	226	275	124	143	244	254	250	164
WDSUB1	260	327	137	166	212	201	176	146
WDTC1	443	499	191	286	413	311	319	358
WDYHV1	137	124	44	61	100	69	84	84
WEE1	585	711	274	376	964	934	768	642
WFS1	438	566	179	247	307	246	301	239
WHAMM	70	85	34	31	314	282	287	251
WHRN	81	67	35	52	129	99	84	97
WIPF1	91	87	42	54	61	38	43	46
WIPF2	206	238	81	110	56	50	73	57
WIPI1	69	80	31	59	73	58	64	47
WIPI2	569	674	266	301	968	899	1035	780
WIZ	665	876	312	438	571	386	355	493
WLS	2806	3551	1379	2047	1965	1610	1778	1422
WNK1	3234	3519	1561	1963	4952	3857	3692	4430
WNK2	576	672	233	343	678	531	299	545
WNK3	202	201	117	115	806	723	806	662
WNK4	4	2	2	1	72	48	58	40
WNT5A	265	365	172	179	144	121	106	82
WRAP53	396	528	184	229	678	579	598	482
WRAP73	794	1013	387	470	562	529	576	465
WRN	919	961	405	461	1470	1310	1220	1017
WRNIP1	1051	1293	495	663	1665	1523	1497	1112
WSB1	329	551	196	264	650	666	581	490
WSB2	191	225	95	116	512	437	403	343
WSCD1	75	101	28	45	112	93	107	69
WT1	196	238	96	126	51	45	52	40
WTAP	878	1050	485	576	1559	1444	1542	1174
WTIP	60	83	23	38	35	38	36	37
WWC1	172	222	81	93	701	639	656	541
WWC2	358	412	183	213	988	938	947	726
WWOX	230	278	94	122	346	362	335	274
WWP1	155	183	58	99	971	943	702	735
WWP2	434	457	194	289	479	391	435	444
WWTR1	594	742	255	375	73	41	83	73
XAB2	1439	1839	699	961	628	507	511	499
XBP1	404	564	183	259	1532	1484	1345	1014
XIAP	656	746	283	400	817	763	649	540
XK	72	75	25	38	54	57	43	42
XKR8	39	76	27	29	101	67	93	53
XPA	254	266	106	141	439	425	365	260
XPC	578	801	306	387	1374	1353	1215	1031
XPNPEP1	1978	2363	951	1174	1361	1175	1352	913
XPNPEP3	480	542	214	295	669	539	497	542
XPO1	7801	8082	3864	4407	12741	11875	11804	8864
XPO4	983	1114	502	582	2178	1884	1931	1521
XPO5	3721	4817	1930	2455	5345	4525	4687	4021
XPO6	851	980	395	506	4115	3652	3799	3074
XPO7	1112	1249	549	712	2165	1849	2069	1731
XPOT	1504	1522	621	742	4436	3962	4537	3319
XPR1	333	469	184	234	937	842	861	694
XRCC1	1162	1775	651	890	677	578	629	521
XRCC2	300	332	127	154	601	604	488	449
XRCC3	366	395	183	242	467	425	447	344
XRCC4	395	457	182	235	284	288	254	190
XRCC5	19947	22494	9572	12012	15880	15002	15094	10418
XRCC6	7531	8863	3619	4766	11803	11441	12094	8204
XRN1	908	1134	426	489	1367	1314	1281	1070
XRN2	3444	4153	1806	2189	5075	4658	4939	3706
XRRA1	47	43	22	20	288	261	223	261
XXYLT1	231	256	92	138	174	166	150	131
XYLB	225	305	125	128	1009	815	691	701
XYLT2	243	312	109	152	371	326	346	315
YAE1	197	224	127	144	373	355	305	183
YAF2	353	416	182	266	215	186	168	143
YAP1	472	523	220	288	419	391	408	338
YARS	3872	4082	1701	2104	5368	5167	4781	3875
YARS2	1247	1406	631	709	906	842	947	671
YBEY	199	269	125	151	177	152	183	132
YBX1	873	931	367	615	4833	4356	5119	3091
YBX3	2753	4149	1589	2210	2708	2892	2434	1917
