	ribo_untr_a	ribo_untr_b	ribo_tm_a	ribo_tm_b	untr_a_hek	untr_b_hek	tm_a_hek	tm_b_hek
PDE6D	278	305	122	98	207	195	131	182
PDE7A	130	155	72	44	368	355	255	367
PDE8A	109	116	36	33	821	674	561	721
PDE9A	267	276	85	53	192	145	133	186
PDF	157	271	133	72	102	126	67	83
PDGFC	140	169	80	55	192	146	132	167
PDGFRL	112	149	61	29	56	53	38	41
PDHA1	4114	5335	2230	1443	2762	2736	1906	2552
PDHB	2109	2338	1046	698	2815	2744	2318	2815
PDHX	885	940	373	254	956	868	732	973
PDIA3	2527	3112	1143	664	2557	2568	1959	2546
PDIA4	3899	4920	1800	1007	3864	3899	2878	3789
PDIA5	160	204	78	46	412	404	259	284
PDIA6	4231	5566	2116	1151	5296	5180	3905	5152
PDIK1L	199	204	99	78	344	291	182	245
PDK1	591	514	269	179	301	276	203	254
PDK2	602	633	294	166	187	149	133	178
PDK3	932	996	407	298	499	432	382	430
PDLIM1	1353	1436	509	329	549	445	381	474
PDLIM3	258	304	103	68	142	115	90	128
PDLIM5	1908	2489	1083	692	573	544	467	566
PDLIM7	442	546	262	151	221	213	182	230
PDP1	188	165	100	57	358	268	300	364
PDP2	366	490	201	134	300	271	206	250
PDPK1	166	187	95	59	144	122	92	138
PDPN	600	759	365	219	121	119	96	131
PDPR	36	75	45	25	311	294	172	234
PDRG1	400	584	237	175	240	273	104	209
PDS5A	2877	2984	1132	819	3956	3682	2650	3480
PDS5B	1439	1745	981	629	2540	2258	1488	1939
PDSS1	399	455	192	123	677	641	411	549
PDSS2	232	263	124	93	221	214	151	195
PDXDC1	877	1089	409	272	1442	1402	1128	1447
PDXK	597	933	375	248	794	803	561	735
PDZD11	613	740	360	231	239	215	213	255
PDZD2	36	34	19	16	74	57	27	45
PDZD4	32	54	10	6	70	73	38	52
PDZD8	450	539	171	107	2353	2186	1684	2079
PDZRN3	109	112	60	34	150	152	96	178
PEA15	671	863	416	273	195	181	126	212
PEAK1	157	221	92	64	782	693	406	528
PEBP1	3829	4863	2035	1271	1606	1427	1319	1523
PECR	291	326	133	62	218	198	121	186
PEF1	1127	1437	744	434	783	630	733	887
PELI1	171	183	74	56	213	187	198	217
PELI2	168	156	77	43	185	152	129	162
PELI3	91	90	32	16	106	92	71	91
PELO	629	746	335	180	643	566	526	600
PELP1	2939	4138	1915	1160	1554	1345	781	1074
PEMT	315	370	188	107	375	328	273	341
PEPD	2073	2992	1168	640	867	829	613	761
PER1	143	154	95	52	318	218	153	217
PER2	102	117	56	32	184	169	124	140
PER3	24	35	18	15	52	49	25	36
PERP	1164	1714	646	372	321	233	329	430
PES1	2270	3010	1199	829	4108	4259	3445	4215
PET100	98	128	52	37	230	286	185	237
PET117	78	105	51	35	159	161	93	119
PEX1	631	713	304	203	1167	1022	805	1062
PEX10	301	425	152	69	186	171	145	159
PEX11A	100	108	56	37	142	168	120	162
PEX11B	255	331	134	100	175	140	104	128
PEX12	93	102	47	34	60	63	45	65
PEX13	184	263	107	73	423	413	324	358
PEX14	416	532	223	124	207	194	144	177
PEX16	150	171	75	43	267	251	179	236
PEX19	521	541	245	155	482	421	325	404
PEX2	122	116	80	62	427	462	336	394
PEX26	179	221	85	69	335	280	200	258
PEX3	829	926	413	348	946	845	678	911
PEX5	653	796	307	201	721	615	400	546
PEX6	268	404	194	84	178	127	107	176
PEX7	243	270	119	76	243	238	151	216
PFAS	2049	3077	1160	648	2767	2340	1774	2264
PFDN1	760	899	485	341	374	299	256	352
PFDN2	1334	1714	632	435	570	592	445	615
PFDN4	1009	996	428	231	825	901	592	793
PFDN5	3410	3662	1447	919	2115	1985	1689	2147
PFDN6	1301	1386	732	501	585	531	460	624
PFKFB2	60	81	32	23	320	268	253	307
PFKFB3	449	515	198	146	383	337	269	316
PFKFB4	33	70	20	9	96	86	49	84
PFKL	1635	2114	847	519	1836	1588	1476	1883
PFKM	2123	2483	1121	663	2319	2106	1673	2077
PFKP	5973	7367	2859	1794	1151	1056	806	1031
PFN1	9073	11740	6630	4029	2605	2389	1748	2318
PFN2	1232	1528	636	349	1222	1031	976	1215
PGAM2	7	11	2	0	58	56	39	58
PGAM5	1748	2064	690	523	1068	1023	884	1049
PGAP1	473	442	183	130	690	548	460	532
PGAP2	104	171	78	52	146	112	123	158
PGAP3	65	58	30	12	63	60	49	64
PGBD1	205	241	115	76	614	569	426	516
PGBD2	21	28	18	7	133	127	123	150
PGBD4	38	38	20	9	75	63	60	58
PGBD5	93	129	34	25	151	95	89	149
PGD	4145	5467	2314	1450	2174	2122	1580	2334
PGGHG	28	30	13	8	178	136	96	143
PGGT1B	416	471	212	145	444	387	301	359
PGK1	7060	9126	4028	2517	7328	6800	6048	7278
PGLS	673	999	302	193	425	351	261	291
PGM1	1282	1669	642	431	1576	1374	1074	1429
PGM2	1524	1762	765	469	1293	1257	938	1152
PGM2L1	348	359	152	127	203	199	101	142
PGM3	2114	2424	1154	704	1272	1086	977	1239
PGP	634	744	289	142	557	510	362	544
PGRMC1	2449	3131	1204	685	1838	1719	1364	1763
PGRMC2	572	633	312	164	278	276	134	193
PGS1	298	332	151	90	421	391	310	369
PHACTR2	300	325	136	89	498	478	390	543
PHACTR4	487	578	276	182	664	593	345	409
PHAX	1147	1302	669	387	1156	968	757	977
PHB	1872	2297	1044	682	3360	3022	2830	3407
PHB2	6540	7800	3050	1878	4382	3689	3581	4152
PHC2	422	516	238	164	745	634	492	651
PHC3	307	305	192	97	678	557	395	491
PHF1	56	82	32	15	183	144	94	130
PHF10	607	664	305	202	1559	1402	890	1021
PHF12	299	378	140	79	381	371	178	269
PHF13	380	471	212	135	194	148	92	97
PHF14	741	1001	429	303	2282	2202	1625	2017
PHF19	381	509	198	115	357	347	297	356
PHF2	304	433	210	126	685	573	449	573
PHF20	297	319	223	132	960	961	664	775
PHF20L1	296	375	146	97	1527	1440	1204	1493
PHF21A	171	208	95	68	165	119	64	115
PHF21B	16	6	2	4	46	35	27	39
PHF23	540	768	367	217	635	677	431	581
PHF3	1980	1976	939	664	5745	5102	4016	5263
PHF5A	452	644	274	183	516	454	325	451
PHF6	1698	2036	855	667	2198	2065	1674	2151
PHF7	7	6	2	2	73	63	35	47
PHF8	1105	1569	623	381	1593	1469	813	1092
PHGDH	5246	6526	2668	1646	4752	4633	3452	4378
PHIP	2836	3503	1758	1197	4682	4348	2971	3952
PHKA1	855	939	319	201	1266	1156	964	1194
PHKA2	540	598	260	173	905	748	536	734
PHKB	435	429	167	126	1353	1104	891	1077
PHKG1	2	2	0	0	48	41	27	30
PHKG2	311	321	157	96	847	755	656	796
PHLDB1	278	305	125	66	203	200	129	219
PHLDB2	142	149	79	64	239	205	170	217
PHLDB3	151	179	67	49	74	81	44	83
PHLPP1	428	637	310	180	589	485	325	395
PHLPP2	230	267	135	74	865	754	570	731
PHOSPHO2	39	27	17	5	176	141	91	119
PHPT1	1233	1759	864	455	460	402	336	472
PHRF1	777	1099	527	329	1664	1508	1050	1383
PHTF1	121	171	60	43	750	756	540	665
PHTF2	369	444	172	104	714	687	482	698
PHYH	377	412	155	105	150	160	134	185
PHYHD1	35	36	19	5	295	204	172	237
PHYKPL	89	94	38	35	530	463	316	389
PI4K2B	298	355	146	98	551	570	426	461
PI4KA	1585	1840	808	511	2665	2278	1572	2179
PI4KB	988	1252	558	376	1861	1779	1442	2014
PIAS1	714	790	446	288	672	598	456	577
PIAS2	348	381	166	133	539	476	397	492
PIAS3	319	400	188	107	345	266	249	255
PIAS4	315	493	187	128	347	332	248	309
PIBF1	564	544	231	169	954	908	590	811
PICALM	1661	1792	877	582	1667	1458	1251	1519
PICK1	401	519	218	136	570	511	496	589
PIDD1	51	84	38	21	259	250	153	174
PIEZO1	695	782	390	126	1750	1463	1003	1310
PIF1	93	115	48	23	190	168	115	157
PIGA	191	175	129	87	569	512	462	503
PIGB	118	130	64	41	183	160	152	168
PIGC	188	248	81	47	424	388	341	403
PIGF	123	130	52	28	259	249	230	308
PIGG	633	838	372	221	926	787	604	785
PIGH	146	156	82	33	145	95	134	153
PIGK	1118	1129	517	297	1433	1346	1210	1479
PIGL	128	128	69	33	218	184	136	159
PIGM	544	672	296	190	314	279	263	319
PIGN	245	241	125	54	704	657	608	710
PIGO	469	615	221	138	529	432	347	468
PIGP	393	476	239	143	190	190	154	218
PIGQ	398	528	210	96	494	441	393	453
PIGS	594	785	309	162	859	718	617	762
PIGT	998	1084	462	223	704	544	561	636
PIGU	289	369	156	87	240	240	269	327
PIGV	38	57	22	21	82	71	77	88
PIGW	306	405	192	116	745	603	581	759
PIGX	218	276	93	76	291	251	226	240
PIGY	85	82	37	21	368	324	299	381
PIH1D1	583	665	348	182	926	785	681	802
PIH1D2	30	51	25	16	91	91	92	110
PIK3AP1	75	98	36	29	71	54	56	60
PIK3C2A	1342	1306	449	337	3692	3206	2401	3195
PIK3C2B	88	94	36	14	227	135	93	130
PIK3C3	854	932	460	318	699	709	495	639
PIK3CA	204	267	93	55	491	405	324	436
PIK3CB	269	243	110	66	786	652	326	460
PIK3R1	247	296	134	92	420	369	256	323
PIK3R4	1223	1564	750	507	1998	1775	1451	1834
PIKFYVE	786	872	399	240	1920	1691	1196	1598
PILRB	6	7	8	2	432	357	266	389
PIM1	253	328	135	88	102	86	47	77
PIM2	258	332	168	89	254	207	202	263
PIM3	874	1210	497	294	479	428	310	407
PIMREG	446	758	321	202	259	242	198	234
PIN1	1267	1614	671	464	586	603	414	572
PIN4	829	1179	523	319	576	575	486	655
PINK1	1389	1692	653	372	615	513	472	663
PINX1	220	323	138	105	304	324	251	276
PIP4K2A	462	553	226	146	438	432	286	416
PIP4K2B	280	348	124	75	358	329	249	310
PIP4K2C	546	703	293	192	298	291	193	262
PIP4P1	261	295	161	84	270	237	222	280
PIP4P2	138	133	70	37	38	38	28	40
PIP5K1A	1021	1061	497	339	1583	1385	1132	1503
PIP5K1B	63	65	44	32	56	48	35	47
PIP5K1C	156	250	94	52	183	166	80	144
PIR	202	272	125	82	294	277	246	291
PISD	303	452	217	123	477	453	351	453
PITHD1	903	1066	531	295	448	441	359	470
PITPNA	898	1162	522	359	581	546	387	528
PITPNB	1321	1459	715	591	1191	1235	613	833
PITPNC1	79	106	31	18	127	116	92	108
PITPNM1	60	95	34	13	194	184	165	182
PITPNM2	29	29	19	10	83	54	46	60
PITPNM3	12	12	6	8	34	34	27	26
PITRM1	2501	2949	1361	874	2608	2213	2164	2651
PITX1	332	453	152	89	239	178	172	208
PITX2	205	239	113	73	93	96	61	94
PJA1	674	850	369	252	775	766	615	798
PJA2	2110	2446	1108	726	1518	1387	1050	1378
PKD1	167	103	109	35	822	666	469	544
PKD2	101	143	62	27	811	823	475	573
PKD2L2	0	0	0	0	48	35	39	61
PKDCC	22	31	10	3	123	97	77	85
PKIA	33	25	16	12	36	33	43	47
PKIG	65	64	16	11	55	60	38	50
PKM	21163	30174	13218	8104	16768	16114	12521	15525
PKMYT1	656	906	354	214	535	456	431	483
PKN1	1394	1774	541	327	1572	1430	1130	1348
PKN2	2039	2217	958	648	3022	2828	1876	2329
PKN3	524	555	269	168	471	402	318	377
PKNOX1	390	403	177	141	461	395	346	419
PKNOX2	37	38	24	11	69	48	47	61
PKP2	680	821	318	198	323	277	220	239
PKP4	302	349	135	78	2022	1666	1529	2087
PLA2G15	117	182	63	34	107	106	83	90
PLA2G4A	104	97	44	30	577	484	471	542
PLA2G6	53	62	26	10	151	131	110	146
PLAA	1295	1449	652	502	1311	1217	914	1220
PLAAT1	49	47	39	20	61	51	35	48
PLAAT3	314	258	109	65	53	51	37	44
PLAC1	246	216	97	62	31	39	44	50
PLAG1	57	82	24	19	133	122	102	124
PLAGL1	6	9	4	2	380	337	246	316
PLAGL2	142	161	74	43	365	288	147	185
PLAT	403	484	232	108	358	378	326	417
PLAUR	128	165	79	44	53	46	34	50
PLBD2	629	772	335	176	270	206	104	122
PLCB1	193	193	83	49	436	438	335	375
PLCB3	288	344	145	83	781	661	472	684
PLCB4	177	200	80	53	300	256	157	206
PLCD1	20	28	16	14	93	73	74	70
PLCD3	130	163	70	34	211	171	155	179
PLCD4	3	1	6	0	148	102	69	91
PLCE1	180	170	69	49	472	392	273	341
PLCG1	1623	1860	784	505	2225	1919	1514	1907
PLCG2	163	180	75	50	240	236	169	210
PLCH1	215	209	110	72	473	474	304	425
PLCL1	36	35	16	9	44	41	35	39
PLCL2	351	400	164	120	790	652	566	649
PLCXD1	250	302	137	67	274	231	202	224
PLCXD2	13	20	9	6	66	59	65	65
PLD1	223	287	118	89	103	111	81	110
PLD2	130	155	65	34	243	206	181	210
PLD3	2596	3004	1336	761	782	645	556	718
PLD6	169	202	123	58	260	199	136	246
PLEC	298	456	253	117	1703	1327	602	810
PLEKHA1	304	311	98	85	648	521	454	560
PLEKHA2	147	168	81	65	45	38	27	36
PLEKHA3	80	125	42	15	210	183	173	176
PLEKHA5	449	542	261	147	632	580	428	597
PLEKHA7	230	316	164	93	219	173	111	134
PLEKHA8	54	59	13	19	363	340	281	332
PLEKHB2	756	974	419	242	545	540	387	440
PLEKHF2	126	140	71	47	135	120	78	119
PLEKHG1	233	241	115	57	80	57	50	61
PLEKHG2	531	606	281	175	252	173	141	171
PLEKHG3	276	335	155	109	448	415	293	354
PLEKHG4	145	179	82	61	575	531	474	614
PLEKHG5	57	77	51	24	104	88	61	104
PLEKHH1	110	171	66	57	355	324	197	259
PLEKHH2	135	145	65	26	233	232	140	173
PLEKHH3	95	139	48	24	162	144	90	107
PLEKHJ1	376	439	209	107	358	350	260	278
PLEKHM1	68	66	29	24	172	126	71	140
PLEKHM2	431	555	193	131	810	702	605	719
PLEKHM3	168	183	91	63	398	334	252	299
PLEKHO1	126	155	70	32	320	307	240	316
PLGRKT	208	247	100	89	118	128	95	99
PLIN2	1	2	1	0	470	495	358	419
PLIN3	567	648	338	165	264	236	220	234
PLK1	3067	3895	1815	1050	1829	1551	1092	1525
PLK2	172	184	123	81	112	81	90	127
PLK4	248	205	159	135	1520	1322	1223	1548
PLOD1	1286	1545	613	309	854	821	641	817
PLOD2	925	947	378	249	1711	1751	1328	1629
PLOD3	591	765	310	193	547	498	317	433
PLPBP	539	677	272	181	299	253	219	290
PLPP1	164	168	81	56	155	121	126	184
PLPP3	84	110	32	20	36	31	29	39
PLPP5	82	117	59	47	129	106	82	121
PLPP6	157	169	59	26	42	31	26	27
PLPPR2	53	84	31	9	115	87	48	89
PLRG1	1994	2271	1144	722	2153	1801	1865	2173
PLS1	1002	989	443	300	720	681	550	686
PLS3	9245	9650	4716	3070	15100	14417	11508	14170
PLSCR1	579	665	312	193	513	476	348	415
PLTP	13	10	10	2	243	175	178	203
PLXDC2	57	84	41	17	186	140	126	181
PLXNA1	521	614	269	159	1768	1512	1031	1432
PLXNA2	83	92	57	25	166	109	72	122
PLXNA3	276	344	154	89	324	298	195	259
PLXNB1	82	110	49	26	175	174	92	137
PLXNB2	1174	1613	776	384	961	827	560	690
PLXNC1	13	17	18	7	150	115	68	111
PLXND1	174	232	78	54	189	177	128	155
PM20D2	1489	1695	689	474	813	776	506	648
PMAIP1	1526	1455	905	589	187	196	167	212
PMCH	1	0	1	0	223	188	183	213
PMF1	106	113	41	19	88	91	83	132
PMFBP1	5	1	2	3	96	97	67	85
PML	524	726	287	186	177	126	87	101
PMM1	268	380	135	89	149	142	74	123
PMM2	156	181	90	51	481	478	315	408
PMP22	139	226	69	53	38	37	50	83
PMPCA	2541	3236	1507	912	1830	1706	1387	1711
PMPCB	4076	4313	1865	1256	2189	1990	1659	2024
PMS1	581	557	250	165	1152	1116	827	966
PMS2	221	210	90	63	403	388	293	355
PMVK	416	498	228	141	157	158	122	153
PNISR	1197	1359	758	604	2823	2657	2278	3006
PNKD	537	708	259	186	289	255	193	248
PNKP	182	203	81	47	398	427	265	315
PNMA1	767	1073	307	230	710	593	347	456
PNMA2	664	810	325	173	138	121	100	106
PNMA8A	3	3	0	1	456	499	333	360
PNN	1955	2528	1217	839	5049	5223	4103	5336
PNO1	549	652	224	183	789	679	595	762
PNP	2054	2268	1178	693	1312	1201	1102	1328
PNPLA2	1202	1483	681	431	425	353	214	285
PNPLA3	100	107	44	28	251	194	144	203
PNPLA4	0	1	0	0	49	42	45	66
PNPLA6	256	360	123	72	409	324	253	315
PNPLA8	374	431	230	163	500	516	491	594
PNPO	704	835	409	226	447	377	276	317
PNPT1	1125	1392	708	434	2412	2086	1691	2184
PNRC1	499	722	445	292	384	389	290	339
PNRC2	29	37	59	29	223	218	202	210
POC1A	315	393	131	105	495	416	365	449
POC1B	299	294	90	87	240	185	181	200
POC5	339	401	212	142	453	397	353	389
PODXL	524	646	230	168	112	93	76	116
PODXL2	939	1205	460	237	988	840	796	984
POFUT1	484	578	245	166	554	543	447	544
POFUT2	193	296	104	53	251	265	154	227
POGK	441	566	249	158	1686	1649	1128	1478
POGLUT1	139	176	68	40	411	328	299	349
POGLUT2	247	337	134	75	348	314	291	316
POGLUT3	655	887	386	226	969	869	636	839
POGZ	1439	1549	678	433	1830	1529	791	976
POLA1	1900	2427	1086	705	5201	5051	3233	4164
POLA2	64	70	39	24	96	65	91	106
POLB	413	495	167	131	641	547	462	541
POLD1	942	1258	511	305	1857	1554	1368	1664
POLD2	1700	2265	1027	715	1803	1671	1550	1891
POLD3	509	538	241	174	975	865	814	1015
POLDIP2	1327	1551	650	423	1123	955	763	922
POLDIP3	1323	1679	651	416	825	770	704	917
POLE	2621	3364	1412	899	4828	4179	2931	3994
POLE2	594	585	211	175	697	547	508	568
POLE3	494	653	289	175	947	1014	800	1012
POLE4	255	410	191	121	376	409	188	276
POLG	472	618	317	188	2905	2615	1972	2526
POLG2	126	173	73	51	522	588	285	365
POLH	323	427	234	194	612	516	428	542
POLI	165	114	73	61	210	178	126	187
POLK	473	455	235	180	797	687	482	634
POLL	233	268	113	86	329	298	241	317
POLM	142	187	64	43	205	155	125	139
POLN	11	8	11	5	141	98	64	92
POLQ	551	671	333	191	4294	3965	2707	3374
POLR1A	1336	1843	917	634	3056	2487	1610	2312
POLR1B	1146	1427	627	374	3309	2836	2284	2780
POLR1C	1190	1489	628	438	1200	1122	950	1284
POLR1D	811	878	363	239	957	879	740	948
POLR1E	661	805	350	277	1422	1248	1018	1255
POLR2A	4852	6799	3327	2090	6352	4989	2196	2812
POLR2B	4868	5358	2848	1895	7661	7671	6224	7483
POLR2C	1301	1586	655	412	1312	1202	1041	1318
POLR2D	578	584	352	180	217	185	190	267
POLR2E	2146	2398	1175	739	805	684	674	947
POLR2F	855	1244	516	272	1495	1577	1022	1427
POLR2G	1509	1697	729	511	1170	1138	958	1230
POLR2H	1021	1391	556	352	816	712	592	703
POLR2I	1363	1452	565	354	558	547	453	514
POLR2J	70	91	22	15	85	59	90	131
POLR2K	604	626	304	206	350	332	264	374
POLR2L	1534	2198	998	702	505	515	359	547
POLR3A	1598	2023	1061	609	2613	2366	1592	2144
POLR3B	929	1194	580	399	1459	1334	1002	1372
POLR3C	999	1260	567	418	1079	956	848	1049
POLR3D	469	603	198	141	560	503	369	486
POLR3E	477	563	235	140	1729	1629	1255	1583
POLR3F	633	779	324	226	301	287	249	296
POLR3G	151	114	53	33	219	204	153	178
POLR3GL	85	98	42	37	218	178	146	184
POLR3H	495	626	262	157	566	470	441	551
POLR3K	876	1248	603	333	423	395	289	395
POLRMT	307	393	195	121	833	722	557	669
POM121	169	254	125	68	528	344	180	261
POM121C	98	143	89	45	222	153	96	101
POMGNT1	335	381	101	50	844	755	672	796
POMGNT2	144	228	98	42	507	419	473	536
POMK	635	712	421	288	1168	996	702	840
POMP	4467	4713	2357	1502	1799	1794	1608	1852
POMT1	608	822	348	186	708	563	440	575
POMT2	95	201	69	43	675	537	443	553
PON2	556	616	221	169	569	497	430	587
POP1	589	818	391	280	1349	1226	1008	1240
POP4	2332	2721	1434	927	482	483	350	524
POP5	524	656	262	190	390	335	325	364
POP7	781	985	439	269	681	629	531	644
POPDC3	27	42	11	10	91	85	92	117
POR	716	939	427	244	823	757	660	859
PORCN	39	61	30	8	95	76	56	92
POT1	429	365	197	151	546	519	522	598
POU2F1	510	581	312	193	387	317	297	421
POU3F2	277	389	165	112	71	85	53	66
POU3F3	53	67	50	13	36	38	28	35
POU4F1	37	68	23	15	121	115	83	112
PP2D1	1	0	1	0	68	57	50	55
PPA1	4651	5111	1894	1379	4794	4424	3373	4405
PPA2	1093	1284	490	274	1902	1983	1266	1658
PPAN	75	95	46	31	105	127	79	93
PPARA	34	21	5	3	93	83	55	79
PPARD	58	82	60	37	120	87	46	82
PPARG	237	256	105	72	353	304	296	336
PPARGC1B	192	277	121	94	391	341	152	245
PPAT	1064	1240	573	404	1633	1614	1210	1387
PPCDC	212	264	128	76	266	242	157	201
PPCS	368	426	210	112	230	184	169	210
PPDPF	747	937	311	190	91	82	55	85
PPFIA1	777	878	321	218	2272	1972	1472	1899
PPFIA2	39	39	21	9	65	57	35	61
PPFIA3	83	96	58	33	260	179	170	185
PPFIA4	5	4	1	3	54	53	43	47
PPFIBP1	505	588	237	166	537	473	370	447
PPFIBP2	17	21	8	5	56	38	28	51
PPHLN1	1892	1950	1052	756	1176	1120	869	1088
PPIA	1351	2051	784	450	1153	990	1145	1502
PPIB	4093	5780	2116	1188	3555	3313	2880	3741
PPIC	765	1062	397	244	230	202	160	192
PPID	1174	1273	459	307	1022	1041	836	1003
PPIE	1415	1580	679	470	768	753	538	710
PPIF	2938	3949	1520	1032	910	773	695	960
PPIG	1080	1355	722	556	2372	2367	2013	2422
PPIH	811	1054	527	293	998	898	662	888
PPIL1	1073	1234	583	450	581	574	494	640
PPIL2	751	896	388	253	652	579	461	613
PPIL3	258	305	147	93	356	309	261	359
PPIL4	1416	1759	726	560	1517	1445	1022	1253
PPIP5K1	49	40	22	17	130	115	90	121
PPIP5K2	775	863	400	294	1746	1663	1211	1491
PPM1A	392	445	169	117	724	743	437	570
PPM1B	67	83	35	39	95	105	83	95
PPM1D	619	841	392	245	646	617	480	594
PPM1E	535	631	287	206	293	298	200	244
PPM1F	707	839	370	239	818	747	575	677
PPM1G	3070	3727	1457	961	3693	3358	2893	3546
PPM1H	142	179	86	47	156	120	100	116
PPM1K	183	288	122	69	317	324	198	264
PPM1L	261	290	133	80	138	102	69	82
PPM1M	33	42	17	10	137	125	87	124
PPME1	991	1285	532	322	721	639	473	557
PPOX	204	240	98	65	232	193	149	185
PPP1CA	2366	3099	1119	726	2275	1973	1692	2106
PPP1CB	2158	2716	1097	775	2185	2192	1566	1954
PPP1CC	4338	5060	1808	1281	4457	4400	3452	4130
PPP1R10	1237	1858	989	607	1155	983	613	839
PPP1R11	180	235	138	78	117	111	86	96
PPP1R12A	2124	2268	1076	765	2043	1883	1591	1909
PPP1R12B	53	41	22	15	465	367	229	323
PPP1R12C	123	125	46	40	460	496	291	374
PPP1R13B	343	420	213	141	379	276	191	279
PPP1R14B	75	122	44	28	755	735	446	547
PPP1R14C	230	334	114	73	80	72	63	63
PPP1R15A	74	86	83	71	287	306	224	307
PPP1R15B	660	806	562	328	2511	2365	1791	2314
PPP1R16A	57	55	27	10	253	228	143	212
PPP1R18	64	131	44	21	55	52	31	35
PPP1R2	254	342	124	75	273	261	183	247
PPP1R21	174	176	74	63	455	364	257	344
PPP1R26	123	193	74	38	396	393	287	382
PPP1R35	317	546	197	118	303	302	191	244
PPP1R37	99	140	67	35	287	273	220	271
PPP1R3B	87	106	61	45	79	83	56	60
PPP1R3F	51	70	27	12	65	80	48	61
PPP1R7	1640	1852	767	581	985	1009	718	993
PPP1R8	932	1006	531	332	1716	1449	1433	1875
PPP1R9A	192	222	115	78	591	570	426	492
PPP1R9B	338	476	169	104	655	693	376	467
PPP2CA	5905	6318	3004	1943	1745	1611	1276	1545
PPP2CB	789	827	364	241	441	409	317	418
PPP2R1A	5731	7345	2921	1868	3696	3299	2633	3227
PPP2R1B	1220	1396	609	411	1550	1488	1114	1363
PPP2R2A	2561	2922	1468	1004	1444	1219	890	1126
PPP2R2D	254	275	118	76	784	702	493	666
PPP2R3A	206	198	90	64	316	281	203	250
PPP2R3B	193	249	75	57	358	308	238	299
PPP2R3C	271	290	128	71	462	467	402	525
PPP2R5A	227	236	100	55	856	689	556	717
PPP2R5B	37	40	20	13	136	125	80	117
PPP2R5C	1094	1090	550	395	1724	1616	1278	1648
PPP2R5D	1319	1648	670	438	1312	1090	1005	1283
PPP2R5E	546	568	263	175	398	369	228	308
PPP3CA	807	909	322	210	647	580	448	596
PPP3CB	873	1119	298	221	887	827	421	609
PPP3CC	206	210	94	67	263	236	188	211
PPP3R1	247	361	250	159	145	134	58	58
PPP4C	2248	2524	1184	667	1821	1638	1569	1806
PPP4R1	786	966	392	260	1279	1157	888	1057
PPP4R2	447	503	216	136	1970	2172	1361	1619
PPP4R3A	1532	1749	684	411	2509	2350	1740	2331
PPP4R3B	456	519	175	131	1723	1765	1310	1698
PPP4R4	114	100	47	45	159	125	108	128
PPP5C	2164	2554	1114	667	1950	1779	1463	1986
PPP6C	1585	1679	732	451	1113	967	758	894
PPP6R1	1042	1392	648	390	1379	1130	880	1225
PPP6R2	272	345	129	81	1374	1204	975	1121
PPP6R3	1668	1986	819	552	3548	3238	2696	3524
PPRC1	1079	1428	803	486	2514	1958	1209	1666
PPT1	1746	2256	933	548	1135	1019	925	1124
PPT2	84	84	47	28	114	116	95	99
PPTC7	343	310	130	74	191	163	104	141
PPWD1	681	794	436	293	1489	1438	1043	1373
PQBP1	1153	1604	650	459	972	980	908	1144
PRADC1	39	37	27	12	62	61	63	73
PRAG1	93	95	41	18	41	46	30	38
PRAME	392	503	228	141	442	459	374	434
PRC1	2637	3120	1453	942	5307	4855	3993	4918
PRCC	1087	1566	688	446	949	927	560	763
PRCP	1053	1204	552	293	853	723	681	884
PRDM10	198	204	119	58	357	334	197	312
PRDM11	35	65	21	17	135	100	66	95
PRDM15	165	206	112	75	345	334	225	284
PRDM16	142	160	93	60	56	50	30	32
PRDM2	496	656	392	244	677	571	344	453
PRDM4	362	395	173	96	950	782	620	812
PRDM5	54	60	27	11	258	250	198	256
PRDM6	147	198	91	70	91	68	63	58
PRDX1	13695	19853	9084	5712	9791	8916	7986	10114
PRDX2	5650	7415	2810	1711	2798	2720	2186	2692
PRDX3	6667	6888	3021	1859	3996	3370	3186	4058
PRDX4	3696	4199	1717	1005	3920	3629	3218	3782
PRDX5	1018	1233	581	333	973	1018	703	918
PRDX6	3381	4596	1889	1136	4255	3986	3371	4140
PREB	519	681	266	164	1074	1030	806	1047
PRELID1	537	664	240	136	2082	2121	1502	1725
PRELID2	95	92	35	39	112	98	79	118
PRELID3B	1515	1778	585	450	1350	1289	1044	1325
PREP	1743	1936	913	546	995	903	704	908
PREPL	1468	1585	778	534	1612	1395	1115	1445
PREX1	121	122	38	20	120	129	93	102
PREX2	127	102	36	34	144	129	94	132
PRG4	0	0	2	0	85	77	38	64
PRICKLE1	305	359	169	102	152	127	99	117
PRICKLE3	135	165	49	40	116	90	69	66
PRIM1	1101	1037	463	326	814	669	707	828
PRIM2	730	687	329	298	677	641	467	578
PRIMPOL	229	222	93	45	261	227	187	242
PRKAA1	1088	1342	692	408	917	817	550	739
PRKAA2	656	796	285	202	893	836	560	721
PRKAB1	497	570	284	189	253	210	169	211
PRKAB2	120	135	62	34	177	130	132	171
PRKACA	1478	1819	623	455	478	372	159	244
PRKACB	267	301	143	109	400	363	284	309
PRKAG1	1129	1498	584	396	825	773	692	857
PRKAG2	113	158	58	41	150	144	75	116
PRKAR1A	3514	4387	2034	1271	2017	2057	1548	2069
PRKAR1B	481	626	219	146	341	358	235	300
